Year,County,Gender,Race,Offense_category,Arrest_rate,Total_Arrests,Population,Poverty_Rate,Age
2017,Alameda,Female,Asianother,Drug,8.0,15.0,188249,0.09,Adult
2017,Alpine,Female,Asianother,Drug,0.0,0.0,79,1.0,Adult
2017,Amador,Female,Asianother,Drug,900.9,6.0,666,0.07,Adult
2017,Butte,Female,Asianother,Drug,27.5,2.0,7269,0.31,Adult
2017,Calaveras,Female,Asianother,Drug,909.1,8.0,880,0.14,Adult
2017,Colusa,Female,Asianother,Drug,0.0,0.0,340,0.0,Adult
2017,Contra Costa,Female,Asianother,Drug,10.0,8.0,79809,0.07,Adult
2017,Del Norte,Female,Asianother,Drug,249.2,3.0,1204,0.42,Adult
2017,El Dorado,Female,Asianother,Drug,20.2,1.0,4944,0.06,Adult
2017,Fresno,Female,Asianother,Drug,2.5,1.0,39274,0.22,Adult
2017,Glenn,Female,Asianother,Drug,0.0,0.0,586,0.1,Adult
2017,Humboldt,Female,Asianother,Drug,144.7,8.0,5530,0.31,Adult
2017,Imperial,Female,Asianother,Drug,120.0,2.0,1666,0.09,Adult
2017,Inyo,Female,Asianother,Drug,111.5,1.0,897,0.1,Adult
2017,Kern,Female,Asianother,Drug,29.7,6.0,20194,0.12,Adult
2017,Kings,Female,Asianother,Drug,93.6,3.0,3204,0.1,Adult
2017,Lake,Female,Asianother,Drug,261.8,4.0,1528,0.52,Adult
2017,Lassen,Female,Asianother,Drug,0.0,0.0,608,0.0,Adult
2017,Los Angeles,Female,Asianother,Drug,7.4,44.0,597863,0.12,Adult
2017,Madera,Female,Asianother,Drug,0.0,0.0,2418,0.06,Adult
2017,Marin,Female,Asianother,Drug,11.2,1.0,8899,0.09,Adult
2017,Mariposa,Female,Asianother,Drug,0.0,0.0,426,0.0,Adult
2017,Mendocino,Female,Asianother,Drug,36.5,1.0,2743,0.09,Adult
2017,Merced,Female,Asianother,Drug,11.5,1.0,8662,0.2,Adult
2017,Modoc,Female,Asianother,Drug,465.1,1.0,215,1.0,Adult
2017,Mono,Female,Asianother,Drug,0.0,0.0,251,0.01,Adult
2017,Monterey,Female,Asianother,Drug,22.9,3.0,13105,0.12,Adult
2017,Napa,Female,Asianother,Drug,40.4,2.0,4955,0.07,Adult
2017,Nevada,Female,Asianother,Drug,58.9,1.0,1698,0.05,Adult
2017,Orange,Female,Asianother,Drug,13.4,32.0,239111,0.12,Adult
2017,Placer,Female,Asianother,Drug,21.8,3.0,13781,0.07,Adult
2017,Plumas,Female,Asianother,Drug,702.6,3.0,427,0.26,Adult
2017,Riverside,Female,Asianother,Drug,9.4,7.0,74555,0.12,Adult
2017,Sacramento,Female,Asianother,Drug,27.4,29.0,105955,0.16,Adult
2017,San Benito,Female,Asianother,Drug,0.0,0.0,1105,0.03,Adult
2017,San Bernardino,Female,Asianother,Drug,17.8,12.0,67370,0.11,Adult
2017,San Diego,Female,Asianother,Drug,9.9,17.0,171180,0.11,Adult
2017,San Francisco,Female,Asianother,Drug,4.2,5.0,120264,0.11,Adult
2017,San Joaquin,Female,Asianother,Drug,4.3,2.0,46218,0.15,Adult
2017,San Luis Obispo,Female,Asianother,Drug,0.0,0.0,5944,0.15,Adult
2017,San Mateo,Female,Asianother,Drug,2.4,2.0,85078,0.05,Adult
2017,Santa Barbara,Female,Asianother,Drug,40.1,5.0,12463,0.2,Adult
2017,Santa Clara,Female,Asianother,Drug,8.2,20.0,243990,0.07,Adult
2017,Santa Cruz,Female,Asianother,Drug,25.6,2.0,7819,0.21,Adult
2017,Shasta,Female,Asianother,Drug,19.1,1.0,5225,0.21,Adult
2017,Sierra,Female,Asianother,Drug,0.0,0.0,38,,Adult
2017,Siskiyou,Female,Asianother,Drug,74.4,1.0,1344,0.21,Adult
2017,Solano,Female,Asianother,Drug,12.7,4.0,31451,0.06,Adult
2017,Sonoma,Female,Asianother,Drug,7.1,1.0,14032,0.09,Adult
2017,Stanislaus,Female,Asianother,Drug,48.9,8.0,16363,0.18,Adult
2017,Sutter,Female,Asianother,Drug,16.1,1.0,6220,0.16,Adult
2017,Tehama,Female,Asianother,Drug,0.0,0.0,1282,0.09,Adult
2017,Trinity,Female,Asianother,Drug,688.1,3.0,436,0.34,Adult
2017,Tulare,Female,Asianother,Drug,157.6,13.0,8250,0.2,Adult
2017,Tuolumne,Female,Asianother,Drug,99.0,1.0,1010,0.02,Adult
2017,Ventura,Female,Asianother,Drug,10.5,3.0,28513,0.06,Adult
2017,Yolo,Female,Asianother,Drug,39.6,6.0,15155,0.41,Adult
2017,Yuba,Female,Asianother,Drug,58.6,2.0,3412,0.15,Adult
2017,Alameda,Female,Black,Drug,86.2,62.0,71949,0.24,Adult
2017,Alpine,Female,Black,Drug,,0.0,0,1.0,Adult
2017,Amador,Female,Black,Drug,5263.2,3.0,57,0.93,Adult
2017,Butte,Female,Black,Drug,99.5,1.0,1005,0.37,Adult
2017,Calaveras,Female,Black,Drug,0.0,0.0,76,0.04,Adult
2017,Colusa,Female,Black,Drug,1754.4,1.0,57,0.08,Adult
2017,Contra Costa,Female,Black,Drug,47.1,18.0,38256,0.19,Adult
2017,Del Norte,Female,Black,Drug,0.0,0.0,17,0.81,Adult
2017,El Dorado,Female,Black,Drug,0.0,0.0,372,0.38,Adult
2017,Fresno,Female,Black,Drug,25.7,4.0,15558,0.38,Adult
2017,Glenn,Female,Black,Drug,0.0,0.0,51,1.0,Adult
2017,Humboldt,Female,Black,Drug,235.8,1.0,424,0.67,Adult
2017,Imperial,Female,Black,Drug,1349.1,8.0,593,0.38,Adult
2017,Inyo,Female,Black,Drug,0.0,0.0,18,0.26,Adult
2017,Kern,Female,Black,Drug,36.4,5.0,13724,0.38,Adult
2017,Kings,Female,Black,Drug,0.0,0.0,1694,0.23,Adult
2017,Lake,Female,Black,Drug,0.0,0.0,279,0.58,Adult
2017,Lassen,Female,Black,Drug,0.0,0.0,73,0.11,Adult
2017,Los Angeles,Female,Black,Drug,86.3,264.0,305916,0.23,Adult
2017,Madera,Female,Black,Drug,0.0,0.0,2944,0.43,Adult
2017,Marin,Female,Black,Drug,59.4,1.0,1683,0.2,Adult
2017,Mariposa,Female,Black,Drug,0.0,0.0,26,0.3,Adult
2017,Mendocino,Female,Black,Drug,0.0,0.0,111,0.6,Adult
2017,Merced,Female,Black,Drug,138.3,4.0,2893,0.24,Adult
2017,Modoc,Female,Black,Drug,0.0,0.0,1,1.0,Adult
2017,Mono,Female,Black,Drug,0.0,0.0,7,0.0,Adult
2017,Monterey,Female,Black,Drug,107.9,3.0,2780,0.16,Adult
2017,Napa,Female,Black,Drug,0.0,0.0,800,0.15,Adult
2017,Nevada,Female,Black,Drug,0.0,0.0,104,0.35,Adult
2017,Orange,Female,Black,Drug,36.4,6.0,16478,0.16,Adult
2017,Placer,Female,Black,Drug,0.0,0.0,1482,0.18,Adult
2017,Plumas,Female,Black,Drug,0.0,0.0,61,0.0,Adult
2017,Riverside,Female,Black,Drug,31.0,15.0,48326,0.19,Adult
2017,Sacramento,Female,Black,Drug,58.9,31.0,52625,0.25,Adult
2017,San Benito,Female,Black,Drug,0.0,0.0,165,0.16,Adult
2017,San Bernardino,Female,Black,Drug,54.1,34.0,62843,0.25,Adult
2017,San Diego,Female,Black,Drug,60.2,30.0,49845,0.21,Adult
2017,San Francisco,Female,Black,Drug,137.1,22.0,16042,0.34,Adult
2017,San Joaquin,Female,Black,Drug,65.4,12.0,18348,0.28,Adult
2017,San Luis Obispo,Female,Black,Drug,0.0,0.0,722,0.45,Adult
2017,San Mateo,Female,Black,Drug,107.5,7.0,6511,0.15,Adult
2017,Santa Barbara,Female,Black,Drug,208.2,5.0,2401,0.27,Adult
2017,Santa Clara,Female,Black,Drug,38.0,6.0,15783,0.17,Adult
2017,Santa Cruz,Female,Black,Drug,398.4,3.0,753,0.19,Adult
2017,Shasta,Female,Black,Drug,493.8,2.0,405,0.26,Adult
2017,Sierra,Female,Black,Drug,0.0,0.0,1,1.0,Adult
2017,Siskiyou,Female,Black,Drug,606.1,1.0,165,0.61,Adult
2017,Solano,Female,Black,Drug,80.6,17.0,21102,0.2,Adult
2017,Sonoma,Female,Black,Drug,129.6,3.0,2315,0.15,Adult
2017,Stanislaus,Female,Black,Drug,282.9,13.0,4596,0.26,Adult
2017,Sutter,Female,Black,Drug,0.0,0.0,565,0.26,Adult
2017,Tehama,Female,Black,Drug,0.0,0.0,79,0.86,Adult
2017,Trinity,Female,Black,Drug,33333.3,1.0,3,0.0,Adult
2017,Tulare,Female,Black,Drug,290.2,5.0,1723,0.32,Adult
2017,Tuolumne,Female,Black,Drug,0.0,0.0,51,0.0,Adult
2017,Ventura,Female,Black,Drug,90.2,4.0,4435,0.13,Adult
2017,Yolo,Female,Black,Drug,221.5,4.0,1806,0.46,Adult
2017,Yuba,Female,Black,Drug,153.8,1.0,650,0.24,Adult
2017,Alameda,Female,Hispanic,Drug,30.5,38.0,124772,0.16,Adult
2017,Alpine,Female,Hispanic,Drug,0.0,0.0,24,0.33,Adult
2017,Amador,Female,Hispanic,Drug,87.6,1.0,1141,0.09,Adult
2017,Butte,Female,Hispanic,Drug,9.2,1.0,10880,0.29,Adult
2017,Calaveras,Female,Hispanic,Drug,0.0,0.0,1474,0.12,Adult
2017,Colusa,Female,Hispanic,Drug,27.3,1.0,3659,0.14,Adult
2017,Contra Costa,Female,Hispanic,Drug,25.9,24.0,92524,0.16,Adult
2017,Del Norte,Female,Hispanic,Drug,199.6,2.0,1002,0.29,Adult
2017,El Dorado,Female,Hispanic,Drug,77.9,6.0,7703,0.2,Adult
2017,Fresno,Female,Hispanic,Drug,18.9,30.0,159039,0.31,Adult
2017,Glenn,Female,Hispanic,Drug,30.1,1.0,3321,0.19,Adult
2017,Humboldt,Female,Hispanic,Drug,66.3,3.0,4528,0.27,Adult
2017,Imperial,Female,Hispanic,Drug,87.5,42.0,47988,0.25,Adult
2017,Inyo,Female,Hispanic,Drug,86.9,1.0,1151,0.11,Adult
2017,Kern,Female,Hispanic,Drug,31.1,42.0,135031,0.28,Adult
2017,Kings,Female,Hispanic,Drug,38.2,8.0,20957,0.26,Adult
2017,Lake,Female,Hispanic,Drug,83.3,3.0,3603,0.36,Adult
2017,Lassen,Female,Hispanic,Drug,0.0,0.0,732,0.31,Adult
2017,Los Angeles,Female,Hispanic,Drug,31.4,529.0,1682529,0.2,Adult
2017,Madera,Female,Hispanic,Drug,29.2,8.0,27424,0.27,Adult
2017,Marin,Female,Hispanic,Drug,7.6,1.0,13200,0.22,Adult
2017,Mariposa,Female,Hispanic,Drug,0.0,0.0,544,0.28,Adult
2017,Mendocino,Female,Hispanic,Drug,16.1,1.0,6229,0.31,Adult
2017,Merced,Female,Hispanic,Drug,21.2,10.0,47071,0.26,Adult
2017,Modoc,Female,Hispanic,Drug,217.9,1.0,459,0.38,Adult
2017,Mono,Female,Hispanic,Drug,0.0,0.0,1191,0.09,Adult
2017,Monterey,Female,Hispanic,Drug,35.5,27.0,76043,0.18,Adult
2017,Napa,Female,Hispanic,Drug,0.0,0.0,15112,0.1,Adult
2017,Nevada,Female,Hispanic,Drug,0.0,0.0,2869,0.21,Adult
2017,Orange,Female,Hispanic,Drug,42.2,153.0,362596,0.18,Adult
2017,Placer,Female,Hispanic,Drug,18.7,3.0,16061,0.12,Adult
2017,Plumas,Female,Hispanic,Drug,0.0,0.0,482,0.19,Adult
2017,Riverside,Female,Hispanic,Drug,18.7,67.0,357335,0.2,Adult
2017,Sacramento,Female,Hispanic,Drug,22.9,25.0,109181,0.2,Adult
2017,San Benito,Female,Hispanic,Drug,72.1,8.0,11090,0.12,Adult
2017,San Bernardino,Female,Hispanic,Drug,63.8,224.0,351143,0.21,Adult
2017,San Diego,Female,Hispanic,Drug,33.7,121.0,358848,0.19,Adult
2017,San Francisco,Female,Hispanic,Drug,0.0,0.0,44393,0.15,Adult
2017,San Joaquin,Female,Hispanic,Drug,31.5,29.0,91964,0.21,Adult
2017,San Luis Obispo,Female,Hispanic,Drug,16.0,3.0,18761,0.18,Adult
2017,San Mateo,Female,Hispanic,Drug,27.2,18.0,66256,0.13,Adult
2017,Santa Barbara,Female,Hispanic,Drug,70.4,44.0,62484,0.19,Adult
2017,Santa Clara,Female,Hispanic,Drug,21.3,36.0,168829,0.14,Adult
2017,Santa Cruz,Female,Hispanic,Drug,34.1,10.0,29346,0.21,Adult
2017,Shasta,Female,Hispanic,Drug,0.0,0.0,5102,0.32,Adult
2017,Sierra,Female,Hispanic,Drug,0.0,0.0,80,0.02,Adult
2017,Siskiyou,Female,Hispanic,Drug,198.9,3.0,1508,0.38,Adult
2017,Solano,Female,Hispanic,Drug,37.7,13.0,34500,0.14,Adult
2017,Sonoma,Female,Hispanic,Drug,29.5,12.0,40736,0.17,Adult
2017,Stanislaus,Female,Hispanic,Drug,82.7,62.0,74947,0.22,Adult
2017,Sutter,Female,Hispanic,Drug,76.9,7.0,9101,0.26,Adult
2017,Tehama,Female,Hispanic,Drug,22.3,1.0,4478,0.25,Adult
2017,Trinity,Female,Hispanic,Drug,284.9,1.0,351,0.1,Adult
2017,Tulare,Female,Hispanic,Drug,146.4,128.0,87426,0.33,Adult
2017,Tuolumne,Female,Hispanic,Drug,0.0,0.0,1518,0.2,Adult
2017,Ventura,Female,Hispanic,Drug,49.9,57.0,114318,0.15,Adult
2017,Yolo,Female,Hispanic,Drug,27.1,6.0,22163,0.2,Adult
2017,Yuba,Female,Hispanic,Drug,67.3,4.0,5945,0.18,Adult
2017,Alameda,Female,White,Drug,38.0,74.0,194791,0.08,Adult
2017,Alpine,Female,White,Drug,365.0,1.0,274,0.27,Adult
2017,Amador,Female,White,Drug,122.0,11.0,9015,0.12,Adult
2017,Butte,Female,White,Drug,66.5,37.0,55659,0.22,Adult
2017,Calaveras,Female,White,Drug,33.3,4.0,12007,0.15,Adult
2017,Colusa,Female,White,Drug,76.2,2.0,2625,0.11,Adult
2017,Contra Costa,Female,White,Drug,39.2,70.0,178591,0.07,Adult
2017,Del Norte,Female,White,Drug,200.9,11.0,5475,0.22,Adult
2017,El Dorado,Female,White,Drug,35.2,17.0,48308,0.1,Adult
2017,Fresno,Female,White,Drug,24.6,25.0,101794,0.14,Adult
2017,Glenn,Female,White,Drug,61.7,3.0,4862,0.24,Adult
2017,Humboldt,Female,White,Drug,65.9,23.0,34882,0.22,Adult
2017,Imperial,Female,White,Drug,154.3,10.0,6480,0.15,Adult
2017,Inyo,Female,White,Drug,78.3,3.0,3832,0.1,Adult
2017,Kern,Female,White,Drug,62.6,66.0,105481,0.17,Adult
2017,Kings,Female,White,Drug,83.7,12.0,14336,0.16,Adult
2017,Lake,Female,White,Drug,170.8,26.0,15226,0.22,Adult
2017,Lassen,Female,White,Drug,87.0,5.0,5744,0.13,Adult
2017,Los Angeles,Female,White,Drug,40.7,372.0,914105,0.11,Adult
2017,Madera,Female,White,Drug,10.5,2.0,19076,0.12,Adult
2017,Marin,Female,White,Drug,9.8,6.0,61221,0.06,Adult
2017,Mariposa,Female,White,Drug,20.7,1.0,4834,0.18,Adult
2017,Mendocino,Female,White,Drug,86.7,17.0,19605,0.19,Adult
2017,Merced,Female,White,Drug,37.1,10.0,26949,0.2,Adult
2017,Modoc,Female,White,Drug,43.8,1.0,2284,0.15,Adult
2017,Mono,Female,White,Drug,31.8,1.0,3148,0.14,Adult
2017,Monterey,Female,White,Drug,41.5,18.0,43366,0.09,Adult
2017,Napa,Female,White,Drug,35.3,9.0,25476,0.07,Adult
2017,Nevada,Female,White,Drug,39.9,11.0,27586,0.14,Adult
2017,Orange,Female,White,Drug,42.6,192.0,450657,0.08,Adult
2017,Placer,Female,White,Drug,55.3,53.0,95770,0.08,Adult
2017,Plumas,Female,White,Drug,224.8,11.0,4894,0.18,Adult
2017,Riverside,Female,White,Drug,33.3,96.0,288186,0.11,Adult
2017,Sacramento,Female,White,Drug,34.3,85.0,247820,0.14,Adult
2017,San Benito,Female,White,Drug,89.7,7.0,7807,0.08,Adult
2017,San Bernardino,Female,White,Drug,87.4,199.0,227685,0.14,Adult
2017,San Diego,Female,White,Drug,43.4,217.0,500534,0.11,Adult
2017,San Francisco,Female,White,Drug,25.6,35.0,136787,0.08,Adult
2017,San Joaquin,Female,White,Drug,45.8,39.0,85228,0.13,Adult
2017,San Luis Obispo,Female,White,Drug,32.5,21.0,64603,0.17,Adult
2017,San Mateo,Female,White,Drug,17.5,18.0,103141,0.05,Adult
2017,Santa Barbara,Female,White,Drug,122.0,84.0,68857,0.14,Adult
2017,Santa Clara,Female,White,Drug,22.9,49.0,213712,0.07,Adult
2017,Santa Cruz,Female,White,Drug,56.1,31.0,55217,0.15,Adult
2017,Shasta,Female,White,Drug,58.6,28.0,47811,0.18,Adult
2017,Sierra,Female,White,Drug,223.0,2.0,897,0.17,Adult
2017,Siskiyou,Female,White,Drug,117.7,13.0,11043,0.21,Adult
2017,Solano,Female,White,Drug,74.3,43.0,57912,0.09,Adult
2017,Sonoma,Female,White,Drug,19.4,22.0,113295,0.11,Adult
2017,Stanislaus,Female,White,Drug,205.8,170.0,82605,0.14,Adult
2017,Sutter,Female,White,Drug,43.9,7.0,15963,0.12,Adult
2017,Tehama,Female,White,Drug,83.3,12.0,14404,0.19,Adult
2017,Trinity,Female,White,Drug,142.1,5.0,3519,0.2,Adult
2017,Tulare,Female,White,Drug,192.2,90.0,46817,0.15,Adult
2017,Tuolumne,Female,White,Drug,264.9,36.0,13592,0.17,Adult
2017,Ventura,Female,White,Drug,54.3,73.0,134450,0.07,Adult
2017,Yolo,Female,White,Drug,21.2,8.0,37733,0.2,Adult
2017,Yuba,Female,White,Drug,111.5,16.0,14355,0.2,Adult
2018,Alameda,Female,Asianother,Drug,9.5,18.0,189221,0.09,Adult
2018,Alpine,Female,Asianother,Drug,0.0,0.0,84,1.0,Adult
2018,Amador,Female,Asianother,Drug,145.8,1.0,686,0.09,Adult
2018,Butte,Female,Asianother,Drug,81.9,6.0,7322,0.31,Adult
2018,Calaveras,Female,Asianother,Drug,452.5,4.0,884,0.12,Adult
2018,Colusa,Female,Asianother,Drug,0.0,0.0,347,0.16,Adult
2018,Contra Costa,Female,Asianother,Drug,8.7,7.0,80787,0.06,Adult
2018,Del Norte,Female,Asianother,Drug,81.8,1.0,1222,0.52,Adult
2018,El Dorado,Female,Asianother,Drug,0.0,0.0,5028,0.04,Adult
2018,Fresno,Female,Asianother,Drug,7.6,3.0,39723,0.2,Adult
2018,Glenn,Female,Asianother,Drug,0.0,0.0,599,0.24,Adult
2018,Humboldt,Female,Asianother,Drug,90.3,5.0,5536,0.33,Adult
2018,Imperial,Female,Asianother,Drug,180.0,3.0,1667,0.13,Adult
2018,Inyo,Female,Asianother,Drug,338.2,3.0,887,0.04,Adult
2018,Kern,Female,Asianother,Drug,63.7,13.0,20405,0.13,Adult
2018,Kings,Female,Asianother,Drug,31.1,1.0,3216,0.11,Adult
2018,Lake,Female,Asianother,Drug,65.3,1.0,1531,0.28,Adult
2018,Lassen,Female,Asianother,Drug,0.0,0.0,622,0.0,Adult
2018,Los Angeles,Female,Asianother,Drug,7.9,47.0,592298,0.12,Adult
2018,Madera,Female,Asianother,Drug,0.0,0.0,2407,0.14,Adult
2018,Marin,Female,Asianother,Drug,0.0,0.0,8865,0.09,Adult
2018,Mariposa,Female,Asianother,Drug,0.0,0.0,412,0.0,Adult
2018,Mendocino,Female,Asianother,Drug,0.0,0.0,2743,0.21,Adult
2018,Merced,Female,Asianother,Drug,11.3,1.0,8856,0.23,Adult
2018,Modoc,Female,Asianother,Drug,0.0,0.0,217,1.0,Adult
2018,Mono,Female,Asianother,Drug,0.0,0.0,260,0.0,Adult
2018,Monterey,Female,Asianother,Drug,15.3,2.0,13047,0.11,Adult
2018,Napa,Female,Asianother,Drug,0.0,0.0,4973,0.05,Adult
2018,Nevada,Female,Asianother,Drug,58.9,1.0,1697,0.06,Adult
2018,Orange,Female,Asianother,Drug,7.1,17.0,238720,0.12,Adult
2018,Placer,Female,Asianother,Drug,7.0,1.0,14202,0.07,Adult
2018,Plumas,Female,Asianother,Drug,0.0,0.0,409,0.82,Adult
2018,Riverside,Female,Asianother,Drug,19.9,15.0,75500,0.11,Adult
2018,Sacramento,Female,Asianother,Drug,68.1,73.0,107232,0.15,Adult
2018,San Benito,Female,Asianother,Drug,0.0,0.0,1126,0.0,Adult
2018,San Bernardino,Female,Asianother,Drug,22.2,15.0,67582,0.11,Adult
2018,San Diego,Female,Asianother,Drug,16.3,28.0,171735,0.11,Adult
2018,San Francisco,Female,Asianother,Drug,5.0,6.0,119793,0.1,Adult
2018,San Joaquin,Female,Asianother,Drug,2.1,1.0,47041,0.14,Adult
2018,San Luis Obispo,Female,Asianother,Drug,16.7,1.0,5988,0.18,Adult
2018,San Mateo,Female,Asianother,Drug,2.4,2.0,84974,0.05,Adult
2018,Santa Barbara,Female,Asianother,Drug,8.0,1.0,12569,0.2,Adult
2018,Santa Clara,Female,Asianother,Drug,6.5,16.0,245057,0.07,Adult
2018,Santa Cruz,Female,Asianother,Drug,0.0,0.0,7817,0.21,Adult
2018,Shasta,Female,Asianother,Drug,38.1,2.0,5252,0.18,Adult
2018,Sierra,Female,Asianother,Drug,0.0,0.0,35,,Adult
2018,Siskiyou,Female,Asianother,Drug,215.8,3.0,1390,0.21,Adult
2018,Solano,Female,Asianother,Drug,15.9,5.0,31471,0.06,Adult
2018,Sonoma,Female,Asianother,Drug,35.7,5.0,14015,0.1,Adult
2018,Stanislaus,Female,Asianother,Drug,18.3,3.0,16371,0.18,Adult
2018,Sutter,Female,Asianother,Drug,0.0,0.0,6303,0.15,Adult
2018,Tehama,Female,Asianother,Drug,77.3,1.0,1294,0.25,Adult
2018,Trinity,Female,Asianother,Drug,235.8,1.0,424,0.65,Adult
2018,Tulare,Female,Asianother,Drug,60.0,5.0,8329,0.21,Adult
2018,Tuolumne,Female,Asianother,Drug,99.0,1.0,1010,0.02,Adult
2018,Ventura,Female,Asianother,Drug,10.5,3.0,28488,0.06,Adult
2018,Yolo,Female,Asianother,Drug,6.5,1.0,15447,0.4,Adult
2018,Yuba,Female,Asianother,Drug,28.7,1.0,3488,0.11,Adult
2018,Alameda,Female,Black,Drug,47.4,34.0,71748,0.22,Adult
2018,Alpine,Female,Black,Drug,,0.0,0,1.0,Adult
2018,Amador,Female,Black,Drug,0.0,0.0,32,0.83,Adult
2018,Butte,Female,Black,Drug,97.6,1.0,1025,0.49,Adult
2018,Calaveras,Female,Black,Drug,0.0,0.0,76,1.0,Adult
2018,Colusa,Female,Black,Drug,0.0,0.0,54,0.05,Adult
2018,Contra Costa,Female,Black,Drug,41.7,16.0,38403,0.17,Adult
2018,Del Norte,Female,Black,Drug,5555.6,1.0,18,0.64,Adult
2018,El Dorado,Female,Black,Drug,524.9,2.0,381,0.14,Adult
2018,Fresno,Female,Black,Drug,19.2,3.0,15653,0.35,Adult
2018,Glenn,Female,Black,Drug,0.0,0.0,55,1.0,Adult
2018,Humboldt,Female,Black,Drug,0.0,0.0,442,0.58,Adult
2018,Imperial,Female,Black,Drug,0.0,0.0,586,0.61,Adult
2018,Inyo,Female,Black,Drug,0.0,0.0,17,0.33,Adult
2018,Kern,Female,Black,Drug,57.9,8.0,13823,0.35,Adult
2018,Kings,Female,Black,Drug,116.3,2.0,1720,0.25,Adult
2018,Lake,Female,Black,Drug,0.0,0.0,273,0.59,Adult
2018,Lassen,Female,Black,Drug,0.0,0.0,73,0.33,Adult
2018,Los Angeles,Female,Black,Drug,63.9,194.0,303718,0.22,Adult
2018,Madera,Female,Black,Drug,34.6,1.0,2891,0.36,Adult
2018,Marin,Female,Black,Drug,0.0,0.0,1654,0.22,Adult
2018,Mariposa,Female,Black,Drug,0.0,0.0,30,0.33,Adult
2018,Mendocino,Female,Black,Drug,1020.4,1.0,98,0.76,Adult
2018,Merced,Female,Black,Drug,0.0,0.0,2916,0.31,Adult
2018,Modoc,Female,Black,Drug,0.0,0.0,5,0.05,Adult
2018,Mono,Female,Black,Drug,0.0,0.0,6,0.0,Adult
2018,Monterey,Female,Black,Drug,71.9,2.0,2780,0.12,Adult
2018,Napa,Female,Black,Drug,125.9,1.0,794,0.19,Adult
2018,Nevada,Female,Black,Drug,0.0,0.0,105,0.24,Adult
2018,Orange,Female,Black,Drug,42.4,7.0,16495,0.15,Adult
2018,Placer,Female,Black,Drug,202.0,3.0,1485,0.11,Adult
2018,Plumas,Female,Black,Drug,0.0,0.0,69,0.0,Adult
2018,Riverside,Female,Black,Drug,34.8,17.0,48863,0.18,Adult
2018,Sacramento,Female,Black,Drug,63.9,34.0,53199,0.23,Adult
2018,San Benito,Female,Black,Drug,0.0,0.0,169,0.15,Adult
2018,San Bernardino,Female,Black,Drug,60.1,38.0,63178,0.23,Adult
2018,San Diego,Female,Black,Drug,74.0,37.0,49999,0.21,Adult
2018,San Francisco,Female,Black,Drug,187.2,30.0,16025,0.33,Adult
2018,San Joaquin,Female,Black,Drug,43.1,8.0,18576,0.27,Adult
2018,San Luis Obispo,Female,Black,Drug,0.0,0.0,723,0.29,Adult
2018,San Mateo,Female,Black,Drug,61.6,4.0,6492,0.14,Adult
2018,Santa Barbara,Female,Black,Drug,41.5,1.0,2408,0.31,Adult
2018,Santa Clara,Female,Black,Drug,76.2,12.0,15738,0.14,Adult
2018,Santa Cruz,Female,Black,Drug,0.0,0.0,756,0.17,Adult
2018,Shasta,Female,Black,Drug,0.0,0.0,407,0.2,Adult
2018,Sierra,Female,Black,Drug,0.0,0.0,1,1.0,Adult
2018,Siskiyou,Female,Black,Drug,1470.6,2.0,136,0.4,Adult
2018,Solano,Female,Black,Drug,94.5,20.0,21154,0.2,Adult
2018,Sonoma,Female,Black,Drug,216.8,5.0,2306,0.14,Adult
2018,Stanislaus,Female,Black,Drug,153.2,7.0,4568,0.21,Adult
2018,Sutter,Female,Black,Drug,0.0,0.0,563,0.26,Adult
2018,Tehama,Female,Black,Drug,0.0,0.0,75,0.32,Adult
2018,Trinity,Female,Black,Drug,,0.0,0,0.0,Adult
2018,Tulare,Female,Black,Drug,171.6,3.0,1748,0.32,Adult
2018,Tuolumne,Female,Black,Drug,0.0,0.0,54,0.0,Adult
2018,Ventura,Female,Black,Drug,136.8,6.0,4385,0.12,Adult
2018,Yolo,Female,Black,Drug,55.3,1.0,1807,0.45,Adult
2018,Yuba,Female,Black,Drug,0.0,0.0,665,0.18,Adult
2018,Alameda,Female,Hispanic,Drug,16.6,21.0,126545,0.15,Adult
2018,Alpine,Female,Hispanic,Drug,0.0,0.0,26,0.42,Adult
2018,Amador,Female,Hispanic,Drug,0.0,0.0,1171,0.08,Adult
2018,Butte,Female,Hispanic,Drug,45.2,5.0,11064,0.29,Adult
2018,Calaveras,Female,Hispanic,Drug,0.0,0.0,1522,0.08,Adult
2018,Colusa,Female,Hispanic,Drug,0.0,0.0,3687,0.14,Adult
2018,Contra Costa,Female,Hispanic,Drug,16.0,15.0,93761,0.14,Adult
2018,Del Norte,Female,Hispanic,Drug,194.7,2.0,1027,0.26,Adult
2018,El Dorado,Female,Hispanic,Drug,25.3,2.0,7917,0.17,Adult
2018,Fresno,Female,Hispanic,Drug,22.8,37.0,162324,0.3,Adult
2018,Glenn,Female,Hispanic,Drug,87.9,3.0,3414,0.21,Adult
2018,Humboldt,Female,Hispanic,Drug,0.0,0.0,4605,0.26,Adult
2018,Imperial,Female,Hispanic,Drug,47.6,23.0,48332,0.25,Adult
2018,Inyo,Female,Hispanic,Drug,0.0,0.0,1171,0.22,Adult
2018,Kern,Female,Hispanic,Drug,30.4,42.0,138335,0.27,Adult
2018,Kings,Female,Hispanic,Drug,37.8,8.0,21191,0.26,Adult
2018,Lake,Female,Hispanic,Drug,163.4,6.0,3671,0.32,Adult
