Year,County,Gender,Race,Offense_category,Arrest_rate,Total_Arrests,Population,Poverty_Rate,Age
2017,San Francis,Female,White,Status,0.0,0.0,6943,0.03,Juvenile
2017,San Joaquin,Female,White,Status,9.6,1.0,10419,0.1,Juvenile
2017,San Luis Ob,Female,White,Status,101.24,7.0,6914,0.1,Juvenile
2017,San Mateo,Female,White,Status,25.85,3.0,11607,0.04,Juvenile
2017,Santa Barba,Female,White,Status,85.94,6.0,6982,0.1,Juvenile
2017,Santa Clara,Female,White,Status,4.21,1.0,23735,0.05,Juvenile
2017,Santa Cruz,Female,White,Status,17.94,1.0,5574,0.08,Juvenile
2017,Shasta,Female,White,Status,911.13,57.0,6256,0.14,Juvenile
2017,Sierra,Female,White,Status,0.0,0.0,85,0.18,Juvenile
2017,Siskiyou,Female,White,Status,0.0,0.0,1299,0.09,Juvenile
2017,Solano,Female,White,Status,0.0,0.0,6406,0.09,Juvenile
2017,Sonoma,Female,White,Status,9.08,1.0,11019,0.06,Juvenile
2017,Stanislaus,Female,White,Status,0.0,0.0,10406,0.12,Juvenile
2017,Sutter,Female,White,Status,44.64,1.0,2240,0.06,Juvenile
2017,Tehama,Female,White,Status,103.9,2.0,1925,0.18,Juvenile
2017,Trinity,Female,White,Status,0.0,0.0,343,0.13,Juvenile
2017,Tulare,Female,White,Status,299.07,19.0,6353,0.11,Juvenile
2017,Tuolumne,Female,White,Status,606.47,9.0,1484,0.08,Juvenile
2017,Ventura,Female,White,Status,599.64,94.0,15676,0.05,Juvenile
2017,Yolo,Female,White,Status,22.54,1.0,4437,0.07,Juvenile
2017,Yuba,Female,White,Status,0.0,0.0,1945,0.12,Juvenile
2017,Alameda,Female,Asianother,Violent,23.66,6.0,25363,0.07,Juvenile
2017,Alpine,Female,Asianother,Violent,0.0,0.0,21,0.0,Juvenile
2017,Amador,Female,Asianother,Violent,0.0,0.0,111,0.0,Juvenile
2017,Butte,Female,Asianother,Violent,0.0,0.0,1348,0.15,Juvenile
2017,Calaveras,Female,Asianother,Violent,840.34,1.0,119,0.0,Juvenile
2017,Colusa,Female,Asianother,Violent,0.0,0.0,61,0.0,Juvenile
2017,Contra Cost,Female,Asianother,Violent,23.96,3.0,12520,0.04,Juvenile
2017,Del Norte,Female,Asianother,Violent,377.36,1.0,265,0.37,Juvenile
2017,El Dorado,Female,Asianother,Violent,0.0,0.0,891,0.0,Juvenile
2017,Fresno,Female,Asianother,Violent,26.54,2.0,7536,0.24,Juvenile
2017,Glenn,Female,Asianother,Violent,0.0,0.0,117,0.09,Juvenile
2017,Humboldt,Female,Asianother,Violent,0.0,0.0,1193,0.32,Juvenile
2017,Imperial,Female,Asianother,Violent,294.12,1.0,340,0.16,Juvenile
2017,Inyo,Female,Asianother,Violent,699.3,1.0,143,0.0,Juvenile
2017,Kern,Female,Asianother,Violent,57.69,2.0,3467,0.14,Juvenile
2017,Kings,Female,Asianother,Violent,133.51,1.0,749,0.06,Juvenile
2017,Lake,Female,Asianother,Violent,0.0,0.0,316,0.46,Juvenile
2017,Lassen,Female,Asianother,Violent,0.0,0.0,110,0.0,Juvenile
2017,Los Angeles,Female,Asianother,Violent,12.54,8.0,63772,0.11,Juvenile
2017,Madera,Female,Asianother,Violent,0.0,0.0,393,0.0,Juvenile
2017,Marin,Female,Asianother,Violent,0.0,0.0,1577,0.0,Juvenile
2017,Mariposa,Female,Asianother,Violent,0.0,0.0,44,0.0,Juvenile
2017,Mendocino,Female,Asianother,Violent,399.2,2.0,501,0.14,Juvenile
2017,Merced,Female,Asianother,Violent,0.0,0.0,1720,0.18,Juvenile
2017,Modoc,Female,Asianother,Violent,0.0,0.0,36,0.0,Juvenile
2017,Mono,Female,Asianother,Violent,0.0,0.0,35,0.0,Juvenile
2017,Monterey,Female,Asianother,Violent,0.0,0.0,1835,0.1,Juvenile
2017,Napa,Female,Asianother,Violent,0.0,0.0,781,0.07,Juvenile
2017,Nevada,Female,Asianother,Violent,0.0,0.0,250,0.0,Juvenile
2017,Orange,Female,Asianother,Violent,15.07,5.0,33178,0.12,Juvenile
2017,Placer,Female,Asianother,Violent,40.1,1.0,2494,0.03,Juvenile
2017,Plumas,Female,Asianother,Violent,0.0,0.0,65,0.0,Juvenile
2017,Riverside,Female,Asianother,Violent,0.0,0.0,12149,0.1,Juvenile
2017,Sacramento,Female,Asianother,Violent,21.9,4.0,18266,0.16,Juvenile
2017,San Benito,Female,Asianother,Violent,0.0,0.0,145,0.0,Juvenile
2017,San Bernard,Female,Asianother,Violent,9.48,1.0,10545,0.13,Juvenile
2017,San Diego,Female,Asianother,Violent,30.4,8.0,26313,0.08,Juvenile
2017,San Francis,Female,Asianother,Violent,10.69,1.04,9772,0.13,Juvenile
2017,San Joaquin,Female,Asianother,Violent,34.7,3.0,8646,0.17,Juvenile
2017,San Luis Ob,Female,Asianother,Violent,227.01,2.0,881,0.18,Juvenile
2017,San Mateo,Female,Asianother,Violent,47.81,5.0,10457,0.06,Juvenile
2017,Santa Barba,Female,Asianother,Violent,0.0,0.0,1654,0.11,Juvenile
2017,Santa Clara,Female,Asianother,Violent,22.01,8.0,36345,0.07,Juvenile
2017,Santa Cruz,Female,Asianother,Violent,0.0,0.0,1046,0.04,Juvenile
2017,Shasta,Female,Asianother,Violent,0.0,0.0,1016,0.31,Juvenile
2017,Sierra,Female,Asianother,Violent,0.0,0.0,4,0.0,Juvenile
2017,Siskiyou,Female,Asianother,Violent,0.0,0.0,301,0.0,Juvenile
2017,Solano,Female,Asianother,Violent,40.01,2.0,4999,0.09,Juvenile
2017,Sonoma,Female,Asianother,Violent,44.29,1.0,2258,0.03,Juvenile
2017,Stanislaus,Female,Asianother,Violent,37.01,1.0,2702,0.17,Juvenile
2017,Sutter,Female,Asianother,Violent,0.0,0.0,1098,0.13,Juvenile
2017,Tehama,Female,Asianother,Violent,0.0,0.0,243,0.0,Juvenile
2017,Trinity,Female,Asianother,Violent,0.0,0.0,60,0.0,Juvenile
2017,Tulare,Female,Asianother,Violent,0.0,0.0,1597,0.08,Juvenile
2017,Tuolumne,Female,Asianother,Violent,0.0,0.0,147,0.0,Juvenile
2017,Ventura,Female,Asianother,Violent,0.0,0.0,4473,0.04,Juvenile
2017,Yolo,Female,Asianother,Violent,0.0,0.0,2220,0.14,Juvenile
2017,Yuba,Female,Asianother,Violent,0.0,0.0,732,0.23,Juvenile
2017,Alameda,Female,Black,Violent,581.27,53.0,9118,0.25,Juvenile
2017,Alpine,Female,Black,Violent,,0.0,0,0.0,Juvenile
2017,Amador,Female,Black,Violent,0.0,0.0,4,0.0,Juvenile
2017,Butte,Female,Black,Violent,0.0,0.0,173,0.02,Juvenile
2017,Calaveras,Female,Black,Violent,0.0,0.0,8,0.0,Juvenile
2017,Colusa,Female,Black,Violent,0.0,0.0,3,0.0,Juvenile
2017,Contra Cost,Female,Black,Violent,569.75,31.0,5441,0.26,Juvenile
2017,Del Norte,Female,Black,Violent,0.0,0.0,4,0.0,Juvenile
2017,El Dorado,Female,Black,Violent,0.0,0.0,64,0.25,Juvenile
2017,Fresno,Female,Black,Violent,641.25,18.0,2807,0.32,Juvenile
2017,Glenn,Female,Black,Violent,0.0,0.0,11,0.0,Juvenile
2017,Humboldt,Female,Black,Violent,0.0,0.0,64,0.48,Juvenile
2017,Imperial,Female,Black,Violent,0.0,0.0,103,0.29,Juvenile
2017,Inyo,Female,Black,Violent,0.0,0.0,4,0.0,Juvenile
2017,Kern,Female,Black,Violent,572.04,16.0,2797,0.31,Juvenile
2017,Kings,Female,Black,Violent,691.24,3.0,434,0.19,Juvenile
2017,Lake,Female,Black,Violent,0.0,0.0,31,0.22,Juvenile
2017,Lassen,Female,Black,Violent,0.0,0.0,12,0.0,Juvenile
2017,Los Angeles,Female,Black,Violent,391.44,152.0,38831,0.23,Juvenile
2017,Madera,Female,Black,Violent,0.0,0.0,173,0.5,Juvenile
2017,Marin,Female,Black,Violent,1149.43,3.0,261,0.17,Juvenile
2017,Mariposa,Female,Black,Violent,0.0,0.0,4,0.5,Juvenile
2017,Mendocino,Female,Black,Violent,0.0,0.0,25,0.5,Juvenile
2017,Merced,Female,Black,Violent,557.62,3.0,538,0.28,Juvenile
2017,Modoc,Female,Black,Violent,0.0,0.0,1,0.0,Juvenile
2017,Mono,Female,Black,Violent,0.0,0.0,2,0.0,Juvenile
2017,Monterey,Female,Black,Violent,0.0,0.0,375,0.12,Juvenile
2017,Napa,Female,Black,Violent,952.38,1.0,105,0.15,Juvenile
2017,Nevada,Female,Black,Violent,17647.06,3.0,17,0.0,Juvenile
2017,Orange,Female,Black,Violent,455.37,10.0,2196,0.15,Juvenile
2017,Placer,Female,Black,Violent,862.07,2.0,232,0.05,Juvenile
2017,Plumas,Female,Black,Violent,0.0,0.0,12,0.0,Juvenile
2017,Riverside,Female,Black,Violent,141.03,11.0,7800,0.2,Juvenile
2017,Sacramento,Female,Black,Violent,534.01,46.0,8614,0.23,Juvenile
2017,San Benito,Female,Black,Violent,0.0,0.0,19,0.0,Juvenile
2017,San Bernard,Female,Black,Violent,501.53,54.0,10767,0.27,Juvenile
2017,San Diego,Female,Black,Violent,301.55,24.0,7959,0.19,Juvenile
2017,San Francis,Female,Black,Violent,480.91,8.36,1738,0.3,Juvenile
2017,San Joaquin,Female,Black,Violent,644.59,22.0,3413,0.25,Juvenile
2017,San Luis Ob,Female,Black,Violent,0.0,0.0,106,0.19,Juvenile
2017,San Mateo,Female,Black,Violent,696.38,5.0,718,0.22,Juvenile
2017,Santa Barba,Female,Black,Violent,709.22,2.0,282,0.25,Juvenile
2017,Santa Clara,Female,Black,Violent,256.28,5.0,1951,0.17,Juvenile
2017,Santa Cruz,Female,Black,Violent,1063.83,1.0,94,0.22,Juvenile
2017,Shasta,Female,Black,Violent,1063.83,1.0,94,0.0,Juvenile
2017,Sierra,Female,Black,Violent,,0.0,0,0.0,Juvenile
2017,Siskiyou,Female,Black,Violent,4347.83,1.0,23,0.04,Juvenile
2017,Solano,Female,Black,Violent,541.4,17.0,3140,0.22,Juvenile
2017,Sonoma,Female,Black,Violent,653.59,2.0,306,0.0,Juvenile
2017,Stanislaus,Female,Black,Violent,365.85,3.0,820,0.09,Juvenile
2017,Sutter,Female,Black,Violent,1052.63,1.0,95,0.3,Juvenile
2017,Tehama,Female,Black,Violent,0.0,0.0,30,0.0,Juvenile
2017,Trinity,Female,Black,Violent,0.0,0.0,1,0.0,Juvenile
2017,Tulare,Female,Black,Violent,903.61,3.0,332,0.34,Juvenile
2017,Tuolumne,Female,Black,Violent,0.0,0.0,9,0.0,Juvenile
2017,Ventura,Female,Black,Violent,888.1,5.0,563,0.22,Juvenile
2017,Yolo,Female,Black,Violent,1879.7,5.0,266,0.28,Juvenile
2017,Yuba,Female,Black,Violent,0.0,0.0,137,0.47,Juvenile
2017,Alameda,Female,Hispanic,Violent,32.8,8.0,24387,0.12,Juvenile
2017,Alpine,Female,Hispanic,Violent,0.0,0.0,9,0.33,Juvenile
2017,Amador,Female,Hispanic,Violent,0.0,0.0,246,0.09,Juvenile
2017,Butte,Female,Hispanic,Violent,80.78,2.0,2476,0.23,Juvenile
2017,Calaveras,Female,Hispanic,Violent,0.0,0.0,326,0.23,Juvenile
2017,Colusa,Female,Hispanic,Violent,0.0,0.0,919,0.17,Juvenile
2017,Contra Cost,Female,Hispanic,Violent,25.29,5.0,19767,0.15,Juvenile
2017,Del Norte,Female,Hispanic,Violent,0.0,0.0,297,0.29,Juvenile
2017,El Dorado,Female,Hispanic,Violent,157.23,3.0,1908,0.15,Juvenile
2017,Fresno,Female,Hispanic,Violent,85.15,32.0,37579,0.27,Juvenile
2017,Glenn,Female,Hispanic,Violent,121.07,1.0,826,0.24,Juvenile
2017,Humboldt,Female,Hispanic,Violent,97.28,1.0,1028,0.17,Juvenile
2017,Imperial,Female,Hispanic,Violent,30.55,3.0,9821,0.22,Juvenile
2017,Inyo,Female,Hispanic,Violent,0.0,0.0,306,0.06,Juvenile
2017,Kern,Female,Hispanic,Violent,26.53,9.0,33925,0.24,Juvenile
2017,Kings,Female,Hispanic,Violent,113.49,7.0,6168,0.23,Juvenile
2017,Lake,Female,Hispanic,Violent,111.61,1.0,896,0.25,Juvenile
2017,Lassen,Female,Hispanic,Violent,0.0,0.0,167,0.17,Juvenile
2017,Los Angeles,Female,Hispanic,Violent,54.64,171.0,312972,0.23,Juvenile
2017,Madera,Female,Hispanic,Violent,15.26,1.0,6552,0.26,Juvenile
2017,Marin,Female,Hispanic,Violent,213.37,6.0,2812,0.23,Juvenile
2017,Mariposa,Female,Hispanic,Violent,0.0,0.0,105,0.28,Juvenile
2017,Mendocino,Female,Hispanic,Violent,0.0,0.0,1580,0.28,Juvenile
2017,Merced,Female,Hispanic,Violent,82.2,10.0,12166,0.24,Juvenile
2017,Modoc,Female,Hispanic,Violent,0.0,0.0,112,0.34,Juvenile
2017,Mono,Female,Hispanic,Violent,0.0,0.0,321,0.2,Juvenile
2017,Monterey,Female,Hispanic,Violent,72.61,13.0,17903,0.19,Juvenile
2017,Napa,Female,Hispanic,Violent,29.17,1.0,3428,0.1,Juvenile
2017,Nevada,Female,Hispanic,Violent,165.56,1.0,604,0.29,Juvenile
2017,Orange,Female,Hispanic,Violent,56.42,43.0,76215,0.19,Juvenile
2017,Placer,Female,Hispanic,Violent,53.43,2.0,3743,0.13,Juvenile
2017,Plumas,Female,Hispanic,Violent,0.0,0.0,113,0.0,Juvenile
2017,Riverside,Female,Hispanic,Violent,16.98,14.0,82467,0.2,Juvenile
2017,Sacramento,Female,Hispanic,Violent,20.11,5.0,24869,0.18,Juvenile
2017,San Benito,Female,Hispanic,Violent,0.0,0.0,2375,0.12,Juvenile
2017,San Bernard,Female,Hispanic,Violent,73.09,58.0,79359,0.21,Juvenile
2017,San Diego,Female,Hispanic,Violent,81.91,61.0,74469,0.18,Juvenile
2017,San Francis,Female,Hispanic,Violent,27.94,1.46,5236,0.16,Juvenile
2017,San Joaquin,Female,Hispanic,Violent,61.86,14.0,22631,0.19,Juvenile
2017,San Luis Ob,Female,Hispanic,Violent,47.13,2.0,4244,0.14,Juvenile
2017,San Mateo,Female,Hispanic,Violent,66.36,8.0,12055,0.16,Juvenile
2017,Santa Barba,Female,Hispanic,Violent,96.44,13.0,13480,0.18,Juvenile
2017,Santa Clara,Female,Hispanic,Violent,126.47,45.0,35582,0.15,Juvenile
2017,Santa Cruz,Female,Hispanic,Violent,76.07,5.0,6573,0.19,Juvenile
2017,Shasta,Female,Hispanic,Violent,0.0,0.0,1209,0.29,Juvenile
2017,Sierra,Female,Hispanic,Violent,0.0,0.0,14,0.0,Juvenile
2017,Siskiyou,Female,Hispanic,Violent,299.4,1.0,334,0.32,Juvenile
2017,Solano,Female,Hispanic,Violent,12.52,1.0,7987,0.18,Juvenile
2017,Sonoma,Female,Hispanic,Violent,84.68,8.0,9447,0.16,Juvenile
2017,Stanislaus,Female,Hispanic,Violent,115.16,21.0,18235,0.2,Juvenile
2017,Sutter,Female,Hispanic,Violent,130.55,3.0,2298,0.15,Juvenile
2017,Tehama,Female,Hispanic,Violent,0.0,0.0,1191,0.27,Juvenile
2017,Trinity,Female,Hispanic,Violent,0.0,0.0,71,0.06,Juvenile
2017,Tulare,Female,Hispanic,Violent,55.63,13.0,23367,0.27,Juvenile
2017,Tuolumne,Female,Hispanic,Violent,0.0,0.0,321,0.0,Juvenile
2017,Ventura,Female,Hispanic,Violent,70.49,17.0,24116,0.15,Juvenile
2017,Yolo,Female,Hispanic,Violent,80.84,4.0,4948,0.12,Juvenile
2017,Yuba,Female,Hispanic,Violent,125.71,2.0,1591,0.24,Juvenile
2017,Alameda,Female,White,Violent,17.11,3.0,17535,0.05,Juvenile
2017,Alpine,Female,White,Violent,0.0,0.0,37,0.0,Juvenile
2017,Amador,Female,White,Violent,106.04,1.0,943,0.09,Juvenile
2017,Butte,Female,White,Violent,90.32,6.0,6643,0.15,Juvenile
2017,Calaveras,Female,White,Violent,149.7,2.0,1336,0.19,Juvenile
2017,Colusa,Female,White,Violent,0.0,0.0,324,0.16,Juvenile
2017,Contra Cost,Female,White,Violent,28.86,6.0,20793,0.04,Juvenile
2017,Del Norte,Female,White,Violent,150.6,1.0,664,0.3,Juvenile
2017,El Dorado,Female,White,Violent,90.54,6.0,6627,0.11,Juvenile
2017,Fresno,Female,White,Violent,16.67,2.0,11996,0.14,Juvenile
2017,Glenn,Female,White,Violent,284.9,2.0,702,0.08,Juvenile
2017,Humboldt,Female,White,Violent,101.96,4.0,3923,0.14,Juvenile
2017,Imperial,Female,White,Violent,0.0,0.0,894,0.14,Juvenile
2017,Inyo,Female,White,Violent,0.0,0.0,338,0.11,Juvenile
2017,Kern,Female,White,Violent,34.93,5.0,14316,0.13,Juvenile
2017,Kings,Female,White,Violent,236.59,6.0,2536,0.2,Juvenile
2017,Lake,Female,White,Violent,60.42,1.0,1655,0.15,Juvenile
2017,Lassen,Female,White,Violent,0.0,0.0,694,0.11,Juvenile
2017,Los Angeles,Female,White,Violent,23.28,20.0,85898,0.09,Juvenile
2017,Madera,Female,White,Violent,0.0,0.0,2201,0.08,Juvenile
2017,Marin,Female,White,Violent,35.35,3.0,8487,0.03,Juvenile
2017,Mariposa,Female,White,Violent,0.0,0.0,491,0.14,Juvenile
2017,Mendocino,Female,White,Violent,99.55,2.0,2009,0.15,Juvenile
2017,Merced,Female,White,Violent,82.76,3.0,3625,0.18,Juvenile
2017,Modoc,Female,White,Violent,0.0,0.0,281,0.2,Juvenile
2017,Mono,Female,White,Violent,0.0,0.0,268,0.04,Juvenile
2017,Monterey,Female,White,Violent,69.49,3.0,4317,0.08,Juvenile
2017,Napa,Female,White,Violent,37.72,1.0,2651,0.06,Juvenile
2017,Nevada,Female,White,Violent,101.69,3.0,2950,0.11,Juvenile
2017,Orange,Female,White,Violent,19.32,10.0,51772,0.07,Juvenile
2017,Placer,Female,White,Violent,16.23,2.0,12323,0.06,Juvenile
2017,Plumas,Female,White,Violent,0.0,0.0,546,0.11,Juvenile
2017,Riverside,Female,White,Violent,5.7,2.0,35100,0.09,Juvenile
2017,Sacramento,Female,White,Violent,42.79,12.0,28044,0.11,Juvenile
2017,San Benito,Female,White,Violent,0.0,0.0,856,0.09,Juvenile
2017,San Bernard,Female,White,Violent,80.29,22.0,27399,0.12,Juvenile
2017,San Diego,Female,White,Violent,73.68,42.0,57006,0.09,Juvenile
2017,San Francis,Female,White,Violent,0.0,0.0,6943,0.03,Juvenile
2017,San Joaquin,Female,White,Violent,95.98,10.0,10419,0.1,Juvenile
2017,San Luis Ob,Female,White,Violent,43.39,3.0,6914,0.1,Juvenile
2017,San Mateo,Female,White,Violent,8.62,1.0,11607,0.04,Juvenile
2017,Santa Barba,Female,White,Violent,85.94,6.0,6982,0.1,Juvenile
2017,Santa Clara,Female,White,Violent,29.49,7.0,23735,0.05,Juvenile
2017,Santa Cruz,Female,White,Violent,17.94,1.0,5574,0.08,Juvenile
2017,Shasta,Female,White,Violent,111.89,7.0,6256,0.14,Juvenile
2017,Sierra,Female,White,Violent,0.0,0.0,85,0.18,Juvenile
2017,Siskiyou,Female,White,Violent,0.0,0.0,1299,0.09,Juvenile
2017,Solano,Female,White,Violent,46.83,3.0,6406,0.09,Juvenile
2017,Sonoma,Female,White,Violent,63.53,7.0,11019,0.06,Juvenile
2017,Stanislaus,Female,White,Violent,86.49,9.0,10406,0.12,Juvenile
2017,Sutter,Female,White,Violent,133.93,3.0,2240,0.06,Juvenile
2017,Tehama,Female,White,Violent,51.95,1.0,1925,0.18,Juvenile
2017,Trinity,Female,White,Violent,0.0,0.0,343,0.13,Juvenile
2017,Tulare,Female,White,Violent,15.74,1.0,6353,0.11,Juvenile
2017,Tuolumne,Female,White,Violent,202.16,3.0,1484,0.08,Juvenile
2017,Ventura,Female,White,Violent,44.65,7.0,15676,0.05,Juvenile
2017,Yolo,Female,White,Violent,45.08,2.0,4437,0.07,Juvenile
2017,Yuba,Female,White,Violent,51.41,1.0,1945,0.12,Juvenile
2018,Alameda,Female,Asianother,Drug,0.0,0.0,25557,0.07,Juvenile
2018,Alpine,Female,Asianother,Drug,0.0,0.0,22,0.0,Juvenile
2018,Amador,Female,Asianother,Drug,0.0,0.0,99,0.0,Juvenile
2018,Butte,Female,Asianother,Drug,0.0,0.0,1373,0.1,Juvenile
2018,Calaveras,Female,Asianother,Drug,0.0,0.0,108,0.0,Juvenile
2018,Colusa,Female,Asianother,Drug,0.0,0.0,55,0.0,Juvenile
2018,Contra Cost,Female,Asianother,Drug,0.0,0.0,12504,0.03,Juvenile
2018,Del Norte,Female,Asianother,Drug,0.0,0.0,271,0.5,Juvenile
2018,El Dorado,Female,Asianother,Drug,0.0,0.0,916,0.0,Juvenile
2018,Fresno,Female,Asianother,Drug,0.0,0.0,7545,0.21,Juvenile
2018,Glenn,Female,Asianother,Drug,0.0,0.0,110,0.0,Juvenile
2018,Humboldt,Female,Asianother,Drug,0.0,0.0,1199,0.29,Juvenile
2018,Imperial,Female,Asianother,Drug,0.0,0.0,347,0.12,Juvenile
2018,Inyo,Female,Asianother,Drug,0.0,0.0,142,0.0,Juvenile
2018,Kern,Female,Asianother,Drug,0.0,0.0,3470,0.15,Juvenile
2018,Kings,Female,Asianother,Drug,0.0,0.0,749,0.07,Juvenile
2018,Lake,Female,Asianother,Drug,0.0,0.0,329,0.48,Juvenile
2018,Lassen,Female,Asianother,Drug,0.0,0.0,97,0.0,Juvenile
2018,Los Angeles,Female,Asianother,Drug,0.0,0.0,63989,0.1,Juvenile
2018,Madera,Female,Asianother,Drug,0.0,0.0,444,0.0,Juvenile
2018,Marin,Female,Asianother,Drug,0.0,0.0,1628,0.0,Juvenile
2018,Mariposa,Female,Asianother,Drug,0.0,0.0,56,0.0,Juvenile
2018,Mendocino,Female,Asianother,Drug,0.0,0.0,500,0.06,Juvenile
2018,Merced,Female,Asianother,Drug,0.0,0.0,1615,0.2,Juvenile
2018,Modoc,Female,Asianother,Drug,0.0,0.0,33,0.0,Juvenile
2018,Mono,Female,Asianother,Drug,0.0,0.0,30,0.0,Juvenile
2018,Monterey,Female,Asianother,Drug,0.0,0.0,1821,0.05,Juvenile
2018,Napa,Female,Asianother,Drug,0.0,0.0,798,0.0,Juvenile
2018,Nevada,Female,Asianother,Drug,0.0,0.0,255,0.0,Juvenile
2018,Orange,Female,Asianother,Drug,3.0,1.0,33349,0.12,Juvenile
2018,Placer,Female,Asianother,Drug,0.0,0.0,2506,0.02,Juvenile
2018,Plumas,Female,Asianother,Drug,0.0,0.0,74,0.0,Juvenile
2018,Riverside,Female,Asianother,Drug,0.0,0.0,12273,0.11,Juvenile
2018,Sacramento,Female,Asianother,Drug,0.0,0.0,18586,0.15,Juvenile
2018,San Benito,Female,Asianother,Drug,0.0,0.0,157,0.0,Juvenile
2018,San Bernard,Female,Asianother,Drug,0.0,0.0,10582,0.15,Juvenile
2018,San Diego,Female,Asianother,Drug,0.0,0.0,26845,0.08,Juvenile
2018,San Francis,Female,Asianother,Drug,0.0,0.0,9881,0.11,Juvenile
2018,San Joaquin,Female,Asianother,Drug,0.0,0.0,8535,0.15,Juvenile
2018,San Luis Ob,Female,Asianother,Drug,0.0,0.0,873,0.17,Juvenile
2018,San Mateo,Female,Asianother,Drug,0.0,0.0,10724,0.04,Juvenile
2018,Santa Barba,Female,Asianother,Drug,62.7,1.0,1595,0.1,Juvenile
2018,Santa Clara,Female,Asianother,Drug,0.0,0.0,37253,0.07,Juvenile
2018,Santa Cruz,Female,Asianother,Drug,0.0,0.0,1054,0.04,Juvenile
2018,Shasta,Female,Asianother,Drug,0.0,0.0,1033,0.31,Juvenile
2018,Sierra,Female,Asianother,Drug,0.0,0.0,6,0.0,Juvenile
2018,Siskiyou,Female,Asianother,Drug,0.0,0.0,269,0.0,Juvenile
2018,Solano,Female,Asianother,Drug,0.0,0.0,4891,0.09,Juvenile
2018,Sonoma,Female,Asianother,Drug,0.0,0.0,2153,0.02,Juvenile
2018,Stanislaus,Female,Asianother,Drug,36.66,1.0,2728,0.2,Juvenile
2018,Sutter,Female,Asianother,Drug,0.0,0.0,1126,0.12,Juvenile
2018,Tehama,Female,Asianother,Drug,0.0,0.0,227,0.0,Juvenile
2018,Trinity,Female,Asianother,Drug,0.0,0.0,55,0.0,Juvenile
2018,Tulare,Female,Asianother,Drug,0.0,0.0,1546,0.15,Juvenile
2018,Tuolumne,Female,Asianother,Drug,0.0,0.0,142,0.0,Juvenile
2018,Ventura,Female,Asianother,Drug,0.0,0.0,4472,0.05,Juvenile
2018,Yolo,Female,Asianother,Drug,0.0,0.0,2132,0.14,Juvenile
2018,Yuba,Female,Asianother,Drug,0.0,0.0,756,0.22,Juvenile
2018,Alameda,Female,Black,Drug,0.0,0.0,9000,0.22,Juvenile
2018,Alpine,Female,Black,Drug,,0.0,0,0.0,Juvenile
2018,Amador,Female,Black,Drug,0.0,0.0,3,0.0,Juvenile
2018,Butte,Female,Black,Drug,0.0,0.0,179,0.02,Juvenile
2018,Calaveras,Female,Black,Drug,0.0,0.0,10,0.0,Juvenile
2018,Colusa,Female,Black,Drug,0.0,0.0,5,0.0,Juvenile
2018,Contra Cost,Female,Black,Drug,0.0,0.0,5426,0.22,Juvenile
2018,Del Norte,Female,Black,Drug,0.0,0.0,5,0.0,Juvenile
2018,El Dorado,Female,Black,Drug,0.0,0.0,52,0.22,Juvenile
2018,Fresno,Female,Black,Drug,0.0,0.0,2863,0.29,Juvenile
2018,Glenn,Female,Black,Drug,0.0,0.0,13,0.0,Juvenile
2018,Humboldt,Female,Black,Drug,0.0,0.0,63,0.0,Juvenile
2018,Imperial,Female,Black,Drug,0.0,0.0,104,0.3,Juvenile
2018,Inyo,Female,Black,Drug,0.0,0.0,3,0.0,Juvenile
2018,Kern,Female,Black,Drug,0.0,0.0,2874,0.3,Juvenile
2018,Kings,Female,Black,Drug,0.0,0.0,439,0.16,Juvenile
2018,Lake,Female,Black,Drug,0.0,0.0,34,0.32,Juvenile
2018,Lassen,Female,Black,Drug,0.0,0.0,15,0.0,Juvenile
2018,Los Angeles,Female,Black,Drug,0.0,0.0,38404,0.22,Juvenile
2018,Madera,Female,Black,Drug,0.0,0.0,185,0.5,Juvenile
2018,Marin,Female,Black,Drug,0.0,0.0,276,0.2,Juvenile
2018,Mariposa,Female,Black,Drug,0.0,0.0,3,0.5,Juvenile
2018,Mendocino,Female,Black,Drug,0.0,0.0,19,0.5,Juvenile
2018,Merced,Female,Black,Drug,0.0,0.0,569,0.31,Juvenile
2018,Modoc,Female,Black,Drug,,0.0,0,0.0,Juvenile
2018,Mono,Female,Black,Drug,0.0,0.0,2,0.0,Juvenile
2018,Monterey,Female,Black,Drug,0.0,0.0,351,0.15,Juvenile
2018,Napa,Female,Black,Drug,0.0,0.0,94,0.23,Juvenile
2018,Nevada,Female,Black,Drug,0.0,0.0,15,0.0,Juvenile
2018,Orange,Female,Black,Drug,0.0,0.0,2130,0.14,Juvenile
2018,Placer,Female,Black,Drug,0.0,0.0,209,0.06,Juvenile
2018,Plumas,Female,Black,Drug,0.0,0.0,6,0.0,Juvenile
2018,Riverside,Female,Black,Drug,0.0,0.0,7747,0.21,Juvenile
2018,Sacramento,Female,Black,Drug,0.0,0.0,8534,0.19,Juvenile
2018,San Benito,Female,Black,Drug,0.0,0.0,22,0.0,Juvenile
2018,San Bernard,Female,Black,Drug,0.0,0.0,10719,0.25,Juvenile
2018,San Diego,Female,Black,Drug,12.3,1.0,8133,0.17,Juvenile
2018,San Francis,Female,Black,Drug,23.1,0.38,1649,0.32,Juvenile
2018,San Joaquin,Female,Black,Drug,0.0,0.0,3447,0.23,Juvenile
2018,San Luis Ob,Female,Black,Drug,0.0,0.0,100,0.13,Juvenile
