County,Year,Gender,ADPtotrate,Felonyrate,Misdrate,Postdisprate,Predisprate,ADPtotal,Felony,Misd,Postdisp,Predisp,Population,Age
Alameda,2017,Female,38.81,0.0,0.0,8.11,30.7,225.0,0.0,0.0,47.0,178.0,579761,Adult
Alpine,2017,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377,Adult
Amador,2017,Female,125.38,0.0,0.0,51.57,73.81,13.64,0.0,0.0,5.61,8.03,10879,Adult
Butte,2017,Female,106.93,0.0,0.0,44.11,62.82,80.0,0.0,0.0,33.0,47.0,74813,Adult
Calaveras,2017,Female,103.9,0.0,0.0,55.41,48.49,15.0,0.0,0.0,8.0,7.0,14437,Adult
Colusa,2017,Female,209.55,0.0,0.0,89.81,119.74,14.0,0.0,0.0,6.0,8.0,6681,Adult
Contra Costa,2017,Female,51.9,0.0,0.0,17.47,34.43,202.0,0.0,0.0,68.0,134.0,389180,Adult
Del Norte,2017,Female,233.83,0.0,0.0,142.89,90.93,18.0,0.0,0.0,11.0,7.0,7698,Adult
El Dorado,2017,Female,110.88,0.0,0.0,57.07,53.81,68.0,0.0,0.0,35.0,33.0,61327,Adult
Fresno,2017,Female,106.76,0.0,0.0,37.06,69.69,337.0,0.0,0.0,117.0,220.0,315665,Adult
Glenn,2017,Female,226.76,0.0,0.0,102.04,124.72,20.0,0.0,0.0,9.0,11.0,8820,Adult
Humboldt,2017,Female,116.83,0.0,0.0,33.07,83.77,53.0,0.0,0.0,15.0,38.0,45364,Adult
Imperial,2017,Female,81.09,0.0,0.0,26.44,54.65,46.0,0.0,0.0,15.0,31.0,56727,Adult
Inyo,2017,Female,169.55,0.0,0.0,50.86,118.68,10.0,0.0,0.0,3.0,7.0,5898,Adult
Kern,2017,Female,93.28,0.0,0.0,28.06,65.23,256.0,0.0,0.0,77.0,179.0,274430,Adult
Kings,2017,Female,199.05,0.0,0.0,49.76,149.29,80.0,0.0,0.0,20.0,60.0,40191,Adult
Lake,2017,Female,251.99,0.0,0.0,140.53,111.46,52.0,0.0,0.0,29.0,23.0,20636,Adult
Lassen,2017,Female,223.56,0.0,0.0,97.81,125.75,16.0,0.0,0.0,7.0,9.0,7157,Adult
Los Angeles,2017,Female,65.14,0.0,0.0,26.57,38.57,2280.0,0.0,0.0,930.0,1350.0,3500413,Adult
Madera,2017,Female,121.48,0.0,0.0,17.35,104.12,63.0,0.0,0.0,9.0,54.0,51862,Adult
Marin,2017,Female,65.88,0.0,0.0,15.29,50.59,56.0,0.0,0.0,13.0,43.0,85003,Adult
Mariposa,2017,Female,171.53,0.0,0.0,68.61,102.92,10.0,0.0,0.0,4.0,6.0,5830,Adult
Mendocino,2017,Female,132.46,0.0,0.0,69.72,62.74,38.0,0.0,0.0,20.0,18.0,28688,Adult
Merced,2017,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85575,Adult
Modoc,2017,Female,202.77,0.0,0.0,67.59,135.18,6.0,0.0,0.0,2.0,4.0,2959,Adult
Mono,2017,Female,65.26,0.0,0.0,0.0,65.26,3.0,0.0,0.0,0.0,3.0,4597,Adult
Monterey,2017,Female,76.13,0.0,0.0,36.96,39.17,103.0,0.0,0.0,50.0,53.0,135294,Adult
Napa,2017,Female,73.37,0.0,0.0,21.58,51.79,34.0,0.0,0.0,10.0,24.0,46343,Adult
Nevada,2017,Female,114.7,0.0,0.0,21.7,93.0,37.0,0.0,0.0,7.0,30.0,32257,Adult
Orange,2017,Female,72.51,0.0,0.0,40.51,32.0,775.0,0.0,0.0,433.0,342.0,1068842,Adult
Placer,2017,Female,74.75,0.0,0.0,44.85,29.9,95.0,0.0,0.0,57.0,38.0,127094,Adult
Plumas,2017,Female,156.21,0.0,0.0,17.05,139.15,9.16,0.0,0.0,1.0,8.16,5864,Adult
Riverside,2017,Female,57.0,0.0,0.0,20.95,36.05,438.0,0.0,0.0,161.0,277.0,768402,Adult
Sacramento,2017,Female,77.97,0.0,0.0,44.61,33.36,402.0,0.0,0.0,230.0,172.0,515581,Adult
San Benito,2017,Female,99.17,0.0,0.0,39.67,59.5,20.0,0.0,0.0,8.0,12.0,20167,Adult
San Bernardino,2017,Female,117.48,0.0,0.0,36.11,81.38,833.0,0.0,0.0,256.0,577.0,709041,Adult
San Diego,2017,Female,83.03,0.0,0.0,44.13,38.91,897.1,0.0,0.0,476.74,420.36,1080407,Adult
San Francisco,2017,Female,33.38,0.0,0.0,5.01,28.37,105.97,0.0,0.0,15.9,90.07,317486,Adult
San Joaquin,2017,Female,65.35,0.0,0.0,19.85,45.5,158.0,0.0,0.0,48.0,110.0,241758,Adult
San Luis Obispo,2017,Female,91.08,0.0,0.0,43.32,47.76,82.0,0.0,0.0,39.0,43.0,90030,Adult
San Mateo,2017,Female,49.81,0.0,0.0,22.22,27.59,130.0,0.0,0.0,58.0,72.0,260986,Adult
Santa Barbara,2017,Female,82.08,0.0,0.0,19.84,62.24,120.0,0.0,0.0,29.0,91.0,146205,Adult
Santa Clara,2017,Female,59.63,0.0,0.0,21.8,37.83,383.0,0.0,0.0,140.0,243.0,642314,Adult
Santa Cruz,2017,Female,49.39,0.0,0.0,20.4,28.99,46.0,0.0,0.0,19.0,27.0,93135,Adult
Shasta,2017,Female,80.28,0.0,0.0,13.67,66.62,47.0,0.0,0.0,8.0,39.0,58543,Adult
Sierra,2017,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016,Adult
Siskiyou,2017,Female,92.46,0.0,0.0,7.11,85.35,13.0,0.0,0.0,1.0,12.0,14060,Adult
Solano,2017,Female,82.09,0.0,0.0,24.83,57.26,119.0,0.0,0.0,36.0,83.0,144965,Adult
Sonoma,2017,Female,94.5,0.0,0.0,36.98,57.52,161.0,0.0,0.0,63.0,98.0,170378,Adult
Stanislaus,2017,Female,79.55,0.0,0.0,27.45,52.1,142.0,0.0,0.0,49.0,93.0,178511,Adult
Sutter,2017,Female,91.05,0.0,0.0,69.08,21.98,29.0,0.0,0.0,22.0,7.0,31849,Adult
Tehama,2017,Female,143.26,0.0,0.0,79.04,64.22,29.0,0.0,0.0,16.0,13.0,20243,Adult
Trinity,2017,Female,162.45,0.0,0.0,92.83,69.62,7.0,0.0,0.0,4.0,3.0,4309,Adult
Tulare,2017,Female,144.92,0.0,0.0,63.1,81.82,209.0,0.0,0.0,91.0,118.0,144216,Adult
Tuolumne,2017,Female,185.52,0.0,0.0,30.92,154.6,30.0,0.0,0.0,5.0,25.0,16171,Adult
Ventura,2017,Female,76.67,0.0,0.0,30.17,46.5,216.0,0.0,0.0,85.0,131.0,281716,Adult
Yolo,2017,Female,48.14,0.0,0.0,13.01,35.13,37.0,0.0,0.0,10.0,27.0,76857,Adult
Yuba,2017,Female,164.19,0.0,0.0,41.05,123.14,40.0,0.0,0.0,10.0,30.0,24362,Adult
Alameda,2018,Female,38.55,0.0,0.0,7.06,31.49,224.0,0.0,0.0,41.0,183.0,581085,Adult
Alpine,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,Adult
Amador,2018,Female,195.35,0.0,0.0,102.33,93.02,21.0,0.0,0.0,11.0,10.0,10750,Adult
Butte,2018,Female,130.1,0.0,0.0,52.31,77.79,97.0,0.0,0.0,39.0,58.0,74560,Adult
Calaveras,2018,Female,112.56,0.0,0.0,56.28,56.28,16.0,0.0,0.0,8.0,8.0,14215,Adult
Colusa,2018,Female,134.83,0.0,0.0,59.93,74.91,9.0,0.0,0.0,4.0,5.0,6675,Adult
Contra Costa,2018,Female,48.42,0.0,0.0,10.5,37.92,189.0,0.0,0.0,41.0,148.0,390328,Adult
Del Norte,2018,Female,221.07,0.0,0.0,91.03,130.04,17.0,0.0,0.0,7.0,10.0,7690,Adult
El Dorado,2018,Female,93.87,0.0,0.0,63.12,30.75,58.0,0.0,0.0,39.0,19.0,61790,Adult
Fresno,2018,Female,103.21,0.0,0.0,33.88,69.33,329.0,0.0,0.0,108.0,221.0,318762,Adult
Glenn,2018,Female,213.96,0.0,0.0,67.57,146.4,19.0,0.0,0.0,6.0,13.0,8880,Adult
Humboldt,2018,Female,135.76,0.0,0.0,44.51,91.25,61.0,0.0,0.0,20.0,41.0,44931,Adult
Imperial,2018,Female,133.4,0.0,0.0,22.82,110.58,76.0,0.0,0.0,13.0,63.0,56970,Adult
Inyo,2018,Female,205.13,0.0,0.0,102.56,102.56,12.0,0.0,0.0,6.0,6.0,5850,Adult
Kern,2018,Female,88.62,0.0,0.0,16.93,71.69,246.0,0.0,0.0,47.0,199.0,277602,Adult
Kings,2018,Female,232.99,0.0,0.0,121.45,111.54,94.0,0.0,0.0,49.0,45.0,40345,Adult
Lake,2018,Female,220.57,0.0,0.0,132.34,88.23,45.0,0.0,0.0,27.0,18.0,20402,Adult
Lassen,2018,Female,373.62,0.0,0.0,172.44,201.18,26.0,0.0,0.0,12.0,14.0,6959,Adult
Los Angeles,2018,Female,60.05,0.0,0.0,24.57,35.48,2097.0,0.0,0.0,858.0,1239.0,3491945,Adult
Madera,2018,Female,111.1,0.0,0.0,17.24,93.86,58.0,0.0,0.0,9.0,49.0,52204,Adult
Marin,2018,Female,57.11,0.0,0.0,22.61,34.51,48.0,0.0,0.0,19.0,29.0,84045,Adult
Mariposa,2018,Female,156.28,0.0,0.0,69.46,86.82,9.0,0.0,0.0,4.0,5.0,5759,Adult
Mendocino,2018,Female,144.92,0.0,0.0,49.49,95.44,41.0,0.0,0.0,14.0,27.0,28291,Adult
Merced,2018,Female,72.76,0.0,0.0,2.31,70.45,63.0,0.0,0.0,2.0,61.0,86589,Adult
Modoc,2018,Female,170.13,0.0,0.0,34.03,136.1,5.0,0.0,0.0,1.0,4.0,2939,Adult
Mono,2018,Female,44.36,0.0,0.0,0.0,44.36,2.0,0.0,0.0,0.0,2.0,4509,Adult
Monterey,2018,Female,90.74,0.0,0.0,41.31,49.43,123.0,0.0,0.0,56.0,67.0,135556,Adult
Napa,2018,Female,62.88,0.0,0.0,39.03,23.85,29.0,0.0,0.0,18.0,11.0,46122,Adult
Nevada,2018,Female,103.49,0.0,0.0,37.63,65.86,33.0,0.0,0.0,12.0,21.0,31886,Adult
Orange,2018,Female,67.66,0.0,0.0,38.89,28.77,722.0,0.0,0.0,415.0,307.0,1067038,Adult
Placer,2018,Female,60.53,0.0,0.0,31.82,28.71,78.0,0.0,0.0,41.0,37.0,128853,Adult
Plumas,2018,Female,209.39,0.0,0.0,69.8,139.59,12.0,0.0,0.0,4.0,8.0,5731,Adult
Riverside,2018,Female,53.69,0.0,0.0,16.09,37.6,417.0,0.0,0.0,125.0,292.0,776660,Adult
Sacramento,2018,Female,88.14,0.0,0.0,45.03,43.11,458.0,0.0,0.0,234.0,224.0,519626,Adult
San Benito,2018,Female,72.89,0.0,0.0,38.87,34.02,15.0,0.0,0.0,8.0,7.0,20579,Adult
San Bernardino,2018,Female,111.44,0.0,0.0,32.42,79.02,794.0,0.0,0.0,231.0,563.0,712522,Adult
San Diego,2018,Female,84.68,0.0,0.0,42.94,41.74,915.0,0.0,0.0,464.0,451.0,1080547,Adult
San Francisco,2018,Female,48.5,0.0,0.0,7.24,41.26,154.0,0.0,0.0,23.0,131.0,317527,Adult
San Joaquin,2018,Female,74.37,0.0,0.0,26.97,47.4,182.0,0.0,0.0,66.0,116.0,244734,Adult
San Luis Obispo,2018,Female,75.03,0.0,0.0,35.83,39.19,67.0,0.0,0.0,32.0,35.0,89302,Adult
San Mateo,2018,Female,46.09,0.0,0.0,20.74,25.35,120.0,0.0,0.0,54.0,66.0,260355,Adult
Santa Barbara,2018,Female,102.42,0.0,0.0,35.51,66.92,150.0,0.0,0.0,52.0,98.0,146451,Adult
Santa Clara,2018,Female,61.43,0.0,0.0,18.82,42.61,395.0,0.0,0.0,121.0,274.0,643038,Adult
Santa Cruz,2018,Female,53.28,0.0,0.0,17.4,35.88,49.0,0.0,0.0,16.0,33.0,91962,Adult
Shasta,2018,Female,101.44,0.0,0.0,25.79,75.65,59.0,0.0,0.0,15.0,44.0,58161,Adult
Sierra,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006,Adult
Siskiyou,2018,Female,100.74,0.0,0.0,43.17,57.57,14.0,0.0,0.0,6.0,8.0,13897,Adult
Solano,2018,Female,63.47,0.0,0.0,15.87,47.6,92.0,0.0,0.0,23.0,69.0,144956,Adult
Sonoma,2018,Female,91.67,0.0,0.0,36.91,54.76,154.0,0.0,0.0,62.0,92.0,167994,Adult
Stanislaus,2018,Female,83.62,0.0,0.0,18.95,64.66,150.0,0.0,0.0,34.0,116.0,179393,Adult
Sutter,2018,Female,67.96,0.0,0.0,33.98,33.98,22.0,0.0,0.0,11.0,11.0,32370,Adult
Tehama,2018,Female,132.87,0.0,0.0,68.89,63.97,27.0,0.0,0.0,14.0,13.0,20321,Adult
Trinity,2018,Female,310.19,0.0,0.0,71.58,238.61,13.0,0.0,0.0,3.0,10.0,4191,Adult
Tulare,2018,Female,136.88,0.0,0.0,66.72,70.16,199.0,0.0,0.0,97.0,102.0,145378,Adult
Tuolumne,2018,Female,169.05,0.0,0.0,50.09,118.96,27.0,0.0,0.0,8.0,19.0,15972,Adult
Ventura,2018,Female,78.35,0.0,0.0,34.19,44.16,220.0,0.0,0.0,96.0,124.0,280799,Adult
Yolo,2018,Female,56.95,0.0,0.0,18.12,38.83,44.0,0.0,0.0,14.0,30.0,77260,Adult
Yuba,2018,Female,138.57,0.0,0.0,24.45,114.11,34.0,0.0,0.0,6.0,28.0,24537,Adult
Alameda,2019,Female,37.43,0.0,0.0,7.73,29.71,218.0,0.0,0.0,45.0,173.0,582389,Adult
Alpine,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,Adult
Amador,2019,Female,132.26,0.0,0.0,66.13,66.13,14.0,0.0,0.0,7.0,7.0,10585,Adult
Butte,2019,Female,112.67,0.0,0.0,45.64,67.03,79.0,0.0,0.0,32.0,47.0,70117,Adult
Calaveras,2019,Female,107.23,0.0,0.0,28.6,78.64,15.0,0.0,0.0,4.0,11.0,13988,Adult
Colusa,2019,Female,134.11,0.0,0.0,59.6,74.5,9.0,0.0,0.0,4.0,5.0,6711,Adult
Contra Costa,2019,Female,41.78,0.0,0.0,6.92,34.86,163.0,0.0,0.0,27.0,136.0,390157,Adult
Del Norte,2019,Female,244.88,0.0,0.0,90.22,154.66,19.0,0.0,0.0,7.0,12.0,7759,Adult
El Dorado,2019,Female,110.22,0.0,0.0,58.35,51.87,68.0,0.0,0.0,36.0,32.0,61693,Adult
Fresno,2019,Female,86.45,0.0,0.0,25.5,60.95,278.0,0.0,0.0,82.0,196.0,321581,Adult
Glenn,2019,Female,177.19,0.0,0.0,22.15,155.04,16.0,0.0,0.0,2.0,14.0,9030,Adult
Humboldt,2019,Female,135.69,0.0,0.0,40.71,94.98,60.0,0.0,0.0,18.0,42.0,44219,Adult
Imperial,2019,Female,129.61,0.0,0.0,63.05,66.56,74.0,0.0,0.0,36.0,38.0,57094,Adult
Inyo,2019,Female,69.26,0.0,0.0,51.95,17.32,4.0,0.0,0.0,3.0,1.0,5775,Adult
Kern,2019,Female,80.2,0.0,0.0,12.12,68.08,225.0,0.0,0.0,34.0,191.0,280562,Adult
Kings,2019,Female,208.18,0.0,0.0,76.83,131.35,84.0,0.0,0.0,31.0,53.0,40349,Adult
Lake,2019,Female,224.23,0.0,0.0,99.66,124.57,45.0,0.0,0.0,20.0,25.0,20069,Adult
Lassen,2019,Female,358.8,0.0,0.0,224.25,134.55,24.0,0.0,0.0,15.0,9.0,6689,Adult
Los Angeles,2019,Female,62.24,0.0,0.0,23.4,38.84,2165.0,0.0,0.0,814.0,1351.0,3478201,Adult
Madera,2019,Female,130.22,0.0,0.0,28.73,101.5,68.0,0.0,0.0,15.0,53.0,52218,Adult
Marin,2019,Female,55.44,0.0,0.0,20.49,34.95,46.0,0.0,0.0,17.0,29.0,82974,Adult
Mariposa,2019,Female,140.75,0.0,0.0,52.78,87.97,8.0,0.0,0.0,3.0,5.0,5684,Adult
Mendocino,2019,Female,150.81,0.0,0.0,75.4,75.4,42.0,0.0,0.0,21.0,21.0,27850,Adult
Merced,2019,Female,75.01,0.0,0.0,3.41,71.6,66.0,0.0,0.0,3.0,63.0,87986,Adult
Modoc,2019,Female,208.04,0.0,0.0,104.02,104.02,6.0,0.0,0.0,3.0,3.0,2884,Adult
Mono,2019,Female,44.71,0.0,0.0,0.0,44.71,2.0,0.0,0.0,0.0,2.0,4473,Adult
Monterey,2019,Female,72.31,0.0,0.0,32.47,39.84,98.0,0.0,0.0,44.0,54.0,135526,Adult
Napa,2019,Female,78.42,0.0,0.0,39.21,39.21,36.0,0.0,0.0,18.0,18.0,45909,Adult
Nevada,2019,Female,127.14,0.0,0.0,25.43,101.71,40.0,0.0,0.0,8.0,32.0,31461,Adult
Orange,2019,Female,56.43,0.0,0.0,28.31,28.12,600.0,0.0,0.0,301.0,299.0,1063235,Adult
Placer,2019,Female,69.91,0.0,0.0,39.18,30.73,91.0,0.0,0.0,51.0,40.0,130164,Adult
Plumas,2019,Female,245.61,0.0,0.0,52.63,192.98,14.0,0.0,0.0,3.0,11.0,5700,Adult
Riverside,2019,Female,55.66,0.0,0.0,17.87,37.79,436.0,0.0,0.0,140.0,296.0,783298,Adult
Sacramento,2019,Female,81.9,0.0,0.0,35.4,46.5,428.0,0.0,0.0,185.0,243.0,522601,Adult
San Benito,2019,Female,99.51,0.0,0.0,28.43,71.08,21.0,0.0,0.0,6.0,15.0,21103,Adult
San Bernardino,2019,Female,84.61,0.0,0.0,27.09,57.53,606.0,0.0,0.0,194.0,412.0,716190,Adult
San Diego,2019,Female,80.04,0.0,0.0,43.08,36.96,862.0,0.0,0.0,464.0,398.0,1076984,Adult
San Francisco,2019,Female,35.68,0.0,0.0,5.37,30.31,113.0,0.0,0.0,17.0,96.0,316742,Adult
San Joaquin,2019,Female,70.46,0.0,0.0,26.17,44.29,175.0,0.0,0.0,65.0,110.0,248383,Adult
San Luis Obispo,2019,Female,77.04,0.0,0.0,38.52,38.52,68.0,0.0,0.0,34.0,34.0,88269,Adult
San Mateo,2019,Female,40.43,0.0,0.0,16.56,23.88,105.0,0.0,0.0,43.0,62.0,259681,Adult
Santa Barbara,2019,Female,79.9,0.0,0.0,30.05,49.85,117.0,0.0,0.0,44.0,73.0,146432,Adult
Santa Clara,2019,Female,54.47,0.0,0.0,12.92,41.55,350.0,0.0,0.0,83.0,267.0,642566,Adult
Santa Cruz,2019,Female,50.59,0.0,0.0,16.5,34.09,46.0,0.0,0.0,15.0,31.0,90925,Adult
Shasta,2019,Female,123.11,0.0,0.0,41.61,81.49,71.0,0.0,0.0,24.0,47.0,57673,Adult
Sierra,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981,Adult
Siskiyou,2019,Female,72.9,0.0,0.0,29.16,43.74,10.0,0.0,0.0,4.0,6.0,13717,Adult
Solano,2019,Female,54.55,0.0,0.0,11.05,43.5,79.0,0.0,0.0,16.0,63.0,144811,Adult
Sonoma,2019,Female,85.68,0.0,0.0,34.99,50.68,142.0,0.0,0.0,58.0,84.0,165740,Adult
Stanislaus,2019,Female,87.29,0.0,0.0,19.46,67.83,157.0,0.0,0.0,35.0,122.0,179864,Adult
Sutter,2019,Female,112.3,0.0,0.0,36.42,75.88,37.0,0.0,0.0,12.0,25.0,32948,Adult
Tehama,2019,Female,160.94,0.0,0.0,82.91,78.03,33.0,0.0,0.0,17.0,16.0,20505,Adult
Trinity,2019,Female,242.66,0.0,0.0,48.53,194.13,10.0,0.0,0.0,2.0,8.0,4121,Adult
Tulare,2019,Female,140.91,0.0,0.0,68.75,72.16,207.0,0.0,0.0,101.0,106.0,146903,Adult
Tuolumne,2019,Female,217.42,0.0,0.0,44.76,172.66,34.0,0.0,0.0,7.0,27.0,15638,Adult
Ventura,2019,Female,79.3,0.0,0.0,31.57,47.72,221.0,0.0,0.0,88.0,133.0,278704,Adult
Yolo,2019,Female,51.92,0.0,0.0,12.98,38.94,40.0,0.0,0.0,10.0,30.0,77049,Adult
Yuba,2019,Female,132.76,0.0,0.0,36.21,96.56,33.0,0.0,0.0,9.0,24.0,24856,Adult
Alameda,2020,Female,24.59,0.0,0.0,2.06,22.53,143.0,0.0,0.0,12.0,131.0,581490,Adult
Alpine,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,Adult
Amador,2020,Female,48.28,0.0,0.0,9.66,38.62,5.0,0.0,0.0,1.0,4.0,10357,Adult
Butte,2020,Female,116.33,0.0,0.0,34.3,82.03,78.0,0.0,0.0,23.0,55.0,67050,Adult
Calaveras,2020,Female,80.02,0.0,0.0,7.27,72.74,11.0,0.0,0.0,1.0,10.0,13747,Adult
Colusa,2020,Female,59.62,0.0,0.0,0.0,59.62,4.0,0.0,0.0,0.0,4.0,6709,Adult
Contra Costa,2020,Female,18.73,0.0,0.0,2.57,16.17,73.0,0.0,0.0,10.0,63.0,389724,Adult
Del Norte,2020,Female,129.77,0.0,0.0,12.98,116.79,10.0,0.0,0.0,1.0,9.0,7706,Adult
El Dorado,2020,Female,64.09,0.0,0.0,27.24,36.85,40.0,0.0,0.0,17.0,23.0,62416,Adult
Fresno,2020,Female,64.59,0.0,0.0,3.71,60.88,209.0,0.0,0.0,12.0,197.0,323604,Adult
Glenn,2020,Female,173.93,0.0,0.0,43.48,130.45,16.0,0.0,0.0,4.0,12.0,9199,Adult
Humboldt,2020,Female,87.53,0.0,0.0,11.52,76.01,38.0,0.0,0.0,5.0,33.0,43416,Adult
Imperial,2020,Female,54.64,0.0,0.0,31.72,22.91,31.0,0.0,0.0,18.0,13.0,56738,Adult
Inyo,2020,Female,158.06,0.0,0.0,17.56,140.5,9.0,0.0,0.0,1.0,8.0,5694,Adult
Kern,2020,Female,68.45,0.0,0.0,3.19,65.26,193.0,0.0,0.0,9.0,184.0,281970,Adult
Kings,2020,Female,128.11,0.0,0.0,32.03,96.08,52.0,0.0,0.0,13.0,39.0,40591,Adult
Lake,2020,Female,136.34,0.0,0.0,40.4,95.95,27.0,0.0,0.0,8.0,19.0,19803,Adult
Lassen,2020,Female,302.98,0.0,0.0,166.64,136.34,20.0,0.0,0.0,11.0,9.0,6601,Adult
Los Angeles,2020,Female,40.75,0.0,0.0,12.04,28.71,1408.0,0.0,0.0,416.0,992.0,3455359,Adult
Madera,2020,Female,83.69,0.0,0.0,15.22,68.47,44.0,0.0,0.0,8.0,36.0,52577,Adult
Marin,2020,Female,23.24,0.0,0.0,6.12,17.13,19.0,0.0,0.0,5.0,14.0,81751,Adult
Mariposa,2020,Female,53.93,0.0,0.0,0.0,53.93,3.0,0.0,0.0,0.0,3.0,5563,Adult
Mendocino,2020,Female,142.65,0.0,0.0,54.87,87.79,39.0,0.0,0.0,15.0,24.0,27339,Adult
Merced,2020,Female,49.39,0.0,0.0,0.0,49.39,44.0,0.0,0.0,0.0,44.0,89092,Adult
Modoc,2020,Female,141.44,0.0,0.0,35.36,106.08,4.0,0.0,0.0,1.0,3.0,2828,Adult
Mono,2020,Female,22.72,0.0,0.0,0.0,22.72,1.0,0.0,0.0,0.0,1.0,4402,Adult
Monterey,2020,Female,63.85,0.0,0.0,32.67,31.18,86.0,0.0,0.0,44.0,42.0,134692,Adult
Napa,2020,Female,48.54,0.0,0.0,4.41,44.13,22.0,0.0,0.0,2.0,20.0,45324,Adult
Nevada,2020,Female,80.56,0.0,0.0,16.11,64.45,25.0,0.0,0.0,5.0,20.0,31031,Adult
Orange,2020,Female,28.54,0.0,0.0,9.36,19.18,302.0,0.0,0.0,99.0,203.0,1058179,Adult
Placer,2020,Female,46.66,0.0,0.0,17.59,29.07,61.0,0.0,0.0,23.0,38.0,130740,Adult
Plumas,2020,Female,107.47,0.0,0.0,17.91,89.56,6.0,0.0,0.0,1.0,5.0,5583,Adult
Riverside,2020,Female,34.45,0.0,0.0,6.84,27.61,272.0,0.0,0.0,54.0,218.0,789510,Adult
Sacramento,2020,Female,58.25,0.0,0.0,21.89,36.36,306.0,0.0,0.0,115.0,191.0,525312,Adult
San Benito,2020,Female,37.57,0.0,0.0,18.79,18.79,8.0,0.0,0.0,4.0,4.0,21293,Adult
San Bernardino,2020,Female,74.31,0.0,0.0,14.64,59.67,533.0,0.0,0.0,105.0,428.0,717301,Adult
San Diego,2020,Female,47.85,0.0,0.0,20.33,27.52,513.0,0.0,0.0,218.0,295.0,1072139,Adult
San Francisco,2020,Female,13.95,0.0,0.0,2.22,11.73,44.0,0.0,0.0,7.0,37.0,315420,Adult
San Joaquin,2020,Female,52.61,0.0,0.0,7.57,45.04,132.0,0.0,0.0,19.0,113.0,250890,Adult
San Luis Obispo,2020,Female,56.28,0.0,0.0,27.56,28.71,49.0,0.0,0.0,24.0,25.0,87071,Adult
San Mateo,2020,Female,26.32,0.0,0.0,8.51,17.8,68.0,0.0,0.0,22.0,46.0,258379,Adult
Santa Barbara,2020,Female,41.91,0.0,0.0,16.49,25.42,61.0,0.0,0.0,24.0,37.0,145548,Adult
Santa Clara,2020,Female,21.34,0.0,0.0,3.43,17.91,137.0,0.0,0.0,22.0,115.0,642061,Adult
Santa Cruz,2020,Female,22.36,0.0,0.0,3.35,19.01,20.0,0.0,0.0,3.0,17.0,89440,Adult
Shasta,2020,Female,108.19,0.0,0.0,47.11,61.07,62.0,0.0,0.0,27.0,35.0,57309,Adult
Sierra,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,Adult
Siskiyou,2020,Female,44.37,0.0,0.0,7.4,36.98,6.0,0.0,0.0,1.0,5.0,13522,Adult
Solano,2020,Female,38.8,0.0,0.0,3.46,35.33,56.0,0.0,0.0,5.0,51.0,144338,Adult
Sonoma,2020,Female,43.41,0.0,0.0,15.9,27.51,71.0,0.0,0.0,26.0,45.0,163554,Adult
Stanislaus,2020,Female,56.6,0.0,0.0,11.1,45.5,102.0,0.0,0.0,20.0,82.0,180217,Adult
Sutter,2020,Female,58.48,0.0,0.0,24.62,33.86,19.0,0.0,0.0,8.0,11.0,32489,Adult
Tehama,2020,Female,102.56,0.0,0.0,48.84,53.72,21.0,0.0,0.0,10.0,11.0,20475,Adult
Trinity,2020,Female,274.31,0.0,0.0,149.63,124.69,11.0,0.0,0.0,6.0,5.0,4010,Adult
Tulare,2020,Female,89.98,0.0,0.0,30.44,59.53,133.0,0.0,0.0,45.0,88.0,147815,Adult
Tuolumne,2020,Female,78.01,0.0,0.0,13.0,65.01,12.0,0.0,0.0,2.0,10.0,15382,Adult
Ventura,2020,Female,61.38,0.0,0.0,22.39,39.0,170.0,0.0,0.0,62.0,108.0,276953,Adult
Yolo,2020,Female,18.17,0.0,0.0,3.89,14.27,14.0,0.0,0.0,3.0,11.0,77061,Adult
Yuba,2020,Female,99.32,0.0,0.0,15.89,83.43,25.0,0.0,0.0,4.0,21.0,25172,Adult
Alameda,2021,Female,25.08,0.0,0.0,1.89,23.19,146.0,0.0,0.0,11.0,135.0,582130,Adult
Alpine,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379,Adult
Amador,2021,Female,135.25,0.0,0.0,77.29,57.97,14.0,0.0,0.0,8.0,6.0,10351,Adult
Butte,2021,Female,105.04,0.0,0.0,27.28,77.76,77.0,0.0,0.0,20.0,57.0,73303,Adult
Calaveras,2021,Female,73.88,0.0,0.0,7.39,66.49,10.0,0.0,0.0,1.0,9.0,13536,Adult
Colusa,2021,Female,100.81,0.0,0.0,14.4,86.41,7.0,0.0,0.0,1.0,6.0,6944,Adult
