Year,County,Gender,Race,Population_age_10-17,Poverty_rate_age_12-17
2018,Fresno,Female,Latinx,38194,0.3440312383785794
2018,Fresno,Female,White,11946,0.1532657392124499
2018,Fresno,Male,Asian/other,8136,0.2546741896227459
2018,Fresno,Male,Black,3172,0.3704363312555654
2018,Fresno,Male,Latinx,40394,0.3325603601145819
2018,Fresno,Male,White,12445,0.1301385165326184
2018,Glenn,Female,Asian/other,110,0.1296625222024866
2018,Glenn,Female,Black,13,0.0
2018,Glenn,Female,Latinx,821,0.3413173652694611
2018,Glenn,Female,White,714,0.0793650793650793
2018,Glenn,Male,Asian/other,140,0.0
2018,Glenn,Male,Black,8,0.0
2018,Glenn,Male,Latinx,886,0.3777038269550749
2018,Glenn,Male,White,716,0.1348088531187122
2018,Humboldt,Female,Asian/other,1199,0.1017087062652563
2018,Humboldt,Female,Black,63,0.0
2018,Humboldt,Female,Latinx,1056,0.2161016949152542
2018,Humboldt,Female,White,3987,0.1911196911196911
2018,Humboldt,Male,Asian/other,1167,0.5243664717348928
2018,Humboldt,Male,Black,69,0.0
2018,Humboldt,Male,Latinx,1184,0.2546916890080429
2018,Humboldt,Male,White,4117,0.1114457831325301
2018,Imperial,Female,Asian/other,347,0.1171428571428571
2018,Imperial,Female,Black,104,0.4356435643564356
2018,Imperial,Female,Latinx,9824,0.3119228680065182
2018,Imperial,Female,White,880,0.1194968553459119
2018,Imperial,Male,Asian/other,330,0.0957446808510638
2018,Imperial,Male,Black,114,0.8
2018,Imperial,Male,Latinx,10286,0.3027013691871222
2018,Imperial,Male,White,924,0.2203947368421052
2018,Inyo,Female,Asian/other,142,0.0
2018,Inyo,Female,Black,3,0.0
2018,Inyo,Female,Latinx,303,0.04
2018,Inyo,Female,White,360,0.1302681992337164
2018,Inyo,Male,Asian/other,175,1.0
2018,Inyo,Male,Black,1,0.0
2018,Inyo,Male,Latinx,315,0.05625
2018,Inyo,Male,White,429,0.0107913669064748
2018,Kern,Female,Asian/other,3470,0.2270492463931651
2018,Kern,Female,Black,2874,0.433695652173913
2018,Kern,Female,Latinx,34542,0.3188986800801785
2018,Kern,Female,White,14264,0.1448806151355726
2018,Kern,Male,Asian/other,3703,0.1843786295005807
2018,Kern,Male,Black,2963,0.3920483140412682
2018,Kern,Male,Latinx,36300,0.2905351361645401
2018,Kern,Male,White,15384,0.1825250267275731
2018,Kings,Female,Asian/other,749,0.2749003984063745
2018,Kings,Female,Black,439,0.1956521739130435
2018,Kings,Female,Latinx,6523,0.3149381541389153
2018,Kings,Female,White,2580,0.247700394218134
2018,Kings,Male,Asian/other,821,0.0802348336594911
2018,Kings,Male,Black,485,0.2373887240356083
2018,Kings,Male,Latinx,6844,0.3301400147383935
2018,Kings,Male,White,2743,0.1430446194225721
2018,Lake,Female,Asian/other,329,0.1688311688311688
2018,Lake,Female,Black,34,0.48
2018,Lake,Female,Latinx,890,0.3818466353677621
2018,Lake,Female,White,1641,0.167707404103479
2018,Lake,Male,Asian/other,288,0.5641025641025641
2018,Lake,Male,Black,49,0.0
2018,Lake,Male,Latinx,1010,0.2716417910447761
2018,Lake,Male,White,1769,0.1730934018851756
2018,Lassen,Female,Asian/other,97,0.2222222222222222
2018,Lassen,Female,Black,15,0.0
2018,Lassen,Female,Latinx,160,0.1707317073170731
2018,Lassen,Female,White,687,0.1542372881355932
2018,Lassen,Male,Asian/other,116,0.0
2018,Lassen,Male,Black,34,0.0
2018,Lassen,Male,Latinx,211,0.4358974358974359
2018,Lassen,Male,White,832,0.1178807947019867
2018,Los Angeles,Female,Asian/other,63989,0.1857970177385277
2018,Los Angeles,Female,Black,38404,0.2844396611581725
2018,Los Angeles,Female,Latinx,312427,0.2705343975015182
2018,Los Angeles,Female,White,85550,0.0914675437747895
2018,Los Angeles,Male,Asian/other,67075,0.1143077448142483
2018,Los Angeles,Male,Black,40319,0.2749860995273839
2018,Los Angeles,Male,Latinx,327514,0.2600959404915365
2018,Los Angeles,Male,White,91353,0.0885683263533426
2018,Madera,Female,Asian/other,444,0.2167755991285403
2018,Madera,Female,Black,185,1.0
2018,Madera,Female,Latinx,6753,0.3218441273326015
2018,Madera,Female,White,2073,0.1215895610913404
2018,Madera,Male,Asian/other,382,0.0487106017191977
2018,Madera,Male,Black,179,0.1359223300970873
2018,Madera,Male,Latinx,6924,0.3152049023362696
2018,Madera,Male,White,2116,0.1041909196740395
2018,Marin,Female,Asian/other,1628,0.2191464821222606
2018,Marin,Female,Black,276,0.2528735632183908
2018,Marin,Female,Latinx,2927,0.2710453283996299
2018,Marin,Female,White,8364,0.0220765781303897
2018,Marin,Male,Asian/other,1674,0.0260078023407022
2018,Marin,Male,Black,408,0.088560885608856
2018,Marin,Male,Latinx,2847,0.2451398767188241
2018,Marin,Male,White,8832,0.0182741116751269
2018,Mariposa,Female,Asian/other,56,0.0
2018,Mariposa,Female,Black,3,1.0
2018,Mariposa,Female,Latinx,100,0.4482758620689655
2018,Mariposa,Female,White,459,0.0884718498659517
2018,Mariposa,Male,Asian/other,67,0.0
2018,Mariposa,Male,Black,1,0.0
2018,Mariposa,Male,Latinx,124,0.4090909090909091
2018,Mariposa,Male,White,481,0.1720430107526881
2018,Mendocino,Female,Asian/other,500,0.1101871101871102
2018,Mendocino,Female,Black,19,1.0
2018,Mendocino,Female,Latinx,1619,0.3181367690782953
2018,Mendocino,Female,White,1967,0.1810136765888978
2018,Mendocino,Male,Asian/other,512,0.1111111111111111
2018,Mendocino,Male,Black,25,0.0
2018,Mendocino,Male,Latinx,1780,0.3560767590618336
2018,Mendocino,Male,White,2109,0.0792369772560528
2018,Merced,Female,Asian/other,1615,0.1537717601547388
2018,Merced,Female,Black,569,0.4484679665738161
2018,Merced,Female,Latinx,12298,0.3361569326794472
2018,Merced,Female,White,3623,0.174235807860262
2018,Merced,Male,Asian/other,1870,0.3052256532066508
2018,Merced,Male,Black,589,0.3940149625935162
2018,Merced,Male,Latinx,13006,0.3071987820791648
2018,Merced,Male,White,3901,0.2138899150350942
2018,Modoc,Female,Asian/other,33,0.0
2018,Modoc,Female,Black,0,0.0
2018,Modoc,Female,Latinx,102,0.3333333333333333
2018,Modoc,Female,White,286,0.2945736434108527
2018,Modoc,Male,Asian/other,21,0.0
2018,Modoc,Male,Black,4,0.0
2018,Modoc,Male,Latinx,119,0.0
2018,Modoc,Male,White,318,0.2222222222222222
2018,Mono,Female,Asian/other,30,0.0
2018,Mono,Female,Black,2,0.0
2018,Mono,Female,Latinx,322,0.2075471698113207
2018,Mono,Female,White,285,0.0493827160493827
2018,Mono,Male,Asian/other,42,0.0
2018,Mono,Male,Black,1,0.0
2018,Mono,Male,Latinx,342,0.2327586206896551
2018,Mono,Male,White,322,0.0
2018,Monterey,Female,Asian/other,1821,0.209165687426557
2018,Monterey,Female,Black,351,0.1822033898305084
2018,Monterey,Female,Latinx,18227,0.2271965890056342
2018,Monterey,Female,White,4376,0.0766435414601916
2018,Monterey,Male,Asian/other,1933,0.0695006747638326
2018,Monterey,Male,Black,359,0.2075949367088607
2018,Monterey,Male,Latinx,19639,0.2398202952292662
2018,Monterey,Male,White,4662,0.0313206328705198
2018,Napa,Female,Asian/other,798,0.3315963998105163
2018,Napa,Female,Black,94,0.3
2018,Napa,Female,Latinx,3425,0.1258411843876177
2018,Napa,Female,White,2520,0.0614439324116743
2018,Napa,Male,Asian/other,791,0.0199401794616151
2018,Napa,Male,Black,120,0.0803571428571428
2018,Napa,Male,Latinx,3632,0.1326718118338846
2018,Napa,Male,White,2745,0.074243813015582
2018,Nevada,Female,Asian/other,255,0.1328671328671328
2018,Nevada,Female,Black,15,0.0
2018,Nevada,Female,Latinx,605,0.3517786561264822
2018,Nevada,Female,White,2830,0.1047579298831385
2018,Nevada,Male,Asian/other,253,0.0566037735849056
2018,Nevada,Male,Black,13,0.0
2018,Nevada,Male,Latinx,673,0.1706263498920086
2018,Nevada,Male,White,3062,0.1085538933640199
2018,Orange,Female,Asian/other,33349,0.2121602983244789
2018,Orange,Female,Black,2130,0.1620021528525296
2018,Orange,Female,Latinx,76432,0.2183472189305963
2018,Orange,Female,White,50770,0.0720996571667844
2018,Orange,Male,Asian/other,35311,0.1310426425846332
2018,Orange,Male,Black,2284,0.1225567881669308
2018,Orange,Male,Latinx,80595,0.2121315477686425
2018,Orange,Male,White,54266,0.0722763200277509
2018,Placer,Female,Asian/other,2506,0.3096823283241392
2018,Placer,Female,Black,209,0.0600706713780918
2018,Placer,Female,Latinx,3641,0.1903276131045241
2018,Placer,Female,White,12173,0.0630708069195229
2018,Placer,Male,Asian/other,2553,0.0818965517241379
2018,Placer,Male,Black,214,0.2082018927444795
2018,Placer,Male,Latinx,3870,0.1260589630633683
2018,Placer,Male,White,13334,0.0543311613645074
2018,Plumas,Female,Asian/other,74,0.0
2018,Plumas,Female,Black,6,0.0
2018,Plumas,Female,Latinx,103,0.0
2018,Plumas,Female,White,539,0.0426065162907268
2018,Plumas,Male,Asian/other,95,0.0
2018,Plumas,Male,Black,8,0.0
2018,Plumas,Male,Latinx,120,0.6111111111111112
2018,Plumas,Male,White,509,0.063400576368876
2018,Riverside,Female,Asian/other,12273,0.2149327055933678
2018,Riverside,Female,Black,7747,0.2589647645774867
2018,Riverside,Female,Latinx,82615,0.2335623159960745
2018,Riverside,Female,White,34687,0.1087341874143904
2018,Riverside,Male,Asian/other,12720,0.126865671641791
2018,Riverside,Male,Black,8325,0.2268299471193988
2018,Riverside,Male,Latinx,86351,0.2149215380379921
2018,Riverside,Male,White,36553,0.1007945162797943
2018,Sacramento,Female,Asian/other,18586,0.1946849446849446
2018,Sacramento,Female,Black,8534,0.2314896624845379
2018,Sacramento,Female,Latinx,25298,0.221407782688369
2018,Sacramento,Female,White,28138,0.1205774705164701
2018,Sacramento,Male,Asian/other,19877,0.1914739884393063
2018,Sacramento,Male,Black,8933,0.3320190570067357
2018,Sacramento,Male,Latinx,26488,0.2654050919824996
2018,Sacramento,Male,White,29761,0.1348080739629217
2018,San Benito,Female,Asian/other,157,0.5285714285714286
2018,San Benito,Female,Black,22,0.0
2018,San Benito,Female,Latinx,2388,0.1325513196480938
2018,San Benito,Female,White,794,0.0790884718498659
2018,San Benito,Male,Asian/other,165,0.0
2018,San Benito,Male,Black,32,0.1176470588235294
2018,San Benito,Male,Latinx,2414,0.146788990825688
2018,San Benito,Male,White,873,0.0433734939759036
2018,San Bernard,Female,Asian/other,10582,0.2357569694183814
2018,San Bernard,Female,Black,10719,0.3349832775919732
2018,San Bernard,Female,Latinx,79733,0.2570177389281377
2018,San Bernard,Female,White,27258,0.1415958873491282
2018,San Bernard,Male,Asian/other,11603,0.1515495086923658
2018,San Bernard,Male,Black,11416,0.3244498777506112
2018,San Bernard,Male,Latinx,84934,0.2591631893537837
2018,San Bernard,Male,White,29614,0.1423342612640478
2018,San Diego,Female,Asian/other,26845,0.2175110572692259
2018,San Diego,Female,Black,8133,0.2086940836940836
2018,San Diego,Female,Latinx,75877,0.2138760928833317
2018,San Diego,Female,White,58313,0.0944286556919942
2018,San Diego,Male,Asian/other,28785,0.0891235567243292
2018,San Diego,Male,Black,9027,0.2599594868332208
2018,San Diego,Male,Latinx,80656,0.219738530489279
2018,San Diego,Male,White,63092,0.0899490806933052
2018,San Francis,Female,Asian/other,9881,0.1714290772608172
2018,San Francis,Female,Black,1649,0.4705394190871369
2018,San Francis,Female,Latinx,5460,0.1692392502756339
2018,San Francis,Female,White,7373,0.0415444770283479
2018,San Francis,Male,Asian/other,10410,0.1361712518313527
2018,San Francis,Male,Black,1541,0.3718820861678004
2018,San Francis,Male,Latinx,5677,0.1649484536082474
2018,San Francis,Male,White,7315,0.0702978266702441
2018,San Joaquin,Female,Asian/other,8535,0.2396517635053256
2018,San Joaquin,Female,Black,3447,0.2939244663382594
2018,San Joaquin,Female,Latinx,23079,0.2330794205794205
2018,San Joaquin,Female,White,10241,0.0789372844552305
2018,San Joaquin,Male,Asian/other,9140,0.1878830503365819
2018,San Joaquin,Male,Black,3487,0.3227557411273486
2018,San Joaquin,Male,Latinx,24706,0.2383679312813171
2018,San Joaquin,Male,White,11098,0.0925875644854738
2018,San Luis Ob,Female,Asian/other,873,0.1481876332622601
2018,San Luis Ob,Female,Black,100,0.1542553191489361
2018,San Luis Ob,Female,Latinx,4292,0.1244147157190635
2018,San Luis Ob,Female,White,6841,0.1015914541094397
2018,San Luis Ob,Male,Asian/other,915,0.1048513302034428
2018,San Luis Ob,Male,Black,126,0.0
2018,San Luis Ob,Male,Latinx,4591,0.1862745098039215
2018,San Luis Ob,Male,White,7450,0.0898492462311557
2018,San Mateo,Female,Asian/other,10724,0.3251158119796559
2018,San Mateo,Female,Black,695,0.3198198198198198
2018,San Mateo,Female,Latinx,12257,0.1813392648091781
2018,San Mateo,Female,White,11697,0.0387298532595621
2018,San Mateo,Male,Asian/other,11319,0.0653802097101066
2018,San Mateo,Male,Black,756,0.3190578158458244
2018,San Mateo,Male,Latinx,12811,0.1422528402223833
2018,San Mateo,Male,White,12211,0.0308354666046078
2018,Santa Barba,Female,Asian/other,1595,0.1158224245873648
2018,Santa Barba,Female,Black,293,0.2231075697211155
2018,Santa Barba,Female,Latinx,13760,0.2189611699445285
2018,Santa Barba,Female,White,6839,0.1155976003691739
2018,Santa Barba,Male,Asian/other,1571,0.1630434782608695
2018,Santa Barba,Male,Black,311,0.23
2018,Santa Barba,Male,Latinx,14439,0.1908366131799374
2018,Santa Barba,Male,White,7195,0.0550581915846016
2018,Santa Clara,Female,Asian/other,37253,0.3111466112253399
2018,Santa Clara,Female,Black,1963,0.1945652173913043
2018,Santa Clara,Female,Latinx,36168,0.1648093115403665
2018,Santa Clara,Female,White,23676,0.038070328392909
2018,Santa Clara,Male,Asian/other,39610,0.0686924654247196
2018,Santa Clara,Male,Black,2067,0.133242692046227
2018,Santa Clara,Male,Latinx,37843,0.1384621353196772
2018,Santa Clara,Male,White,25124,0.0274406647934477
2018,Santa Cruz,Female,Asian/other,1054,0.0535607420706163
2018,Santa Cruz,Female,Black,98,0.1153846153846153
2018,Santa Cruz,Female,Latinx,6826,0.2279608192341941
2018,Santa Cruz,Female,White,5521,0.0850666666666666
2018,Santa Cruz,Male,Asian/other,1027,0.2091346153846154
2018,Santa Cruz,Male,Black,97,0.3012048192771084
2018,Santa Cruz,Male,Latinx,6920,0.2415819209039548
2018,Santa Cruz,Male,White,6026,0.0735708792617277
2018,Shasta,Female,Asian/other,1033,0.1576939381093683
2018,Shasta,Female,Black,99,0.84
2018,Shasta,Female,Latinx,1220,0.4
2018,Shasta,Female,White,6201,0.1348071087993064
2018,Shasta,Male,Asian/other,1048,0.344559585492228
2018,Shasta,Male,Black,95,0.0
2018,Shasta,Male,Latinx,1352,0.3511777301927195
2018,Shasta,Male,White,6387,0.2110673665791776
2018,Sierra,Female,Asian/other,6,0.0
2018,Sierra,Female,Black,0,0.0
2018,Sierra,Female,Latinx,17,0.0
2018,Sierra,Female,White,81,0.2105263157894736
2018,Sierra,Male,Asian/other,6,0.0
2018,Sierra,Male,Black,0,0.0
2018,Sierra,Male,Latinx,9,0.0
2018,Sierra,Male,White,92,0.0
2018,Siskiyou,Female,Asian/other,269,0.1961325966850828
2018,Siskiyou,Female,Black,19,0.0357142857142857
2018,Siskiyou,Female,Latinx,353,0.4415094339622641
2018,Siskiyou,Female,White,1240,0.1170731707317073
2018,Siskiyou,Male,Asian/other,267,0.064516129032258
2018,Siskiyou,Male,Black,26,0.0
2018,Siskiyou,Male,Latinx,388,0.2355212355212355
2018,Siskiyou,Male,White,1383,0.1062378167641325
2018,Solano,Female,Asian/other,4891,0.3081510934393638
2018,Solano,Female,Black,3105,0.2640167364016736
2018,Solano,Female,Latinx,8129,0.1726901319924575
2018,Solano,Female,White,6303,0.0920201294033069
2018,Solano,Male,Asian/other,5360,0.0779950550685547
2018,Solano,Male,Black,3339,0.2184163701067615
2018,Solano,Male,Latinx,8763,0.143594009983361
2018,Solano,Male,White,7035,0.0761061946902654
2018,Sonoma,Female,Asian/other,2153,0.2298181818181818
2018,Sonoma,Female,Black,297,0.2310469314079422
2018,Sonoma,Female,Latinx,9465,0.2144188937228092
2018,Sonoma,Female,White,10647,0.05396865520728
2018,Sonoma,Male,Asian/other,2130,0.0513022888713496
2018,Sonoma,Male,Black,335,0.2486486486486486
2018,Sonoma,Male,Latinx,10003,0.1740954378605139
2018,Sonoma,Male,White,11246,0.0856194972566033
2018,Stanislaus,Female,Asian/other,2728,0.2082416238689166
2018,Stanislaus,Female,Black,856,0.1044546850998463
2018,Stanislaus,Female,Latinx,18481,0.2287992098207986
2018,Stanislaus,Female,White,10298,0.1399555226093402
2018,Stanislaus,Male,Asian/other,3038,0.2949483976099946
2018,Stanislaus,Male,Black,896,0.1243718592964824
2018,Stanislaus,Male,Latinx,19261,0.2205711948742417
2018,Stanislaus,Male,White,10962,0.153643216080402
2018,Sutter,Female,Asian/other,1126,0.2155926809864757
2018,Sutter,Female,Black,100,0.0
2018,Sutter,Female,Latinx,2322,0.1593729588504245
2018,Sutter,Female,White,2205,0.053770086526576
2018,Sutter,Male,Asian/other,1205,0.2214839424141749
2018,Sutter,Male,Black,99,0.2193548387096774
2018,Sutter,Male,Latinx,2537,0.2416713721061547
2018,Sutter,Male,White,2312,0.134684147794994
2018,Tehama,Female,Asian/other,227,0.1771217712177121
2018,Tehama,Female,Black,31,0.0
2018,Tehama,Female,Latinx,1220,0.2836879432624113
2018,Tehama,Female,White,1956,0.2506561679790026
2018,Tehama,Male,Asian/other,235,0.2291666666666666
2018,Tehama,Male,Black,17,0.0
2018,Tehama,Male,Latinx,1310,0.2965879265091863
2018,Tehama,Male,White,2095,0.1208713984539704
2018,Trinity,Female,Asian/other,55,0.0253807106598984
2018,Trinity,Female,Black,0,0.0
2018,Trinity,Female,Latinx,70,0.0
2018,Trinity,Female,White,349,0.0473933649289099
2018,Trinity,Male,Asian/other,84,0.8387096774193549
2018,Trinity,Male,Black,3,0.037037037037037
2018,Trinity,Male,Latinx,74,0.0
2018,Trinity,Male,White,419,0.1489361702127659
2018,Tulare,Female,Asian/other,1546,0.1296016898008449
2018,Tulare,Female,Black,302,0.5714285714285714
2018,Tulare,Female,Latinx,23669,0.3283660897623937
2018,Tulare,Female,White,6307,0.1071669287800494
2018,Tulare,Male,Asian/other,1603,0.2404607631389488
2018,Tulare,Male,Black,353,0.4652278177458033
2018,Tulare,Male,Latinx,25006,0.3809576713698478
2018,Tulare,Male,White,6626,0.1254388017786099
2018,Tuolumne,Female,Asian/other,142,0.5203252032520326
2018,Tuolumne,Female,Black,9,0.0
2018,Tuolumne,Female,Latinx,329,0.0
2018,Tuolumne,Female,White,1430,0.0839694656488549
2018,Tuolumne,Male,Asian/other,181,0.0
2018,Tuolumne,Male,Black,12,0.0
2018,Tuolumne,Male,Latinx,360,0.1422924901185771
2018,Tuolumne,Male,White,1591,0.0798245614035087
2018,Ventura,Female,Asian/other,4472,0.3267266040049039
2018,Ventura,Female,Black,559,0.2058165548098434
2018,Ventura,Female,Latinx,24298,0.1723809019129882
2018,Ventura,Female,White,15246,0.0657372201098436
2018,Ventura,Male,Asian/other,4461,0.0444232147122044
2018,Ventura,Male,Black,618,0.1557093425605536
2018,Ventura,Male,Latinx,25531,0.1598703753713205
2018,Ventura,Male,White,16053,0.0672080433101314
2018,Yolo,Female,Asian/other,2132,0.0538034606594841
2018,Yolo,Female,Black,271,0.3177570093457944
2018,Yolo,Female,Latinx,5210,0.173341303048416
2018,Yolo,Female,White,4488,0.0715434083601286
2018,Yolo,Male,Asian/other,2375,0.185334407735697
2018,Yolo,Male,Black,292,0.1618497109826589
2018,Yolo,Male,Latinx,4942,0.1584835301429459
2018,Yolo,Male,White,4573,0.0557477893118031
2018,Yuba,Female,Asian/other,756,0.2668957617411225
2018,Yuba,Female,Black,135,0.3877551020408163
2018,Yuba,Female,Latinx,1629,0.354679802955665
2018,Yuba,Female,White,1944,0.1338582677165354
2018,Yuba,Male,Asian/other,773,0.1802426343154246
2018,Yuba,Male,Black,130,0.0
2018,Yuba,Male,Latinx,1743,0.3186907838070629
2018,Yuba,Male,White,2292,0.2126398946675444
2019,Alameda,Female,Asian/other,25534,0.0679155265558128
2019,Alameda,Female,Black,8792,0.2801563332741162
2019,Alameda,Female,Latinx,24866,0.1455325154706329
2019,Alameda,Female,White,17549,0.0404600364057587
2019,Alameda,Male,Asian/other,27056,0.0724903278354714
2019,Alameda,Male,Black,9024,0.2204405286343612
2019,Alameda,Male,Latinx,26434,0.16553550736633
2019,Alameda,Male,White,18525,0.0438896398187167
2019,Alpine,Female,Asian/other,17,0.0
2019,Alpine,Female,Black,0,0.0
2019,Alpine,Female,Latinx,11,0.2857142857142857
2019,Alpine,Female,White,33,0.0
2019,Alpine,Male,Asian/other,23,0.0
2019,Alpine,Male,Black,0,0.0
2019,Alpine,Male,Latinx,11,0.7777777777777778
2019,Alpine,Male,White,30,0.0
2019,Amador,Female,Asian/other,108,0.1728395061728395
2019,Amador,Female,Black,2,0.0
2019,Amador,Female,Latinx,218,0.1411290322580645
2019,Amador,Female,White,870,0.1059001512859304
2019,Amador,Male,Asian/other,126,0.0
2019,Amador,Male,Black,18,0.0
2019,Amador,Male,Latinx,277,0.1532258064516129
2019,Amador,Male,White,999,0.2116182572614107
2019,Butte,Female,Asian/other,1290,0.1290200529701097
2019,Butte,Female,Black,165,0.0245901639344262
2019,Butte,Female,Latinx,2453,0.2162312395775431
2019,Butte,Female,White,6174,0.1708567244325116
2019,Butte,Male,Asian/other,1588,0.2606284658040665
2019,Butte,Male,Black,177,0.0
2019,Butte,Male,Latinx,2452,0.1822297679683078
2019,Butte,Male,White,6234,0.1811838847625478
2019,Calaveras,Female,Asian/other,123,0.1833333333333333
2019,Calaveras,Female,Black,10,0.0
2019,Calaveras,Female,Latinx,262,0.6306306306306306
2019,Calaveras,Female,White,1254,0.0841320553780617
2019,Calaveras,Male,Asian/other,155,1.0
2019,Calaveras,Male,Black,18,0.0
2019,Calaveras,Male,Latinx,330,0.0893470790378006
2019,Calaveras,Male,White,1343,0.1571428571428571
2019,Colusa,Female,Asian/other,63,0.0
2019,Colusa,Female,Black,7,0.0
2019,Colusa,Female,Latinx,927,0.1863945578231292
2019,Colusa,Female,White,296,0.2582417582417582
2019,Colusa,Male,Asian/other,70,0.0
2019,Colusa,Male,Black,13,0.0
2019,Colusa,Male,Latinx,1081,0.123076923076923
2019,Colusa,Male,White,384,0.3188976377952756
2019,Contra Cost,Female,Asian/other,12418,0.332743716299107
2019,Contra Cost,Female,Black,5340,0.2978477204350844
2019,Contra Cost,Female,Latinx,20015,0.182478721195765
2019,Contra Cost,Female,White,19955,0.0389445642521882
2019,Contra Cost,Male,Asian/other,13345,0.0511468870209431
2019,Contra Cost,Male,Black,5633,0.2369486948694869
2019,Contra Cost,Male,Latinx,20966,0.1494468525587112
2019,Contra Cost,Male,White,20698,0.0476816219260371
2019,Del Norte,Female,Asian/other,266,0.0297202797202797
2019,Del Norte,Female,Black,6,0.0
2019,Del Norte,Female,Latinx,283,0.296028880866426
2019,Del Norte,Female,White,652,0.3177189409368635
2019,Del Norte,Male,Asian/other,293,1.0
2019,Del Norte,Male,Black,14,0.0
2019,Del Norte,Male,Latinx,294,0.1576354679802955
2019,Del Norte,Male,White,717,0.3058823529411765
2019,El Dorado,Female,Asian/other,900,0.3682719546742209
2019,El Dorado,Female,Black,48,0.0
2019,El Dorado,Female,Latinx,1944,0.1512884455527847
2019,El Dorado,Female,White,6305,0.1189807816886201
2019,El Dorado,Male,Asian/other,997,0.0
2019,El Dorado,Male,Black,69,0.1304347826086956
2019,El Dorado,Male,Latinx,2392,0.0981675392670157
2019,El Dorado,Male,White,6956,0.0735547886108714
2019,Fresno,Female,Asian/other,7509,0.1791562515941437
2019,Fresno,Female,Black,2836,0.4287833827893175
2019,Fresno,Female,Latinx,38686,0.3384092940125112
2019,Fresno,Female,White,11931,0.1253449862005519
2019,Fresno,Male,Asian/other,8043,0.2340838091134331
2019,Fresno,Male,Black,3207,0.4375600384245917
2019,Fresno,Male,Latinx,40698,0.3301816202979389
2019,Fresno,Male,White,12459,0.1282736504543025
2019,Glenn,Female,Asian/other,112,0.0998552821997105
2019,Glenn,Female,Black,19,0.0
2019,Glenn,Female,Latinx,845,0.3939873417721519
2019,Glenn,Female,White,686,0.0080645161290322
2019,Glenn,Male,Asian/other,124,0.0
2019,Glenn,Male,Black,9,0.0
2019,Glenn,Male,Latinx,903,0.3130016051364366
2019,Glenn,Male,White,753,0.0578158458244111
2019,Humboldt,Female,Asian/other,1176,0.1493857493857494
2019,Humboldt,Female,Black,73,0.0
2019,Humboldt,Female,Latinx,1069,0.2395382395382395
2019,Humboldt,Female,White,3921,0.1913112793941809
2019,Humboldt,Male,Asian/other,1180,0.609375
2019,Humboldt,Male,Black,74,0.0
2019,Humboldt,Male,Latinx,1198,0.2521847690387016
2019,Humboldt,Male,White,4081,0.1305627068775285
2019,Imperial,Female,Asian/other,342,0.2559652928416486
2019,Imperial,Female,Black,101,0.4533333333333333
2019,Imperial,Female,Latinx,9867,0.3192462987886945
2019,Imperial,Female,White,864,0.1464226289517471
2019,Imperial,Male,Asian/other,325,0.0862068965517241
2019,Imperial,Male,Black,122,0.6615384615384615
2019,Imperial,Male,Latinx,10328,0.3246316877746187
2019,Imperial,Male,White,916,0.3262295081967213
2019,Inyo,Female,Asian/other,141,0.0
2019,Inyo,Female,Black,4,0.0
2019,Inyo,Female,Latinx,302,0.0932203389830508
2019,Inyo,Female,White,365,0.0535714285714285
2019,Inyo,Male,Asian/other,170,0.0
2019,Inyo,Male,Black,1,0.0
2019,Inyo,Male,Latinx,340,0.0579710144927536
2019,Inyo,Male,White,430,0.0122699386503067
2019,Kern,Female,Asian/other,3550,0.2055367895432515
2019,Kern,Female,Black,2922,0.4402712571726656
2019,Kern,Female,Latinx,34805,0.3029428095502499
2019,Kern,Female,White,14311,0.1391198539849929
2019,Kern,Male,Asian/other,3679,0.2401484865790976
2019,Kern,Male,Black,2977,0.4826235927557513
2019,Kern,Male,Latinx,36711,0.284589845935763
2019,Kern,Male,White,15316,0.1567666282199154
2019,Kings,Female,Asian/other,788,0.3624260355029586
2019,Kings,Female,Black,479,0.1777777777777777
2019,Kings,Female,Latinx,6672,0.2964991664682067
2019,Kings,Female,White,2658,0.1509308510638297
2019,Kings,Male,Asian/other,861,0.1639639639639639
2019,Kings,Male,Black,523,0.1859154929577464
2019,Kings,Male,Latinx,7025,0.2905081495685522
2019,Kings,Male,White,2799,0.1201690821256038
2019,Lake,Female,Asian/other,324,0.1796610169491525
2019,Lake,Female,Black,37,0.0
2019,Lake,Female,Latinx,899,0.3817126269956458
2019,Lake,Female,White,1609,0.2658227848101265
2019,Lake,Male,Asian/other,310,0.660377358490566
2019,Lake,Male,Black,49,0.0
2019,Lake,Male,Latinx,1012,0.1830417227456258
2019,Lake,Male,White,1776,0.1462555066079295
2019,Lassen,Female,Asian/other,98,0.288135593220339
2019,Lassen,Female,Black,14,0.0
2019,Lassen,Female,Latinx,169,0.131578947368421
2019,Lassen,Female,White,695,0.1908256880733945
2019,Lassen,Male,Asian/other,116,0.8
2019,Lassen,Male,Black,33,0.0
2019,Lassen,Male,Latinx,217,0.2272727272727272
2019,Lassen,Male,White,784,0.1196698762035763
2019,Los Angeles,Female,Asian/other,63279,0.1839733733587152
2019,Los Angeles,Female,Black,37975,0.2686202686202686
2019,Los Angeles,Female,Latinx,311242,0.2496876447100556
2019,Los Angeles,Female,White,84753,0.0837873874467069
2019,Los Angeles,Male,Asian/other,66763,0.1099298511099426
2019,Los Angeles,Male,Black,39665,0.2588252262647387
2019,Los Angeles,Male,Latinx,326747,0.2437133778635734
