Index,County,Year,Sex,Sentencing status,Offense_Category,Jail_ADP
533,Humboldt,2019,Female,Sentenced,Felony,16
534,Imperial,2019,Female,Sentenced,Felony,34
535,Inyo,2019,Female,Sentenced,Felony,2
536,Kern,2019,Female,Sentenced,Felony,32
537,Kings,2019,Female,Sentenced,Felony,25
538,Lake,2019,Female,Sentenced,Felony,16
539,Lassen,2019,Female,Sentenced,Felony,13
540,Los Angeles,2019,Female,Sentenced,Felony,717
541,Madera,2019,Female,Sentenced,Felony,13
542,Marin,2019,Female,Sentenced,Felony,13
543,Mariposa,2019,Female,Sentenced,Felony,2
544,Mendocino,2019,Female,Sentenced,Felony,8
545,Merced,2019,Female,Sentenced,Felony,3
546,Modoc,2019,Female,Sentenced,Felony,3
547,Mono,2019,Female,Sentenced,Felony,0
548,Monterey,2019,Female,Sentenced,Felony,40
549,Napa,2019,Female,Sentenced,Felony,15
550,Nevada,2019,Female,Sentenced,Felony,7
551,Orange,2019,Female,Sentenced,Felony,213
552,Placer,2019,Female,Sentenced,Felony,35
553,Plumas,2019,Female,Sentenced,Felony,2
554,Riverside,2019,Female,Sentenced,Felony,130
555,Sacramento,2019,Female,Sentenced,Felony,160
556,San Benito,2019,Female,Sentenced,Felony,4
557,San Bernardino,2019,Female,Sentenced,Felony,142
558,San Diego,2019,Female,Sentenced,Felony,354
559,San Francisco,2019,Female,Sentenced,Felony,53
560,San Joaquin,2019,Female,Sentenced,Felony,15
561,San Luis Obispo,2019,Female,Sentenced,Felony,43
562,San Mateo,2019,Female,Sentenced,Felony,30
563,Santa Barbara,2019,Female,Sentenced,Felony,35
564,Santa Clara,2019,Female,Sentenced,Felony,36
565,Santa Cruz,2019,Female,Sentenced,Felony,12
566,Shasta,2019,Female,Sentenced,Felony,14
567,Sierra,2019,Female,Sentenced,Felony,0
568,Siskiyou,2019,Female,Sentenced,Felony,4
569,Solano,2019,Female,Sentenced,Felony,14
570,Sonoma,2019,Female,Sentenced,Felony,47
571,Stanislaus,2019,Female,Sentenced,Felony,31
572,Sutter,2019,Female,Sentenced,Felony,10
573,Tehama,2019,Female,Sentenced,Felony,0
574,Trinity,2019,Female,Sentenced,Felony,2
575,Tulare,2019,Female,Sentenced,Felony,91
576,Tuolumne,2019,Female,Sentenced,Felony,7
577,Ventura,2019,Female,Sentenced,Felony,69
578,Yolo,2019,Female,Sentenced,Felony,9
579,Yuba,2019,Female,Sentenced,Felony,8
580,Alameda,2020,Female,Sentenced,Felony,11
581,Alpine,2020,Female,Sentenced,Felony,0
582,Amador,2020,Female,Sentenced,Felony,1
583,Butte,2020,Female,Sentenced,Felony,22
584,Calaveras,2020,Female,Sentenced,Felony,1
585,Colusa,2020,Female,Sentenced,Felony,0
586,Contra Costa,2020,Female,Sentenced,Felony,8
587,Del Norte,2020,Female,Sentenced,Felony,1
588,El Dorado,2020,Female,Sentenced,Felony,16
589,Fresno,2020,Female,Sentenced,Felony,12
590,Glenn,2020,Female,Sentenced,Felony,3
591,Humboldt,2020,Female,Sentenced,Felony,5
592,Imperial,2020,Female,Sentenced,Felony,18
593,Inyo,2020,Female,Sentenced,Felony,1
594,Kern,2020,Female,Sentenced,Felony,9
595,Kings,2020,Female,Sentenced,Felony,12
596,Lake,2020,Female,Sentenced,Felony,7
597,Lassen,2020,Female,Sentenced,Felony,0
598,Los Angeles,2020,Female,Sentenced,Felony,391
599,Madera,2020,Female,Sentenced,Felony,7
600,Marin,2020,Female,Sentenced,Felony,4
601,Mariposa,2020,Female,Sentenced,Felony,0
602,Mendocino,2020,Female,Sentenced,Felony,0
603,Merced,2020,Female,Sentenced,Felony,0
604,Modoc,2020,Female,Sentenced,Felony,1
605,Mono,2020,Female,Sentenced,Felony,0
606,Monterey,2020,Female,Sentenced,Felony,42
607,Napa,2020,Female,Sentenced,Felony,2
608,Nevada,2020,Female,Sentenced,Felony,5
609,Orange,2020,Female,Sentenced,Felony,78
610,Placer,2020,Female,Sentenced,Felony,16
611,Plumas,2020,Female,Sentenced,Felony,1
612,Riverside,2020,Female,Sentenced,Felony,53
613,Sacramento,2020,Female,Sentenced,Felony,108
614,San Benito,2020,Female,Sentenced,Felony,3
615,San Bernardino,2020,Female,Sentenced,Felony,77
616,San Diego,2020,Female,Sentenced,Felony,157
617,San Francisco,2020,Female,Sentenced,Felony,43
618,San Joaquin,2020,Female,Sentenced,Felony,7
619,San Luis Obispo,2020,Female,Sentenced,Felony,15
620,San Mateo,2020,Female,Sentenced,Felony,23
621,Santa Barbara,2020,Female,Sentenced,Felony,20
622,Santa Clara,2020,Female,Sentenced,Felony,22
623,Santa Cruz,2020,Female,Sentenced,Felony,3
624,Shasta,2020,Female,Sentenced,Felony,3
625,Sierra,2020,Female,Sentenced,Felony,0
626,Siskiyou,2020,Female,Sentenced,Felony,1
627,Solano,2020,Female,Sentenced,Felony,5
628,Sonoma,2020,Female,Sentenced,Felony,23
629,Stanislaus,2020,Female,Sentenced,Felony,19
630,Sutter,2020,Female,Sentenced,Felony,7
631,Tehama,2020,Female,Sentenced,Felony,0
632,Trinity,2020,Female,Sentenced,Felony,5
633,Tulare,2020,Female,Sentenced,Felony,43
634,Tuolumne,2020,Female,Sentenced,Felony,2
635,Ventura,2020,Female,Sentenced,Felony,55
636,Yolo,2020,Female,Sentenced,Felony,3
637,Yuba,2020,Female,Sentenced,Felony,4
638,Alameda,2021,Female,Sentenced,Felony,10
639,Alpine,2021,Female,Sentenced,Felony,0
640,Amador,2021,Female,Sentenced,Felony,7
641,Butte,2021,Female,Sentenced,Felony,18
642,Calaveras,2021,Female,Sentenced,Felony,1
643,Colusa,2021,Female,Sentenced,Felony,1
644,Contra Costa,2021,Female,Sentenced,Felony,4
645,Del Norte,2021,Female,Sentenced,Felony,0
646,El Dorado,2021,Female,Sentenced,Felony,0
647,Fresno,2021,Female,Sentenced,Felony,31
648,Glenn,2021,Female,Sentenced,Felony,5
649,Humboldt,2021,Female,Sentenced,Felony,4
650,Imperial,2021,Female,Sentenced,Felony,16
651,Inyo,2021,Female,Sentenced,Felony,2
652,Kern,2021,Female,Sentenced,Felony,11
653,Kings,2021,Female,Sentenced,Felony,12
654,Lake,2021,Female,Sentenced,Felony,3
655,Lassen,2021,Female,Sentenced,Felony,5
656,Los Angeles,2021,Female,Sentenced,Felony,335
657,Madera,2021,Female,Sentenced,Felony,7
658,Marin,2021,Female,Sentenced,Felony,6
659,Mariposa,2021,Female,Sentenced,Felony,2
660,Mendocino,2021,Female,Sentenced,Felony,0
661,Merced,2021,Female,Sentenced,Felony,0
662,Modoc,2021,Female,Sentenced,Felony,1
663,Mono,2021,Female,Sentenced,Felony,0
664,Monterey,2021,Female,Sentenced,Felony,0
665,Napa,2021,Female,Sentenced,Felony,6
666,Nevada,2021,Female,Sentenced,Felony,3
667,Orange,2021,Female,Sentenced,Felony,101
668,Placer,2021,Female,Sentenced,Felony,15
669,Plumas,2021,Female,Sentenced,Felony,4
670,Riverside,2021,Female,Sentenced,Felony,24
671,Sacramento,2021,Female,Sentenced,Felony,102
672,San Benito,2021,Female,Sentenced,Felony,0
673,San Bernardino,2021,Female,Sentenced,Felony,18
674,San Diego,2021,Female,Sentenced,Felony,165
675,San Francisco,2021,Female,Sentenced,Felony,7
676,San Joaquin,2021,Female,Sentenced,Felony,35
677,San Luis Obispo,2021,Female,Sentenced,Felony,14
678,San Mateo,2021,Female,Sentenced,Felony,24
679,Santa Barbara,2021,Female,Sentenced,Felony,3
680,Santa Clara,2021,Female,Sentenced,Felony,14
681,Santa Cruz,2021,Female,Sentenced,Felony,1
682,Shasta,2021,Female,Sentenced,Felony,8
683,Sierra,2021,Female,Sentenced,Felony,0
684,Siskiyou,2021,Female,Sentenced,Felony,0
685,Solano,2021,Female,Sentenced,Felony,7
686,Sonoma,2021,Female,Sentenced,Felony,21
687,Stanislaus,2021,Female,Sentenced,Felony,31
688,Sutter,2021,Female,Sentenced,Felony,3
689,Tehama,2021,Female,Sentenced,Felony,0
690,Trinity,2021,Female,Sentenced,Felony,0
691,Tulare,2021,Female,Sentenced,Felony,37
692,Tuolumne,2021,Female,Sentenced,Felony,3
693,Ventura,2021,Female,Sentenced,Felony,47
694,Yolo,2021,Female,Sentenced,Felony,3
695,Yuba,2021,Female,Sentenced,Felony,11
696,Alameda,2022,Female,Sentenced,Felony,12
697,Alpine,2022,Female,Sentenced,Felony,0
698,Amador,2022,Female,Sentenced,Felony,1
699,Butte,2022,Female,Sentenced,Felony,21
700,Calaveras,2022,Female,Sentenced,Felony,3
701,Colusa,2022,Female,Sentenced,Felony,4
702,Contra Costa,2022,Female,Sentenced,Felony,15
703,Del Norte,2022,Female,Sentenced,Felony,3
704,El Dorado,2022,Female,Sentenced,Felony,7
705,Fresno,2022,Female,Sentenced,Felony,31
706,Glenn,2022,Female,Sentenced,Felony,1
707,Humboldt,2022,Female,Sentenced,Felony,8
708,Imperial,2022,Female,Sentenced,Felony,32
709,Inyo,2022,Female,Sentenced,Felony,2
710,Kern,2022,Female,Sentenced,Felony,9
711,Kings,2022,Female,Sentenced,Felony,11
712,Lake,2022,Female,Sentenced,Felony,8
713,Lassen,2022,Female,Sentenced,Felony,7
714,Los Angeles,2022,Female,Sentenced,Felony,434
715,Madera,2022,Female,Sentenced,Felony,3
716,Marin,2022,Female,Sentenced,Felony,7
717,Mariposa,2022,Female,Sentenced,Felony,2
718,Mendocino,2022,Female,Sentenced,Felony,4
719,Merced,2022,Female,Sentenced,Felony,0
720,Modoc,2022,Female,Sentenced,Felony,3
721,Mono,2022,Female,Sentenced,Felony,1
722,Monterey,2022,Female,Sentenced,Felony,45
723,Napa,2022,Female,Sentenced,Felony,10
724,Nevada,2022,Female,Sentenced,Felony,5
725,Orange,2022,Female,Sentenced,Felony,84
726,Placer,2022,Female,Sentenced,Felony,23
727,Plumas,2022,Female,Sentenced,Felony,3
728,Riverside,2022,Female,Sentenced,Felony,31
729,Sacramento,2022,Female,Sentenced,Felony,109
730,San Benito,2022,Female,Sentenced,Felony,1
731,San Bernardino,2022,Female,Sentenced,Felony,60
732,San Diego,2022,Female,Sentenced,Felony,167
733,San Francisco,2022,Female,Sentenced,Felony,45
734,San Joaquin,2022,Female,Sentenced,Felony,6
735,San Luis Obispo,2022,Female,Sentenced,Felony,24
736,San Mateo,2022,Female,Sentenced,Felony,15
737,Santa Barbara,2022,Female,Sentenced,Felony,17
738,Santa Clara,2022,Female,Sentenced,Felony,22
739,Santa Cruz,2022,Female,Sentenced,Felony,3
740,Shasta,2022,Female,Sentenced,Felony,6
741,Sierra,2022,Female,Sentenced,Felony,0
742,Siskiyou,2022,Female,Sentenced,Felony,0
743,Solano,2022,Female,Sentenced,Felony,4
744,Sonoma,2022,Female,Sentenced,Felony,19
745,Stanislaus,2022,Female,Sentenced,Felony,39
746,Sutter,2022,Female,Sentenced,Felony,1
747,Tehama,2022,Female,Sentenced,Felony,0
748,Trinity,2022,Female,Sentenced,Felony,1
749,Tulare,2022,Female,Sentenced,Felony,44
750,Tuolumne,2022,Female,Sentenced,Felony,13
751,Ventura,2022,Female,Sentenced,Felony,61
752,Yolo,2022,Female,Sentenced,Felony,3
753,Yuba,2022,Female,Sentenced,Felony,5
754,Alameda,2023,Female,Sentenced,Felony,12
755,Alpine,2023,Female,Sentenced,Felony,0
756,Amador,2023,Female,Sentenced,Felony,4
757,Butte,2023,Female,Sentenced,Felony,18
758,Calaveras,2023,Female,Sentenced,Felony,3
759,Colusa,2023,Female,Sentenced,Felony,0
760,Contra Costa,2023,Female,Sentenced,Felony,15
761,Del Norte,2023,Female,Sentenced,Felony,3
762,El Dorado,2023,Female,Sentenced,Felony,3
763,Fresno,2023,Female,Sentenced,Felony,44
764,Glenn,2023,Female,Sentenced,Felony,5
765,Humboldt,2023,Female,Sentenced,Felony,6
766,Imperial,2023,Female,Sentenced,Felony,17
767,Inyo,2023,Female,Sentenced,Felony,0
768,Kern,2023,Female,Sentenced,Felony,14
769,Kings,2023,Female,Sentenced,Felony,15
770,Lake,2023,Female,Sentenced,Felony,12
771,Lassen,2023,Female,Sentenced,Felony,3
772,Los Angeles,2023,Female,Sentenced,Felony,329
773,Madera,2023,Female,Sentenced,Felony,0
774,Marin,2023,Female,Sentenced,Felony,3
775,Mariposa,2023,Female,Sentenced,Felony,2
776,Mendocino,2023,Female,Sentenced,Felony,3
777,Merced,2023,Female,Sentenced,Felony,0
778,Modoc,2023,Female,Sentenced,Felony,1
779,Mono,2023,Female,Sentenced,Felony,1
780,Monterey,2023,Female,Sentenced,Felony,44
781,Napa,2023,Female,Sentenced,Felony,5
782,Nevada,2023,Female,Sentenced,Felony,5
783,Orange,2023,Female,Sentenced,Felony,98
784,Placer,2023,Female,Sentenced,Felony,16
785,Plumas,2023,Female,Sentenced,Felony,2
786,Riverside,2023,Female,Sentenced,Felony,48
787,Sacramento,2023,Female,Sentenced,Felony,105
788,San Benito,2023,Female,Sentenced,Felony,1
789,San Bernardino,2023,Female,Sentenced,Felony,55
790,San Diego,2023,Female,Sentenced,Felony,228
791,San Francisco,2023,Female,Sentenced,Felony,11
792,San Joaquin,2023,Female,Sentenced,Felony,24
793,San Luis Obispo,2023,Female,Sentenced,Felony,23
794,San Mateo,2023,Female,Sentenced,Felony,36
795,Santa Barbara,2023,Female,Sentenced,Felony,19
796,Santa Clara,2023,Female,Sentenced,Felony,17
797,Santa Cruz,2023,Female,Sentenced,Felony,0
798,Shasta,2023,Female,Sentenced,Felony,17
799,Sierra,2023,Female,Sentenced,Felony,0
800,Siskiyou,2023,Female,Sentenced,Felony,0
801,Solano,2023,Female,Sentenced,Felony,4
802,Sonoma,2023,Female,Sentenced,Felony,26
803,Stanislaus,2023,Female,Sentenced,Felony,57
804,Sutter,2023,Female,Sentenced,Felony,1
805,Tehama,2023,Female,Sentenced,Felony,0
806,Trinity,2023,Female,Sentenced,Felony,1
807,Tulare,2023,Female,Sentenced,Felony,49
808,Tuolumne,2023,Female,Sentenced,Felony,12
809,Ventura,2023,Female,Sentenced,Felony,56
810,Yolo,2023,Female,Sentenced,Felony,5
811,Yuba,2023,Female,Sentenced,Felony,12
812,Alameda,2017,Male,Unsentenced,Felony,1859
813,Alpine,2017,Male,Unsentenced,Felony,0
814,Amador,2017,Male,Unsentenced,Felony,25
815,Butte,2017,Male,Unsentenced,Felony,265
816,Calaveras,2017,Male,Unsentenced,Felony,46
817,Colusa,2017,Male,Unsentenced,Felony,20
818,Contra Costa,2017,Male,Unsentenced,Felony,790
819,Del Norte,2017,Male,Unsentenced,Felony,32
820,El Dorado,2017,Male,Unsentenced,Felony,140
821,Fresno,2017,Male,Unsentenced,Felony,1734
822,Glenn,2017,Male,Unsentenced,Felony,43
823,Humboldt,2017,Male,Unsentenced,Felony,208
824,Imperial,2017,Male,Unsentenced,Felony,215
825,Inyo,2017,Male,Unsentenced,Felony,16
826,Kern,2017,Male,Unsentenced,Felony,983
827,Kings,2017,Male,Unsentenced,Felony,238
828,Lake,2017,Male,Unsentenced,Felony,132
829,Lassen,2017,Male,Unsentenced,Felony,43
830,Los Angeles,2017,Male,Unsentenced,Felony,7744
831,Madera,2017,Male,Unsentenced,Felony,253
832,Marin,2017,Male,Unsentenced,Felony,181
833,Mariposa,2017,Male,Unsentenced,Felony,14
834,Mendocino,2017,Male,Unsentenced,Felony,60
835,Merced,2017,Male,Unsentenced,Felony,592
836,Modoc,2017,Male,Unsentenced,Felony,19
837,Mono,2017,Male,Unsentenced,Felony,9
838,Monterey,2017,Male,Unsentenced,Felony,428
839,Napa,2017,Male,Unsentenced,Felony,89
840,Nevada,2017,Male,Unsentenced,Felony,119
841,Orange,2017,Male,Unsentenced,Felony,1978
842,Placer,2017,Male,Unsentenced,Felony,312
843,Plumas,2017,Male,Unsentenced,Felony,19
844,Riverside,2017,Male,Unsentenced,Felony,2150
845,Sacramento,2017,Male,Unsentenced,Felony,1747
846,San Benito,2017,Male,Unsentenced,Felony,59
847,San Bernardino,2017,Male,Unsentenced,Felony,2402
848,San Diego,2017,Male,Unsentenced,Felony,2086
849,San Francisco,2017,Male,Unsentenced,Felony,5
850,San Joaquin,2017,Male,Unsentenced,Felony,894
851,San Luis Obispo,2017,Male,Unsentenced,Felony,537
852,San Mateo,2017,Male,Unsentenced,Felony,191
853,Santa Barbara,2017,Male,Unsentenced,Felony,0
854,Santa Clara,2017,Male,Unsentenced,Felony,465
855,Santa Cruz,2017,Male,Unsentenced,Felony,679
856,Shasta,2017,Male,Unsentenced,Felony,239
857,Sierra,2017,Male,Unsentenced,Felony,0
858,Siskiyou,2017,Male,Unsentenced,Felony,73
859,Solano,2017,Male,Unsentenced,Felony,503
860,Sonoma,2017,Male,Unsentenced,Felony,360
861,Stanislaus,2017,Male,Unsentenced,Felony,621
862,Sutter,2017,Male,Unsentenced,Felony,125
863,Tehama,2017,Male,Unsentenced,Felony,0
864,Trinity,2017,Male,Unsentenced,Felony,0
865,Tulare,2017,Male,Unsentenced,Felony,843
866,Tuolumne,2017,Male,Unsentenced,Felony,93
867,Ventura,2017,Male,Unsentenced,Felony,631
868,Yolo,2017,Male,Unsentenced,Felony,220
869,Yuba,2017,Male,Unsentenced,Felony,271
870,Alameda,2018,Male,Unsentenced,Felony,1819
871,Alpine,2018,Male,Unsentenced,Felony,0
872,Amador,2018,Male,Unsentenced,Felony,29
873,Butte,2018,Male,Unsentenced,Felony,276
874,Calaveras,2018,Male,Unsentenced,Felony,43
875,Colusa,2018,Male,Unsentenced,Felony,20
876,Contra Costa,2018,Male,Unsentenced,Felony,673
877,Del Norte,2018,Male,Unsentenced,Felony,29
878,El Dorado,2018,Male,Unsentenced,Felony,142
879,Fresno,2018,Male,Unsentenced,Felony,1840
880,Glenn,2018,Male,Unsentenced,Felony,58
881,Humboldt,2018,Male,Unsentenced,Felony,211
882,Imperial,2018,Male,Unsentenced,Felony,249
883,Inyo,2018,Male,Unsentenced,Felony,10
884,Kern,2018,Male,Unsentenced,Felony,1259
885,Kings,2018,Male,Unsentenced,Felony,235
886,Lake,2018,Male,Unsentenced,Felony,95
887,Lassen,2018,Male,Unsentenced,Felony,30
888,Los Angeles,2018,Male,Unsentenced,Felony,8095
889,Madera,2018,Male,Unsentenced,Felony,255
890,Marin,2018,Male,Unsentenced,Felony,141
891,Mariposa,2018,Male,Unsentenced,Felony,12
892,Mendocino,2018,Male,Unsentenced,Felony,44
893,Merced,2018,Male,Unsentenced,Felony,561
894,Modoc,2018,Male,Unsentenced,Felony,19
895,Mono,2018,Male,Unsentenced,Felony,7
896,Monterey,2018,Male,Unsentenced,Felony,410
897,Napa,2018,Male,Unsentenced,Felony,124
898,Nevada,2018,Male,Unsentenced,Felony,126
899,Orange,2018,Male,Unsentenced,Felony,2046
900,Placer,2018,Male,Unsentenced,Felony,293
901,Plumas,2018,Male,Unsentenced,Felony,15
902,Riverside,2018,Male,Unsentenced,Felony,2238
903,Sacramento,2018,Male,Unsentenced,Felony,1636
904,San Benito,2018,Male,Unsentenced,Felony,47
905,San Bernardino,2018,Male,Unsentenced,Felony,2459
906,San Diego,2018,Male,Unsentenced,Felony,2136
907,San Francisco,2018,Male,Unsentenced,Felony,960
908,San Joaquin,2018,Male,Unsentenced,Felony,724
909,San Luis Obispo,2018,Male,Unsentenced,Felony,163
910,San Mateo,2018,Male,Unsentenced,Felony,515
911,Santa Barbara,2018,Male,Unsentenced,Felony,400
912,Santa Clara,2018,Male,Unsentenced,Felony,1770
913,Santa Cruz,2018,Male,Unsentenced,Felony,52
914,Shasta,2018,Male,Unsentenced,Felony,188
915,Sierra,2018,Male,Unsentenced,Felony,0
916,Siskiyou,2018,Male,Unsentenced,Felony,73
917,Solano,2018,Male,Unsentenced,Felony,457
918,Sonoma,2018,Male,Unsentenced,Felony,376
919,Stanislaus,2018,Male,Unsentenced,Felony,705
920,Sutter,2018,Male,Unsentenced,Felony,113
921,Tehama,2018,Male,Unsentenced,Felony,0
922,Trinity,2018,Male,Unsentenced,Felony,43
923,Tulare,2018,Male,Unsentenced,Felony,689
924,Tuolumne,2018,Male,Unsentenced,Felony,72
925,Ventura,2018,Male,Unsentenced,Felony,0
926,Yolo,2018,Male,Unsentenced,Felony,178
927,Yuba,2018,Male,Unsentenced,Felony,242
928,Alameda,2019,Male,Unsentenced,Felony,1832
929,Alpine,2019,Male,Unsentenced,Felony,0
930,Amador,2019,Male,Unsentenced,Felony,40
931,Butte,2019,Male,Unsentenced,Felony,270
932,Calaveras,2019,Male,Unsentenced,Felony,52
933,Colusa,2019,Male,Unsentenced,Felony,20
934,Contra Costa,2019,Male,Unsentenced,Felony,607
935,Del Norte,2019,Male,Unsentenced,Felony,37
936,El Dorado,2019,Male,Unsentenced,Felony,177
937,Fresno,2019,Male,Unsentenced,Felony,1906
938,Glenn,2019,Male,Unsentenced,Felony,38
939,Humboldt,2019,Male,Unsentenced,Felony,220
940,Imperial,2019,Male,Unsentenced,Felony,171
941,Inyo,2019,Male,Unsentenced,Felony,13
942,Kern,2019,Male,Unsentenced,Felony,1391
943,Kings,2019,Male,Unsentenced,Felony,285
944,Lake,2019,Male,Unsentenced,Felony,97
945,Lassen,2019,Male,Unsentenced,Felony,31
946,Los Angeles,2019,Male,Unsentenced,Felony,8069
947,Madera,2019,Male,Unsentenced,Felony,244
948,Marin,2019,Male,Unsentenced,Felony,126
949,Mariposa,2019,Male,Unsentenced,Felony,14
950,Mendocino,2019,Male,Unsentenced,Felony,63
951,Merced,2019,Male,Unsentenced,Felony,506
952,Modoc,2019,Male,Unsentenced,Felony,22
953,Mono,2019,Male,Unsentenced,Felony,12
954,Monterey,2019,Male,Unsentenced,Felony,450
955,Napa,2019,Male,Unsentenced,Felony,100
956,Nevada,2019,Male,Unsentenced,Felony,120
957,Orange,2019,Male,Unsentenced,Felony,1779
958,Placer,2019,Male,Unsentenced,Felony,281
959,Plumas,2019,Male,Unsentenced,Felony,17
960,Riverside,2019,Male,Unsentenced,Felony,2271
961,Sacramento,2019,Male,Unsentenced,Felony,1681
962,San Benito,2019,Male,Unsentenced,Felony,50
963,San Bernardino,2019,Male,Unsentenced,Felony,2598
964,San Diego,2019,Male,Unsentenced,Felony,2142
965,San Francisco,2019,Male,Unsentenced,Felony,2
966,San Joaquin,2019,Male,Unsentenced,Felony,818
967,San Luis Obispo,2019,Male,Unsentenced,Felony,539
968,San Mateo,2019,Male,Unsentenced,Felony,224
969,Santa Barbara,2019,Male,Unsentenced,Felony,456
970,Santa Clara,2019,Male,Unsentenced,Felony,390
971,Santa Cruz,2019,Male,Unsentenced,Felony,330
972,Shasta,2019,Male,Unsentenced,Felony,225
973,Sierra,2019,Male,Unsentenced,Felony,0
974,Siskiyou,2019,Male,Unsentenced,Felony,63
975,Solano,2019,Male,Unsentenced,Felony,446
976,Sonoma,2019,Male,Unsentenced,Felony,435
977,Stanislaus,2019,Male,Unsentenced,Felony,739
978,Sutter,2019,Male,Unsentenced,Felony,118
979,Tehama,2019,Male,Unsentenced,Felony,0
980,Trinity,2019,Male,Unsentenced,Felony,32
981,Tulare,2019,Male,Unsentenced,Felony,719
982,Tuolumne,2019,Male,Unsentenced,Felony,76
983,Ventura,2019,Male,Unsentenced,Felony,628
984,Yolo,2019,Male,Unsentenced,Felony,181
985,Yuba,2019,Male,Unsentenced,Felony,267
986,Alameda,2020,Male,Unsentenced,Felony,1776
987,Alpine,2020,Male,Unsentenced,Felony,0
988,Amador,2020,Male,Unsentenced,Felony,31
989,Butte,2020,Male,Unsentenced,Felony,312
990,Calaveras,2020,Male,Unsentenced,Felony,48
991,Colusa,2020,Male,Unsentenced,Felony,9
992,Contra Costa,2020,Male,Unsentenced,Felony,505
993,Del Norte,2020,Male,Unsentenced,Felony,57
994,El Dorado,2020,Male,Unsentenced,Felony,177
995,Fresno,2020,Male,Unsentenced,Felony,2154
996,Glenn,2020,Male,Unsentenced,Felony,41
997,Humboldt,2020,Male,Unsentenced,Felony,194
998,Imperial,2020,Male,Unsentenced,Felony,79
999,Inyo,2020,Male,Unsentenced,Felony,33
1000,Kern,2020,Male,Unsentenced,Felony,1547
1001,Kings,2020,Male,Unsentenced,Felony,304
1002,Lake,2020,Male,Unsentenced,Felony,111
1003,Lassen,2020,Male,Unsentenced,Felony,0
1004,Los Angeles,2020,Male,Unsentenced,Felony,7882
1005,Madera,2020,Male,Unsentenced,Felony,231
1006,Marin,2020,Male,Unsentenced,Felony,126
1007,Mariposa,2020,Male,Unsentenced,Felony,10
1008,Mendocino,2020,Male,Unsentenced,Felony,0
1009,Merced,2020,Male,Unsentenced,Felony,0
1010,Modoc,2020,Male,Unsentenced,Felony,14
1011,Mono,2020,Male,Unsentenced,Felony,8
1012,Monterey,2020,Male,Unsentenced,Felony,473
1013,Napa,2020,Male,Unsentenced,Felony,116
1014,Nevada,2020,Male,Unsentenced,Felony,106
1015,Orange,2020,Male,Unsentenced,Felony,1751
1016,Placer,2020,Male,Unsentenced,Felony,311
1017,Plumas,2020,Male,Unsentenced,Felony,15
1018,Riverside,2020,Male,Unsentenced,Felony,2432
1019,Sacramento,2020,Male,Unsentenced,Felony,1924
1020,San Benito,2020,Male,Unsentenced,Felony,45
1021,San Bernardino,2020,Male,Unsentenced,Felony,2801
1022,San Diego,2020,Male,Unsentenced,Felony,2114
1023,San Francisco,2020,Male,Unsentenced,Felony,6
1024,San Joaquin,2020,Male,Unsentenced,Felony,552
1025,San Luis Obispo,2020,Male,Unsentenced,Felony,809
1026,San Mateo,2020,Male,Unsentenced,Felony,231
1027,Santa Barbara,2020,Male,Unsentenced,Felony,468
1028,Santa Clara,2020,Male,Unsentenced,Felony,389
1029,Santa Cruz,2020,Male,Unsentenced,Felony,202
1030,Shasta,2020,Male,Unsentenced,Felony,217
1031,Sierra,2020,Male,Unsentenced,Felony,0
1032,Siskiyou,2020,Male,Unsentenced,Felony,57
1033,Solano,2020,Male,Unsentenced,Felony,412
1034,Sonoma,2020,Male,Unsentenced,Felony,333
1035,Stanislaus,2020,Male,Unsentenced,Felony,802
1036,Sutter,2020,Male,Unsentenced,Felony,89
1037,Tehama,2020,Male,Unsentenced,Felony,0
1038,Trinity,2020,Male,Unsentenced,Felony,27
1039,Tulare,2020,Male,Unsentenced,Felony,758
1040,Tuolumne,2020,Male,Unsentenced,Felony,72
1041,Ventura,2020,Male,Unsentenced,Felony,638
1042,Yolo,2020,Male,Unsentenced,Felony,137
1043,Yuba,2020,Male,Unsentenced,Felony,161
1044,Alameda,2021,Male,Unsentenced,Felony,1767
1045,Alpine,2021,Male,Unsentenced,Felony,0
1046,Amador,2021,Male,Unsentenced,Felony,36
1047,Butte,2021,Male,Unsentenced,Felony,290
1048,Calaveras,2021,Male,Unsentenced,Felony,40
1049,Colusa,2021,Male,Unsentenced,Felony,23
1050,Contra Costa,2021,Male,Unsentenced,Felony,567
1051,Del Norte,2021,Male,Unsentenced,Felony,0
1052,El Dorado,2021,Male,Unsentenced,Felony,0
1053,Fresno,2021,Male,Unsentenced,Felony,2080
1054,Glenn,2021,Male,Unsentenced,Felony,43
1055,Humboldt,2021,Male,Unsentenced,Felony,205
1056,Imperial,2021,Male,Unsentenced,Felony,100
1057,Inyo,2021,Male,Unsentenced,Felony,33
1058,Kern,2021,Male,Unsentenced,Felony,1378
1059,Kings,2021,Male,Unsentenced,Felony,309
1060,Lake,2021,Male,Unsentenced,Felony,88
1061,Lassen,2021,Male,Unsentenced,Felony,57
1062,Los Angeles,2021,Male,Unsentenced,Felony,7404
1063,Madera,2021,Male,Unsentenced,Felony,266
1064,Marin,2021,Male,Unsentenced,Felony,139
1065,Mariposa,2021,Male,Unsentenced,Felony,16
1066,Mendocino,2021,Male,Unsentenced,Felony,0
1067,Merced,2021,Male,Unsentenced,Felony,468
