Index,County,Year,Sex,Sentencing status,Offense_Category,Jail_ADP
2848,Contra Costa,2017,Male,Sentenced,Misdemeanor,49
2849,Del Norte,2017,Male,Sentenced,Misdemeanor,10
2850,El Dorado,2017,Male,Sentenced,Misdemeanor,24
2851,Fresno,2017,Male,Sentenced,Misdemeanor,64
2852,Glenn,2017,Male,Sentenced,Misdemeanor,6
2853,Humboldt,2017,Male,Sentenced,Misdemeanor,9
2854,Imperial,2017,Male,Sentenced,Misdemeanor,24
2855,Inyo,2017,Male,Sentenced,Misdemeanor,5
2856,Kern,2017,Male,Sentenced,Misdemeanor,86
2857,Kings,2017,Male,Sentenced,Misdemeanor,14
2858,Lake,2017,Male,Sentenced,Misdemeanor,16
2859,Lassen,2017,Male,Sentenced,Misdemeanor,6
2860,Los Angeles,2017,Male,Sentenced,Misdemeanor,633
2861,Madera,2017,Male,Sentenced,Misdemeanor,11
2862,Marin,2017,Male,Sentenced,Misdemeanor,9
2863,Mariposa,2017,Male,Sentenced,Misdemeanor,7
2864,Mendocino,2017,Male,Sentenced,Misdemeanor,60
2865,Merced,2017,Male,Sentenced,Misdemeanor,2
2866,Modoc,2017,Male,Sentenced,Misdemeanor,1
2867,Mono,2017,Male,Sentenced,Misdemeanor,4
2868,Monterey,2017,Male,Sentenced,Misdemeanor,20
2869,Napa,2017,Male,Sentenced,Misdemeanor,6
2870,Nevada,2017,Male,Sentenced,Misdemeanor,6
2871,Orange,2017,Male,Sentenced,Misdemeanor,608
2872,Placer,2017,Male,Sentenced,Misdemeanor,63
2873,Plumas,2017,Male,Sentenced,Misdemeanor,1
2874,Riverside,2017,Male,Sentenced,Misdemeanor,74
2875,Sacramento,2017,Male,Sentenced,Misdemeanor,165
2876,San Benito,2017,Male,Sentenced,Misdemeanor,7
2877,San Bernardino,2017,Male,Sentenced,Misdemeanor,322
2878,San Diego,2017,Male,Sentenced,Misdemeanor,215
2879,San Francisco,2017,Male,Sentenced,Misdemeanor,9
2880,San Joaquin,2017,Male,Sentenced,Misdemeanor,17
2881,San Luis Obispo,2017,Male,Sentenced,Misdemeanor,116
2882,San Mateo,2017,Male,Sentenced,Misdemeanor,26
2883,Santa Barbara,2017,Male,Sentenced,Misdemeanor,0
2884,Santa Clara,2017,Male,Sentenced,Misdemeanor,33
2885,Santa Cruz,2017,Male,Sentenced,Misdemeanor,473
2886,Shasta,2017,Male,Sentenced,Misdemeanor,13
2887,Sierra,2017,Male,Sentenced,Misdemeanor,0
2888,Siskiyou,2017,Male,Sentenced,Misdemeanor,0
2889,Solano,2017,Male,Sentenced,Misdemeanor,22
2890,Sonoma,2017,Male,Sentenced,Misdemeanor,128
2891,Stanislaus,2017,Male,Sentenced,Misdemeanor,33
2892,Sutter,2017,Male,Sentenced,Misdemeanor,4
2893,Tehama,2017,Male,Sentenced,Misdemeanor,0
2894,Trinity,2017,Male,Sentenced,Misdemeanor,0
2895,Tulare,2017,Male,Sentenced,Misdemeanor,54
2896,Tuolumne,2017,Male,Sentenced,Misdemeanor,0
2897,Ventura,2017,Male,Sentenced,Misdemeanor,97
2898,Yolo,2017,Male,Sentenced,Misdemeanor,7
2899,Yuba,2017,Male,Sentenced,Misdemeanor,2
2900,Alameda,2018,Male,Sentenced,Misdemeanor,23
2901,Alpine,2018,Male,Sentenced,Misdemeanor,0
2902,Amador,2018,Male,Sentenced,Misdemeanor,4
2903,Butte,2018,Male,Sentenced,Misdemeanor,20
2904,Calaveras,2018,Male,Sentenced,Misdemeanor,4
2905,Colusa,2018,Male,Sentenced,Misdemeanor,9
2906,Contra Costa,2018,Male,Sentenced,Misdemeanor,42
2907,Del Norte,2018,Male,Sentenced,Misdemeanor,12
2908,El Dorado,2018,Male,Sentenced,Misdemeanor,20
2909,Fresno,2018,Male,Sentenced,Misdemeanor,44
2910,Glenn,2018,Male,Sentenced,Misdemeanor,4
2911,Humboldt,2018,Male,Sentenced,Misdemeanor,10
2912,Imperial,2018,Male,Sentenced,Misdemeanor,12
2913,Inyo,2018,Male,Sentenced,Misdemeanor,6
2914,Kern,2018,Male,Sentenced,Misdemeanor,35
2915,Kings,2018,Male,Sentenced,Misdemeanor,37
2916,Lake,2018,Male,Sentenced,Misdemeanor,28
2917,Lassen,2018,Male,Sentenced,Misdemeanor,9
2918,Los Angeles,2018,Male,Sentenced,Misdemeanor,575
2919,Madera,2018,Male,Sentenced,Misdemeanor,13
2920,Marin,2018,Male,Sentenced,Misdemeanor,22
2921,Mariposa,2018,Male,Sentenced,Misdemeanor,4
2922,Mendocino,2018,Male,Sentenced,Misdemeanor,62
2923,Merced,2018,Male,Sentenced,Misdemeanor,0
2924,Modoc,2018,Male,Sentenced,Misdemeanor,1
2925,Mono,2018,Male,Sentenced,Misdemeanor,3
2926,Monterey,2018,Male,Sentenced,Misdemeanor,23
2927,Napa,2018,Male,Sentenced,Misdemeanor,12
2928,Nevada,2018,Male,Sentenced,Misdemeanor,4
2929,Orange,2018,Male,Sentenced,Misdemeanor,654
2930,Placer,2018,Male,Sentenced,Misdemeanor,50
2931,Plumas,2018,Male,Sentenced,Misdemeanor,5
2932,Riverside,2018,Male,Sentenced,Misdemeanor,57
2933,Sacramento,2018,Male,Sentenced,Misdemeanor,190
2934,San Benito,2018,Male,Sentenced,Misdemeanor,9
2935,San Bernardino,2018,Male,Sentenced,Misdemeanor,350
2936,San Diego,2018,Male,Sentenced,Misdemeanor,202
2937,San Francisco,2018,Male,Sentenced,Misdemeanor,14
2938,San Joaquin,2018,Male,Sentenced,Misdemeanor,31
2939,San Luis Obispo,2018,Male,Sentenced,Misdemeanor,73
2940,San Mateo,2018,Male,Sentenced,Misdemeanor,34
2941,Santa Barbara,2018,Male,Sentenced,Misdemeanor,54
2942,Santa Clara,2018,Male,Sentenced,Misdemeanor,108
2943,Santa Cruz,2018,Male,Sentenced,Misdemeanor,84
2944,Shasta,2018,Male,Sentenced,Misdemeanor,8
2945,Sierra,2018,Male,Sentenced,Misdemeanor,0
2946,Siskiyou,2018,Male,Sentenced,Misdemeanor,0
2947,Solano,2018,Male,Sentenced,Misdemeanor,14
2948,Sonoma,2018,Male,Sentenced,Misdemeanor,88
2949,Stanislaus,2018,Male,Sentenced,Misdemeanor,24
2950,Sutter,2018,Male,Sentenced,Misdemeanor,2
2951,Tehama,2018,Male,Sentenced,Misdemeanor,0
2952,Trinity,2018,Male,Sentenced,Misdemeanor,0
2953,Tulare,2018,Male,Sentenced,Misdemeanor,48
2954,Tuolumne,2018,Male,Sentenced,Misdemeanor,2
2955,Ventura,2018,Male,Sentenced,Misdemeanor,0
2956,Yolo,2018,Male,Sentenced,Misdemeanor,12
2957,Yuba,2018,Male,Sentenced,Misdemeanor,3
2958,Alameda,2019,Male,Sentenced,Misdemeanor,26
2959,Alpine,2019,Male,Sentenced,Misdemeanor,0
2960,Amador,2019,Male,Sentenced,Misdemeanor,6
2961,Butte,2019,Male,Sentenced,Misdemeanor,18
2962,Calaveras,2019,Male,Sentenced,Misdemeanor,3
2963,Colusa,2019,Male,Sentenced,Misdemeanor,7
2964,Contra Costa,2019,Male,Sentenced,Misdemeanor,33
2965,Del Norte,2019,Male,Sentenced,Misdemeanor,9
2966,El Dorado,2019,Male,Sentenced,Misdemeanor,11
2967,Fresno,2019,Male,Sentenced,Misdemeanor,35
2968,Glenn,2019,Male,Sentenced,Misdemeanor,8
2969,Humboldt,2019,Male,Sentenced,Misdemeanor,8
2970,Imperial,2019,Male,Sentenced,Misdemeanor,6
2971,Inyo,2019,Male,Sentenced,Misdemeanor,4
2972,Kern,2019,Male,Sentenced,Misdemeanor,9
2973,Kings,2019,Male,Sentenced,Misdemeanor,24
2974,Lake,2019,Male,Sentenced,Misdemeanor,16
2975,Lassen,2019,Male,Sentenced,Misdemeanor,4
2976,Los Angeles,2019,Male,Sentenced,Misdemeanor,640
2977,Madera,2019,Male,Sentenced,Misdemeanor,15
2978,Marin,2019,Male,Sentenced,Misdemeanor,12
2979,Mariposa,2019,Male,Sentenced,Misdemeanor,3
2980,Mendocino,2019,Male,Sentenced,Misdemeanor,50
2981,Merced,2019,Male,Sentenced,Misdemeanor,0
2982,Modoc,2019,Male,Sentenced,Misdemeanor,1
2983,Mono,2019,Male,Sentenced,Misdemeanor,2
2984,Monterey,2019,Male,Sentenced,Misdemeanor,25
2985,Napa,2019,Male,Sentenced,Misdemeanor,12
2986,Nevada,2019,Male,Sentenced,Misdemeanor,2
2987,Orange,2019,Male,Sentenced,Misdemeanor,509
2988,Placer,2019,Male,Sentenced,Misdemeanor,49
2989,Plumas,2019,Male,Sentenced,Misdemeanor,7
2990,Riverside,2019,Male,Sentenced,Misdemeanor,65
2991,Sacramento,2019,Male,Sentenced,Misdemeanor,151
2992,San Benito,2019,Male,Sentenced,Misdemeanor,8
2993,San Bernardino,2019,Male,Sentenced,Misdemeanor,316
2994,San Diego,2019,Male,Sentenced,Misdemeanor,140
2995,San Francisco,2019,Male,Sentenced,Misdemeanor,20
2996,San Joaquin,2019,Male,Sentenced,Misdemeanor,16
2997,San Luis Obispo,2019,Male,Sentenced,Misdemeanor,108
2998,San Mateo,2019,Male,Sentenced,Misdemeanor,19
2999,Santa Barbara,2019,Male,Sentenced,Misdemeanor,53
3000,Santa Clara,2019,Male,Sentenced,Misdemeanor,48
3001,Santa Cruz,2019,Male,Sentenced,Misdemeanor,482
3002,Shasta,2019,Male,Sentenced,Misdemeanor,6
3003,Sierra,2019,Male,Sentenced,Misdemeanor,0
3004,Siskiyou,2019,Male,Sentenced,Misdemeanor,0
3005,Solano,2019,Male,Sentenced,Misdemeanor,14
3006,Sonoma,2019,Male,Sentenced,Misdemeanor,59
3007,Stanislaus,2019,Male,Sentenced,Misdemeanor,25
3008,Sutter,2019,Male,Sentenced,Misdemeanor,11
3009,Tehama,2019,Male,Sentenced,Misdemeanor,0
3010,Trinity,2019,Male,Sentenced,Misdemeanor,1
3011,Tulare,2019,Male,Sentenced,Misdemeanor,41
3012,Tuolumne,2019,Male,Sentenced,Misdemeanor,2
3013,Ventura,2019,Male,Sentenced,Misdemeanor,107
3014,Yolo,2019,Male,Sentenced,Misdemeanor,7
3015,Yuba,2019,Male,Sentenced,Misdemeanor,4
3016,Alameda,2020,Male,Sentenced,Misdemeanor,8
3017,Alpine,2020,Male,Sentenced,Misdemeanor,0
3018,Amador,2020,Male,Sentenced,Misdemeanor,2
3019,Butte,2020,Male,Sentenced,Misdemeanor,6
3020,Calaveras,2020,Male,Sentenced,Misdemeanor,1
3021,Colusa,2020,Male,Sentenced,Misdemeanor,8
3022,Contra Costa,2020,Male,Sentenced,Misdemeanor,16
3023,Del Norte,2020,Male,Sentenced,Misdemeanor,1
3024,El Dorado,2020,Male,Sentenced,Misdemeanor,4
3025,Fresno,2020,Male,Sentenced,Misdemeanor,3
3026,Glenn,2020,Male,Sentenced,Misdemeanor,2
3027,Humboldt,2020,Male,Sentenced,Misdemeanor,1
3028,Imperial,2020,Male,Sentenced,Misdemeanor,2
3029,Inyo,2020,Male,Sentenced,Misdemeanor,1
3030,Kern,2020,Male,Sentenced,Misdemeanor,2
3031,Kings,2020,Male,Sentenced,Misdemeanor,5
3032,Lake,2020,Male,Sentenced,Misdemeanor,6
3033,Lassen,2020,Male,Sentenced,Misdemeanor,0
3034,Los Angeles,2020,Male,Sentenced,Misdemeanor,301
3035,Madera,2020,Male,Sentenced,Misdemeanor,7
3036,Marin,2020,Male,Sentenced,Misdemeanor,3
3037,Mariposa,2020,Male,Sentenced,Misdemeanor,2
3038,Mendocino,2020,Male,Sentenced,Misdemeanor,0
3039,Merced,2020,Male,Sentenced,Misdemeanor,0
3040,Modoc,2020,Male,Sentenced,Misdemeanor,1
3041,Mono,2020,Male,Sentenced,Misdemeanor,2
3042,Monterey,2020,Male,Sentenced,Misdemeanor,13
3043,Napa,2020,Male,Sentenced,Misdemeanor,3
3044,Nevada,2020,Male,Sentenced,Misdemeanor,1
3045,Orange,2020,Male,Sentenced,Misdemeanor,213
3046,Placer,2020,Male,Sentenced,Misdemeanor,38
3047,Plumas,2020,Male,Sentenced,Misdemeanor,1
3048,Riverside,2020,Male,Sentenced,Misdemeanor,20
3049,Sacramento,2020,Male,Sentenced,Misdemeanor,52
3050,San Benito,2020,Male,Sentenced,Misdemeanor,3
3051,San Bernardino,2020,Male,Sentenced,Misdemeanor,212
3052,San Diego,2020,Male,Sentenced,Misdemeanor,27
3053,San Francisco,2020,Male,Sentenced,Misdemeanor,12
3054,San Joaquin,2020,Male,Sentenced,Misdemeanor,6
3055,San Luis Obispo,2020,Male,Sentenced,Misdemeanor,40
3056,San Mateo,2020,Male,Sentenced,Misdemeanor,3
3057,Santa Barbara,2020,Male,Sentenced,Misdemeanor,13
3058,Santa Clara,2020,Male,Sentenced,Misdemeanor,11
3059,Santa Cruz,2020,Male,Sentenced,Misdemeanor,286
3060,Shasta,2020,Male,Sentenced,Misdemeanor,2
3061,Sierra,2020,Male,Sentenced,Misdemeanor,0
3062,Siskiyou,2020,Male,Sentenced,Misdemeanor,0
3063,Solano,2020,Male,Sentenced,Misdemeanor,7
3064,Sonoma,2020,Male,Sentenced,Misdemeanor,25
3065,Stanislaus,2020,Male,Sentenced,Misdemeanor,8
3066,Sutter,2020,Male,Sentenced,Misdemeanor,4
3067,Tehama,2020,Male,Sentenced,Misdemeanor,0
3068,Trinity,2020,Male,Sentenced,Misdemeanor,2
3069,Tulare,2020,Male,Sentenced,Misdemeanor,16
3070,Tuolumne,2020,Male,Sentenced,Misdemeanor,0
3071,Ventura,2020,Male,Sentenced,Misdemeanor,53
3072,Yolo,2020,Male,Sentenced,Misdemeanor,3
3073,Yuba,2020,Male,Sentenced,Misdemeanor,2
3074,Alameda,2021,Male,Sentenced,Misdemeanor,9
3075,Alpine,2021,Male,Sentenced,Misdemeanor,0
3076,Amador,2021,Male,Sentenced,Misdemeanor,2
3077,Butte,2021,Male,Sentenced,Misdemeanor,10
3078,Calaveras,2021,Male,Sentenced,Misdemeanor,2
3079,Colusa,2021,Male,Sentenced,Misdemeanor,6
3080,Contra Costa,2021,Male,Sentenced,Misdemeanor,10
3081,Del Norte,2021,Male,Sentenced,Misdemeanor,0
3082,El Dorado,2021,Male,Sentenced,Misdemeanor,0
3083,Fresno,2021,Male,Sentenced,Misdemeanor,8
3084,Glenn,2021,Male,Sentenced,Misdemeanor,1
3085,Humboldt,2021,Male,Sentenced,Misdemeanor,1
3086,Imperial,2021,Male,Sentenced,Misdemeanor,4
3087,Inyo,2021,Male,Sentenced,Misdemeanor,1
3088,Kern,2021,Male,Sentenced,Misdemeanor,4
3089,Kings,2021,Male,Sentenced,Misdemeanor,6
3090,Lake,2021,Male,Sentenced,Misdemeanor,8
3091,Lassen,2021,Male,Sentenced,Misdemeanor,2
3092,Los Angeles,2021,Male,Sentenced,Misdemeanor,246
3093,Madera,2021,Male,Sentenced,Misdemeanor,6
3094,Marin,2021,Male,Sentenced,Misdemeanor,2
3095,Mariposa,2021,Male,Sentenced,Misdemeanor,0
3096,Mendocino,2021,Male,Sentenced,Misdemeanor,0
3097,Merced,2021,Male,Sentenced,Misdemeanor,0
3098,Modoc,2021,Male,Sentenced,Misdemeanor,1
3099,Mono,2021,Male,Sentenced,Misdemeanor,1
3100,Monterey,2021,Male,Sentenced,Misdemeanor,0
3101,Napa,2021,Male,Sentenced,Misdemeanor,2
3102,Nevada,2021,Male,Sentenced,Misdemeanor,1
3103,Orange,2021,Male,Sentenced,Misdemeanor,225
3104,Placer,2021,Male,Sentenced,Misdemeanor,35
3105,Plumas,2021,Male,Sentenced,Misdemeanor,1
3106,Riverside,2021,Male,Sentenced,Misdemeanor,13
3107,Sacramento,2021,Male,Sentenced,Misdemeanor,62
3108,San Benito,2021,Male,Sentenced,Misdemeanor,1
3109,San Bernardino,2021,Male,Sentenced,Misdemeanor,158
3110,San Diego,2021,Male,Sentenced,Misdemeanor,36
3111,San Francisco,2021,Male,Sentenced,Misdemeanor,9
3112,San Joaquin,2021,Male,Sentenced,Misdemeanor,14
3113,San Luis Obispo,2021,Male,Sentenced,Misdemeanor,21
3114,San Mateo,2021,Male,Sentenced,Misdemeanor,10
3115,Santa Barbara,2021,Male,Sentenced,Misdemeanor,150
3116,Santa Clara,2021,Male,Sentenced,Misdemeanor,20
3117,Santa Cruz,2021,Male,Sentenced,Misdemeanor,33
3118,Shasta,2021,Male,Sentenced,Misdemeanor,5
3119,Sierra,2021,Male,Sentenced,Misdemeanor,0
3120,Siskiyou,2021,Male,Sentenced,Misdemeanor,0
3121,Solano,2021,Male,Sentenced,Misdemeanor,4
3122,Sonoma,2021,Male,Sentenced,Misdemeanor,24
3123,Stanislaus,2021,Male,Sentenced,Misdemeanor,15
3124,Sutter,2021,Male,Sentenced,Misdemeanor,3
3125,Tehama,2021,Male,Sentenced,Misdemeanor,0
3126,Trinity,2021,Male,Sentenced,Misdemeanor,0
3127,Tulare,2021,Male,Sentenced,Misdemeanor,18
3128,Tuolumne,2021,Male,Sentenced,Misdemeanor,0
3129,Ventura,2021,Male,Sentenced,Misdemeanor,43
3130,Yolo,2021,Male,Sentenced,Misdemeanor,2
3131,Yuba,2021,Male,Sentenced,Misdemeanor,4
3132,Alameda,2022,Male,Sentenced,Misdemeanor,14
3133,Alpine,2022,Male,Sentenced,Misdemeanor,0
3134,Amador,2022,Male,Sentenced,Misdemeanor,1
3135,Butte,2022,Male,Sentenced,Misdemeanor,6
3136,Calaveras,2022,Male,Sentenced,Misdemeanor,1
3137,Colusa,2022,Male,Sentenced,Misdemeanor,6
3138,Contra Costa,2022,Male,Sentenced,Misdemeanor,11
3139,Del Norte,2022,Male,Sentenced,Misdemeanor,3
3140,El Dorado,2022,Male,Sentenced,Misdemeanor,27
3141,Fresno,2022,Male,Sentenced,Misdemeanor,16
3142,Glenn,2022,Male,Sentenced,Misdemeanor,3
3143,Humboldt,2022,Male,Sentenced,Misdemeanor,2
3144,Imperial,2022,Male,Sentenced,Misdemeanor,8
3145,Inyo,2022,Male,Sentenced,Misdemeanor,2
3146,Kern,2022,Male,Sentenced,Misdemeanor,12
3147,Kings,2022,Male,Sentenced,Misdemeanor,5
3148,Lake,2022,Male,Sentenced,Misdemeanor,10
3149,Lassen,2022,Male,Sentenced,Misdemeanor,4
3150,Los Angeles,2022,Male,Sentenced,Misdemeanor,341
3151,Madera,2022,Male,Sentenced,Misdemeanor,0
3152,Marin,2022,Male,Sentenced,Misdemeanor,3
3153,Mariposa,2022,Male,Sentenced,Misdemeanor,1
3154,Mendocino,2022,Male,Sentenced,Misdemeanor,39
3155,Merced,2022,Male,Sentenced,Misdemeanor,0
3156,Modoc,2022,Male,Sentenced,Misdemeanor,1
3157,Mono,2022,Male,Sentenced,Misdemeanor,1
3158,Monterey,2022,Male,Sentenced,Misdemeanor,19
3159,Napa,2022,Male,Sentenced,Misdemeanor,6
3160,Nevada,2022,Male,Sentenced,Misdemeanor,2
3161,Orange,2022,Male,Sentenced,Misdemeanor,167
3162,Placer,2022,Male,Sentenced,Misdemeanor,50
3163,Plumas,2022,Male,Sentenced,Misdemeanor,3
3164,Riverside,2022,Male,Sentenced,Misdemeanor,10
3165,Sacramento,2022,Male,Sentenced,Misdemeanor,52
3166,San Benito,2022,Male,Sentenced,Misdemeanor,4
3167,San Bernardino,2022,Male,Sentenced,Misdemeanor,151
3168,San Diego,2022,Male,Sentenced,Misdemeanor,35
3169,San Francisco,2022,Male,Sentenced,Misdemeanor,20
3170,San Joaquin,2022,Male,Sentenced,Misdemeanor,6
3171,San Luis Obispo,2022,Male,Sentenced,Misdemeanor,11
3172,San Mateo,2022,Male,Sentenced,Misdemeanor,11
3173,Santa Barbara,2022,Male,Sentenced,Misdemeanor,28
3174,Santa Clara,2022,Male,Sentenced,Misdemeanor,18
3175,Santa Cruz,2022,Male,Sentenced,Misdemeanor,208
3176,Shasta,2022,Male,Sentenced,Misdemeanor,1
3177,Sierra,2022,Male,Sentenced,Misdemeanor,0
3178,Siskiyou,2022,Male,Sentenced,Misdemeanor,0
3179,Solano,2022,Male,Sentenced,Misdemeanor,7
3180,Sonoma,2022,Male,Sentenced,Misdemeanor,27
3181,Stanislaus,2022,Male,Sentenced,Misdemeanor,20
3182,Sutter,2022,Male,Sentenced,Misdemeanor,5
3183,Tehama,2022,Male,Sentenced,Misdemeanor,0
3184,Trinity,2022,Male,Sentenced,Misdemeanor,0
3185,Tulare,2022,Male,Sentenced,Misdemeanor,18
3186,Tuolumne,2022,Male,Sentenced,Misdemeanor,1
3187,Ventura,2022,Male,Sentenced,Misdemeanor,46
3188,Yolo,2022,Male,Sentenced,Misdemeanor,10
3189,Yuba,2022,Male,Sentenced,Misdemeanor,5
3190,Alameda,2023,Male,Sentenced,Misdemeanor,12
3191,Alpine,2023,Male,Sentenced,Misdemeanor,0
3192,Amador,2023,Male,Sentenced,Misdemeanor,3
3193,Butte,2023,Male,Sentenced,Misdemeanor,12
3194,Calaveras,2023,Male,Sentenced,Misdemeanor,1
3195,Colusa,2023,Male,Sentenced,Misdemeanor,1
3196,Contra Costa,2023,Male,Sentenced,Misdemeanor,15
3197,Del Norte,2023,Male,Sentenced,Misdemeanor,4
3198,El Dorado,2023,Male,Sentenced,Misdemeanor,2
3199,Fresno,2023,Male,Sentenced,Misdemeanor,24
3200,Glenn,2023,Male,Sentenced,Misdemeanor,3
3201,Humboldt,2023,Male,Sentenced,Misdemeanor,3
3202,Imperial,2023,Male,Sentenced,Misdemeanor,12
3203,Inyo,2023,Male,Sentenced,Misdemeanor,0
3204,Kern,2023,Male,Sentenced,Misdemeanor,11
3205,Kings,2023,Male,Sentenced,Misdemeanor,10
3206,Lake,2023,Male,Sentenced,Misdemeanor,10
3207,Lassen,2023,Male,Sentenced,Misdemeanor,3
3208,Los Angeles,2023,Male,Sentenced,Misdemeanor,230
3209,Madera,2023,Male,Sentenced,Misdemeanor,0
3210,Marin,2023,Male,Sentenced,Misdemeanor,3
3211,Mariposa,2023,Male,Sentenced,Misdemeanor,0
3212,Mendocino,2023,Male,Sentenced,Misdemeanor,40
3213,Merced,2023,Male,Sentenced,Misdemeanor,0
3214,Modoc,2023,Male,Sentenced,Misdemeanor,2
3215,Mono,2023,Male,Sentenced,Misdemeanor,3
3216,Monterey,2023,Male,Sentenced,Misdemeanor,21
3217,Napa,2023,Male,Sentenced,Misdemeanor,2
3218,Nevada,2023,Male,Sentenced,Misdemeanor,1
3219,Orange,2023,Male,Sentenced,Misdemeanor,209
3220,Placer,2023,Male,Sentenced,Misdemeanor,68
3221,Plumas,2023,Male,Sentenced,Misdemeanor,3
3222,Riverside,2023,Male,Sentenced,Misdemeanor,15
3223,Sacramento,2023,Male,Sentenced,Misdemeanor,38
3224,San Benito,2023,Male,Sentenced,Misdemeanor,2
3225,San Bernardino,2023,Male,Sentenced,Misdemeanor,105
3226,San Diego,2023,Male,Sentenced,Misdemeanor,55
3227,San Francisco,2023,Male,Sentenced,Misdemeanor,11
3228,San Joaquin,2023,Male,Sentenced,Misdemeanor,14
3229,San Luis Obispo,2023,Male,Sentenced,Misdemeanor,7
3230,San Mateo,2023,Male,Sentenced,Misdemeanor,16
3231,Santa Barbara,2023,Male,Sentenced,Misdemeanor,25
3232,Santa Clara,2023,Male,Sentenced,Misdemeanor,21
3233,Santa Cruz,2023,Male,Sentenced,Misdemeanor,47
3234,Shasta,2023,Male,Sentenced,Misdemeanor,2
3235,Sierra,2023,Male,Sentenced,Misdemeanor,0
3236,Siskiyou,2023,Male,Sentenced,Misdemeanor,0
3237,Solano,2023,Male,Sentenced,Misdemeanor,10
3238,Sonoma,2023,Male,Sentenced,Misdemeanor,14
3239,Stanislaus,2023,Male,Sentenced,Misdemeanor,25
3240,Sutter,2023,Male,Sentenced,Misdemeanor,5
3241,Tehama,2023,Male,Sentenced,Misdemeanor,0
3242,Trinity,2023,Male,Sentenced,Misdemeanor,0
3243,Tulare,2023,Male,Sentenced,Misdemeanor,19
3244,Tuolumne,2023,Male,Sentenced,Misdemeanor,2
3245,Ventura,2023,Male,Sentenced,Misdemeanor,44
3246,Yolo,2023,Male,Sentenced,Misdemeanor,5
3247,Yuba,2023,Male,Sentenced,Misdemeanor,6
