Year,County,Gender,Race,Offense_Category,Count
2017,El Dorado,Female,Latinx,Violent,3.0
2017,Fresno,Female,Latinx,Violent,32.0
2017,Glenn,Female,Latinx,Violent,1.0
2017,Humboldt,Female,Latinx,Violent,1.0
2017,Imperial,Female,Latinx,Violent,3.0
2017,Inyo,Female,Latinx,Violent,0.0
2017,Kern,Female,Latinx,Violent,9.0
2017,Kings,Female,Latinx,Violent,7.0
2017,Lake,Female,Latinx,Violent,1.0
2017,Lassen,Female,Latinx,Violent,0.0
2017,Los Angeles,Female,Latinx,Violent,171.0
2017,Madera,Female,Latinx,Violent,1.0
2017,Marin,Female,Latinx,Violent,6.0
2017,Mariposa,Female,Latinx,Violent,0.0
2017,Mendocino,Female,Latinx,Violent,0.0
2017,Merced,Female,Latinx,Violent,10.0
2017,Modoc,Female,Latinx,Violent,0.0
2017,Mono,Female,Latinx,Violent,0.0
2017,Monterey,Female,Latinx,Violent,13.0
2017,Napa,Female,Latinx,Violent,1.0
2017,Nevada,Female,Latinx,Violent,1.0
2017,Orange,Female,Latinx,Violent,43.0
2017,Placer,Female,Latinx,Violent,2.0
2017,Plumas,Female,Latinx,Violent,0.0
2017,Riverside,Female,Latinx,Violent,14.0
2017,Sacramento,Female,Latinx,Violent,5.0
2017,San Benito,Female,Latinx,Violent,0.0
2017,San Bernard,Female,Latinx,Violent,58.0
2017,San Diego,Female,Latinx,Violent,61.0
2017,San Francis,Female,Latinx,Violent,1.462686567164179
2017,San Joaquin,Female,Latinx,Violent,14.0
2017,San Luis Ob,Female,Latinx,Violent,2.0
2017,San Mateo,Female,Latinx,Violent,8.0
2017,Santa Barba,Female,Latinx,Violent,13.0
2017,Santa Clara,Female,Latinx,Violent,45.0
2017,Santa Cruz,Female,Latinx,Violent,5.0
2017,Shasta,Female,Latinx,Violent,0.0
2017,Sierra,Female,Latinx,Violent,0.0
2017,Siskiyou,Female,Latinx,Violent,1.0
2017,Solano,Female,Latinx,Violent,1.0
2017,Sonoma,Female,Latinx,Violent,8.0
2017,Stanislaus,Female,Latinx,Violent,21.0
2017,Sutter,Female,Latinx,Violent,3.0
2017,Tehama,Female,Latinx,Violent,0.0
2017,Trinity,Female,Latinx,Violent,0.0
2017,Tulare,Female,Latinx,Violent,13.0
2017,Tuolumne,Female,Latinx,Violent,0.0
2017,Ventura,Female,Latinx,Violent,17.0
2017,Yolo,Female,Latinx,Violent,4.0
2017,Yuba,Female,Latinx,Violent,2.0
2017,Alameda,Female,Asian/other,Violent,6.0
2017,Alpine,Female,Asian/other,Violent,0.0
2017,Amador,Female,Asian/other,Violent,0.0
2017,Butte,Female,Asian/other,Violent,0.0
2017,Calaveras,Female,Asian/other,Violent,1.0
2017,Colusa,Female,Asian/other,Violent,0.0
2017,Contra Cost,Female,Asian/other,Violent,3.0
2017,Del Norte,Female,Asian/other,Violent,1.0
2017,El Dorado,Female,Asian/other,Violent,0.0
2017,Fresno,Female,Asian/other,Violent,2.0
2017,Glenn,Female,Asian/other,Violent,0.0
2017,Humboldt,Female,Asian/other,Violent,0.0
2017,Imperial,Female,Asian/other,Violent,1.0
2017,Inyo,Female,Asian/other,Violent,1.0
2017,Kern,Female,Asian/other,Violent,2.0
2017,Kings,Female,Asian/other,Violent,1.0
2017,Lake,Female,Asian/other,Violent,0.0
2017,Lassen,Female,Asian/other,Violent,0.0
2017,Los Angeles,Female,Asian/other,Violent,8.0
2017,Madera,Female,Asian/other,Violent,0.0
2017,Marin,Female,Asian/other,Violent,0.0
2017,Mariposa,Female,Asian/other,Violent,0.0
2017,Mendocino,Female,Asian/other,Violent,2.0
2017,Merced,Female,Asian/other,Violent,0.0
2017,Modoc,Female,Asian/other,Violent,0.0
2017,Mono,Female,Asian/other,Violent,0.0
2017,Monterey,Female,Asian/other,Violent,0.0
2017,Napa,Female,Asian/other,Violent,0.0
2017,Nevada,Female,Asian/other,Violent,0.0
2017,Orange,Female,Asian/other,Violent,5.0
2017,Placer,Female,Asian/other,Violent,1.0
2017,Plumas,Female,Asian/other,Violent,0.0
2017,Riverside,Female,Asian/other,Violent,0.0
2017,Sacramento,Female,Asian/other,Violent,4.0
2017,San Benito,Female,Asian/other,Violent,0.0
2017,San Bernard,Female,Asian/other,Violent,1.0
2017,San Diego,Female,Asian/other,Violent,8.0
2017,San Francis,Female,Asian/other,Violent,1.0447761194029852
2017,San Joaquin,Female,Asian/other,Violent,3.0
2017,San Luis Ob,Female,Asian/other,Violent,2.0
2017,San Mateo,Female,Asian/other,Violent,5.0
2017,Santa Barba,Female,Asian/other,Violent,0.0
2017,Santa Clara,Female,Asian/other,Violent,8.0
2017,Santa Cruz,Female,Asian/other,Violent,0.0
2017,Shasta,Female,Asian/other,Violent,0.0
2017,Sierra,Female,Asian/other,Violent,0.0
2017,Siskiyou,Female,Asian/other,Violent,0.0
2017,Solano,Female,Asian/other,Violent,2.0
2017,Sonoma,Female,Asian/other,Violent,1.0
2017,Stanislaus,Female,Asian/other,Violent,1.0
2017,Sutter,Female,Asian/other,Violent,0.0
2017,Tehama,Female,Asian/other,Violent,0.0
2017,Trinity,Female,Asian/other,Violent,0.0
2017,Tulare,Female,Asian/other,Violent,0.0
2017,Tuolumne,Female,Asian/other,Violent,0.0
2017,Ventura,Female,Asian/other,Violent,0.0
2017,Yolo,Female,Asian/other,Violent,0.0
2017,Yuba,Female,Asian/other,Violent,0.0
2017,Alameda,Female,White,Violent,3.0
2017,Alpine,Female,White,Violent,0.0
2017,Amador,Female,White,Violent,1.0
2017,Butte,Female,White,Violent,6.0
2017,Calaveras,Female,White,Violent,2.0
2017,Colusa,Female,White,Violent,0.0
2017,Contra Cost,Female,White,Violent,6.0
2017,Del Norte,Female,White,Violent,1.0
2017,El Dorado,Female,White,Violent,6.0
2017,Fresno,Female,White,Violent,2.0
2017,Glenn,Female,White,Violent,2.0
2017,Humboldt,Female,White,Violent,4.0
2017,Imperial,Female,White,Violent,0.0
2017,Inyo,Female,White,Violent,0.0
2017,Kern,Female,White,Violent,5.0
2017,Kings,Female,White,Violent,6.0
2017,Lake,Female,White,Violent,1.0
2017,Lassen,Female,White,Violent,0.0
2017,Los Angeles,Female,White,Violent,20.0
2017,Madera,Female,White,Violent,0.0
2017,Marin,Female,White,Violent,3.0
2017,Mariposa,Female,White,Violent,0.0
2017,Mendocino,Female,White,Violent,2.0
2017,Merced,Female,White,Violent,3.0
2017,Modoc,Female,White,Violent,0.0
2017,Mono,Female,White,Violent,0.0
2017,Monterey,Female,White,Violent,3.0
2017,Napa,Female,White,Violent,1.0
2017,Nevada,Female,White,Violent,3.0
2017,Orange,Female,White,Violent,10.0
2017,Placer,Female,White,Violent,2.0
2017,Plumas,Female,White,Violent,0.0
2017,Riverside,Female,White,Violent,2.0
2017,Sacramento,Female,White,Violent,12.0
2017,San Benito,Female,White,Violent,0.0
2017,San Bernard,Female,White,Violent,22.0
2017,San Diego,Female,White,Violent,42.0
2017,San Francis,Female,White,Violent,0.0
2017,San Joaquin,Female,White,Violent,10.0
2017,San Luis Ob,Female,White,Violent,3.0
2017,San Mateo,Female,White,Violent,1.0
2017,Santa Barba,Female,White,Violent,6.0
2017,Santa Clara,Female,White,Violent,7.0
2017,Santa Cruz,Female,White,Violent,1.0
2017,Shasta,Female,White,Violent,7.0
2017,Sierra,Female,White,Violent,0.0
2017,Siskiyou,Female,White,Violent,0.0
2017,Solano,Female,White,Violent,3.0
2017,Sonoma,Female,White,Violent,7.0
2017,Stanislaus,Female,White,Violent,9.0
2017,Sutter,Female,White,Violent,3.0
2017,Tehama,Female,White,Violent,1.0
2017,Trinity,Female,White,Violent,0.0
2017,Tulare,Female,White,Violent,1.0
2017,Tuolumne,Female,White,Violent,3.0
2017,Ventura,Female,White,Violent,7.0
2017,Yolo,Female,White,Violent,2.0
2017,Yuba,Female,White,Violent,1.0
2017,Alameda,Male,Black,Violent,170.0
2017,Alpine,Male,Black,Violent,0.0
2017,Amador,Male,Black,Violent,0.0
2017,Butte,Male,Black,Violent,7.0
2017,Calaveras,Male,Black,Violent,1.0
2017,Colusa,Male,Black,Violent,0.0
2017,Contra Cost,Male,Black,Violent,90.0
2017,Del Norte,Male,Black,Violent,0.0
2017,El Dorado,Male,Black,Violent,2.0
2017,Fresno,Male,Black,Violent,57.0
2017,Glenn,Male,Black,Violent,1.0
2017,Humboldt,Male,Black,Violent,1.0
2017,Imperial,Male,Black,Violent,1.0
2017,Inyo,Male,Black,Violent,0.0
2017,Kern,Male,Black,Violent,33.0
2017,Kings,Male,Black,Violent,6.0
2017,Lake,Male,Black,Violent,1.0
2017,Lassen,Male,Black,Violent,1.0
2017,Los Angeles,Male,Black,Violent,608.0
2017,Madera,Male,Black,Violent,0.0
2017,Marin,Male,Black,Violent,8.0
2017,Mariposa,Male,Black,Violent,0.0
2017,Mendocino,Male,Black,Violent,1.0
2017,Merced,Male,Black,Violent,11.0
2017,Modoc,Male,Black,Violent,0.0
2017,Mono,Male,Black,Violent,0.0
2017,Monterey,Male,Black,Violent,8.0
2017,Napa,Male,Black,Violent,2.0
2017,Nevada,Male,Black,Violent,2.0
2017,Orange,Male,Black,Violent,30.0
2017,Placer,Male,Black,Violent,11.0
2017,Plumas,Male,Black,Violent,0.0
2017,Riverside,Male,Black,Violent,61.0
2017,Sacramento,Male,Black,Violent,153.0
2017,San Benito,Male,Black,Violent,0.0
2017,San Bernard,Male,Black,Violent,203.0
2017,San Diego,Male,Black,Violent,109.0
2017,San Francis,Male,Black,Violent,18.59701492537313
2017,San Joaquin,Male,Black,Violent,92.0
2017,San Luis Ob,Male,Black,Violent,5.0
2017,San Mateo,Male,Black,Violent,20.0
2017,Santa Barba,Male,Black,Violent,6.0
2017,Santa Clara,Male,Black,Violent,41.0
2017,Santa Cruz,Male,Black,Violent,4.0
2017,Shasta,Male,Black,Violent,6.0
2017,Sierra,Male,Black,Violent,0.0
2017,Siskiyou,Male,Black,Violent,0.0
2017,Solano,Male,Black,Violent,62.0
2017,Sonoma,Male,Black,Violent,2.0
2017,Stanislaus,Male,Black,Violent,23.0
2017,Sutter,Male,Black,Violent,3.0
2017,Tehama,Male,Black,Violent,2.0
2017,Trinity,Male,Black,Violent,0.0
2017,Tulare,Male,Black,Violent,13.0
2017,Tuolumne,Male,Black,Violent,0.0
2017,Ventura,Male,Black,Violent,13.0
2017,Yolo,Male,Black,Violent,4.0
2017,Yuba,Male,Black,Violent,1.0
2017,Alameda,Male,Latinx,Violent,63.0
2017,Alpine,Male,Latinx,Violent,0.0
2017,Amador,Male,Latinx,Violent,0.0
2017,Butte,Male,Latinx,Violent,8.0
2017,Calaveras,Male,Latinx,Violent,4.0
2017,Colusa,Male,Latinx,Violent,1.0
2017,Contra Cost,Male,Latinx,Violent,42.0
2017,Del Norte,Male,Latinx,Violent,0.0
2017,El Dorado,Male,Latinx,Violent,4.0
2017,Fresno,Male,Latinx,Violent,160.0
2017,Glenn,Male,Latinx,Violent,2.0
2017,Humboldt,Male,Latinx,Violent,1.0
2017,Imperial,Male,Latinx,Violent,15.0
2017,Inyo,Male,Latinx,Violent,0.0
2017,Kern,Male,Latinx,Violent,60.0
2017,Kings,Male,Latinx,Violent,37.0
2017,Lake,Male,Latinx,Violent,1.0
2017,Lassen,Male,Latinx,Violent,0.0
2017,Los Angeles,Male,Latinx,Violent,897.0
2017,Madera,Male,Latinx,Violent,13.0
2017,Marin,Male,Latinx,Violent,24.0
2017,Mariposa,Male,Latinx,Violent,0.0
2017,Mendocino,Male,Latinx,Violent,9.0
2017,Merced,Male,Latinx,Violent,55.0
2017,Modoc,Male,Latinx,Violent,0.0
2017,Mono,Male,Latinx,Violent,0.0
2017,Monterey,Male,Latinx,Violent,64.0
2017,Napa,Male,Latinx,Violent,10.0
2017,Nevada,Male,Latinx,Violent,4.0
2017,Orange,Male,Latinx,Violent,264.0
2017,Placer,Male,Latinx,Violent,7.0
2017,Plumas,Male,Latinx,Violent,0.0
2017,Riverside,Male,Latinx,Violent,122.0
2017,Sacramento,Male,Latinx,Violent,67.0
2017,San Benito,Male,Latinx,Violent,7.0
2017,San Bernard,Male,Latinx,Violent,281.0
2017,San Diego,Male,Latinx,Violent,236.0
2017,San Francis,Male,Latinx,Violent,6.477611940298507
2017,San Joaquin,Male,Latinx,Violent,98.0
2017,San Luis Ob,Male,Latinx,Violent,5.0
2017,San Mateo,Male,Latinx,Violent,50.0
2017,Santa Barba,Male,Latinx,Violent,63.0
2017,Santa Clara,Male,Latinx,Violent,197.0
2017,Santa Cruz,Male,Latinx,Violent,32.0
2017,Shasta,Male,Latinx,Violent,3.0
2017,Sierra,Male,Latinx,Violent,0.0
2017,Siskiyou,Male,Latinx,Violent,2.0
2017,Solano,Male,Latinx,Violent,22.0
2017,Sonoma,Male,Latinx,Violent,38.0
2017,Stanislaus,Male,Latinx,Violent,94.0
2017,Sutter,Male,Latinx,Violent,6.0
2017,Tehama,Male,Latinx,Violent,3.0
2017,Trinity,Male,Latinx,Violent,0.0
2017,Tulare,Male,Latinx,Violent,83.0
2017,Tuolumne,Male,Latinx,Violent,3.0
2017,Ventura,Male,Latinx,Violent,72.0
2017,Yolo,Male,Latinx,Violent,13.0
2017,Yuba,Male,Latinx,Violent,6.0
2017,Alameda,Male,Asian/other,Violent,20.0
2017,Alpine,Male,Asian/other,Violent,0.0
2017,Amador,Male,Asian/other,Violent,0.0
2017,Butte,Male,Asian/other,Violent,1.0
2017,Calaveras,Male,Asian/other,Violent,0.0
2017,Colusa,Male,Asian/other,Violent,0.0
2017,Contra Cost,Male,Asian/other,Violent,7.0
2017,Del Norte,Male,Asian/other,Violent,0.0
2017,El Dorado,Male,Asian/other,Violent,0.0
2017,Fresno,Male,Asian/other,Violent,2.0
2017,Glenn,Male,Asian/other,Violent,0.0
2017,Humboldt,Male,Asian/other,Violent,3.0
2017,Imperial,Male,Asian/other,Violent,0.0
2017,Inyo,Male,Asian/other,Violent,1.0
2017,Kern,Male,Asian/other,Violent,3.0
2017,Kings,Male,Asian/other,Violent,5.0
2017,Lake,Male,Asian/other,Violent,3.0
2017,Lassen,Male,Asian/other,Violent,0.0
2017,Los Angeles,Male,Asian/other,Violent,55.0
2017,Madera,Male,Asian/other,Violent,1.0
2017,Marin,Male,Asian/other,Violent,2.0
2017,Mariposa,Male,Asian/other,Violent,0.0
2017,Mendocino,Male,Asian/other,Violent,4.0
2017,Merced,Male,Asian/other,Violent,6.0
2017,Modoc,Male,Asian/other,Violent,0.0
2017,Mono,Male,Asian/other,Violent,0.0
2017,Monterey,Male,Asian/other,Violent,2.0
2017,Napa,Male,Asian/other,Violent,0.0
2017,Nevada,Male,Asian/other,Violent,1.0
2017,Orange,Male,Asian/other,Violent,23.0
2017,Placer,Male,Asian/other,Violent,4.0
2017,Plumas,Male,Asian/other,Violent,0.0
2017,Riverside,Male,Asian/other,Violent,8.0
2017,Sacramento,Male,Asian/other,Violent,18.0
2017,San Benito,Male,Asian/other,Violent,0.0
2017,San Bernard,Male,Asian/other,Violent,21.0
2017,San Diego,Male,Asian/other,Violent,25.0
2017,San Francis,Male,Asian/other,Violent,3.343283582089552
2017,San Joaquin,Male,Asian/other,Violent,22.0
2017,San Luis Ob,Male,Asian/other,Violent,4.0
2017,San Mateo,Male,Asian/other,Violent,11.0
2017,Santa Barba,Male,Asian/other,Violent,6.0
2017,Santa Clara,Male,Asian/other,Violent,39.0
2017,Santa Cruz,Male,Asian/other,Violent,1.0
2017,Shasta,Male,Asian/other,Violent,2.0
2017,Sierra,Male,Asian/other,Violent,0.0
2017,Siskiyou,Male,Asian/other,Violent,1.0
2017,Solano,Male,Asian/other,Violent,3.0
2017,Sonoma,Male,Asian/other,Violent,2.0
2017,Stanislaus,Male,Asian/other,Violent,2.0
2017,Sutter,Male,Asian/other,Violent,1.0
2017,Tehama,Male,Asian/other,Violent,1.0
2017,Trinity,Male,Asian/other,Violent,0.0
2017,Tulare,Male,Asian/other,Violent,2.0
2017,Tuolumne,Male,Asian/other,Violent,0.0
2017,Ventura,Male,Asian/other,Violent,2.0
2017,Yolo,Male,Asian/other,Violent,2.0
2017,Yuba,Male,Asian/other,Violent,3.0
2017,Alameda,Male,White,Violent,23.0
2017,Alpine,Male,White,Violent,0.0
2017,Amador,Male,White,Violent,1.0
2017,Butte,Male,White,Violent,13.0
2017,Calaveras,Male,White,Violent,13.0
2017,Colusa,Male,White,Violent,0.0
2017,Contra Cost,Male,White,Violent,20.0
2017,Del Norte,Male,White,Violent,0.0
2017,El Dorado,Male,White,Violent,16.0
2017,Fresno,Male,White,Violent,28.0
2017,Glenn,Male,White,Violent,1.0
2017,Humboldt,Male,White,Violent,12.0
2017,Imperial,Male,White,Violent,0.0
2017,Inyo,Male,White,Violent,0.0
2017,Kern,Male,White,Violent,28.0
2017,Kings,Male,White,Violent,9.0
2017,Lake,Male,White,Violent,9.0
2017,Lassen,Male,White,Violent,2.0
2017,Los Angeles,Male,White,Violent,96.0
2017,Madera,Male,White,Violent,3.0
2017,Marin,Male,White,Violent,17.0
2017,Mariposa,Male,White,Violent,0.0
2017,Mendocino,Male,White,Violent,7.0
2017,Merced,Male,White,Violent,9.0
2017,Modoc,Male,White,Violent,2.0
2017,Mono,Male,White,Violent,0.0
2017,Monterey,Male,White,Violent,6.0
2017,Napa,Male,White,Violent,9.0
2017,Nevada,Male,White,Violent,12.0
2017,Orange,Male,White,Violent,38.0
2017,Placer,Male,White,Violent,29.0
2017,Plumas,Male,White,Violent,1.0
2017,Riverside,Male,White,Violent,40.0
2017,Sacramento,Male,White,Violent,58.0
2017,San Benito,Male,White,Violent,1.0
2017,San Bernard,Male,White,Violent,88.0
2017,San Diego,Male,White,Violent,84.0
2017,San Francis,Male,White,Violent,4.0
2017,San Joaquin,Male,White,Violent,36.0
2017,San Luis Ob,Male,White,Violent,17.0
2017,San Mateo,Male,White,Violent,8.0
2017,Santa Barba,Male,White,Violent,23.0
2017,Santa Clara,Male,White,Violent,37.0
2017,Santa Cruz,Male,White,Violent,7.0
2017,Shasta,Male,White,Violent,22.0
2017,Sierra,Male,White,Violent,1.0
2017,Siskiyou,Male,White,Violent,2.0
2017,Solano,Male,White,Violent,18.0
2017,Sonoma,Male,White,Violent,25.0
2017,Stanislaus,Male,White,Violent,25.0
2017,Sutter,Male,White,Violent,10.0
2017,Tehama,Male,White,Violent,4.0
2017,Trinity,Male,White,Violent,0.0
2017,Tulare,Male,White,Violent,22.0
2017,Tuolumne,Male,White,Violent,4.0
2017,Ventura,Male,White,Violent,37.0
2017,Yolo,Male,White,Violent,9.0
2017,Yuba,Male,White,Violent,19.0
2018,Alameda,Female,Black,Violent,51.0
2018,Alpine,Female,Black,Violent,0.0
2018,Amador,Female,Black,Violent,0.0
2018,Butte,Female,Black,Violent,2.0
2018,Calaveras,Female,Black,Violent,0.0
2018,Colusa,Female,Black,Violent,0.0
2018,Contra Cost,Female,Black,Violent,9.0
2018,Del Norte,Female,Black,Violent,0.0
2018,El Dorado,Female,Black,Violent,1.0
2018,Fresno,Female,Black,Violent,10.0
2018,Glenn,Female,Black,Violent,0.0
2018,Humboldt,Female,Black,Violent,0.0
2018,Imperial,Female,Black,Violent,0.0
2018,Inyo,Female,Black,Violent,0.0
2018,Kern,Female,Black,Violent,22.0
2018,Kings,Female,Black,Violent,4.0
2018,Lake,Female,Black,Violent,0.0
2018,Lassen,Female,Black,Violent,0.0
2018,Los Angeles,Female,Black,Violent,161.0
2018,Madera,Female,Black,Violent,1.0
2018,Marin,Female,Black,Violent,5.0
2018,Mariposa,Female,Black,Violent,0.0
2018,Mendocino,Female,Black,Violent,2.0
2018,Merced,Female,Black,Violent,5.0
2018,Modoc,Female,Black,Violent,0.0
2018,Mono,Female,Black,Violent,0.0
2018,Monterey,Female,Black,Violent,1.0
2018,Napa,Female,Black,Violent,1.0
2018,Nevada,Female,Black,Violent,1.0
2018,Orange,Female,Black,Violent,5.0
2018,Placer,Female,Black,Violent,3.0
2018,Plumas,Female,Black,Violent,0.0
2018,Riverside,Female,Black,Violent,10.0
2018,Sacramento,Female,Black,Violent,41.0
2018,San Benito,Female,Black,Violent,0.0
2018,San Bernard,Female,Black,Violent,49.0
2018,San Diego,Female,Black,Violent,36.0
2018,San Francis,Female,Black,Violent,7.761194029850746
2018,San Joaquin,Female,Black,Violent,15.0
2018,San Luis Ob,Female,Black,Violent,0.0
2018,San Mateo,Female,Black,Violent,6.0
2018,Santa Barba,Female,Black,Violent,1.0
2018,Santa Clara,Female,Black,Violent,10.0
2018,Santa Cruz,Female,Black,Violent,0.0
2018,Shasta,Female,Black,Violent,0.0
2018,Sierra,Female,Black,Violent,0.0
2018,Siskiyou,Female,Black,Violent,0.0
2018,Solano,Female,Black,Violent,9.0
2018,Sonoma,Female,Black,Violent,1.0
2018,Stanislaus,Female,Black,Violent,8.0
2018,Sutter,Female,Black,Violent,1.0
2018,Tehama,Female,Black,Violent,0.0
2018,Trinity,Female,Black,Violent,0.0
2018,Tulare,Female,Black,Violent,1.0
2018,Tuolumne,Female,Black,Violent,0.0
2018,Ventura,Female,Black,Violent,11.0
2018,Yolo,Female,Black,Violent,1.0
2018,Yuba,Female,Black,Violent,0.0
2018,Alameda,Female,Latinx,Violent,17.0
2018,Alpine,Female,Latinx,Violent,0.0
2018,Amador,Female,Latinx,Violent,0.0
2018,Butte,Female,Latinx,Violent,2.0
2018,Calaveras,Female,Latinx,Violent,1.0
2018,Colusa,Female,Latinx,Violent,0.0
2018,Contra Cost,Female,Latinx,Violent,3.0
2018,Del Norte,Female,Latinx,Violent,0.0
2018,El Dorado,Female,Latinx,Violent,0.0
2018,Fresno,Female,Latinx,Violent,23.0
2018,Glenn,Female,Latinx,Violent,1.0
2018,Humboldt,Female,Latinx,Violent,1.0
2018,Imperial,Female,Latinx,Violent,1.0
2018,Inyo,Female,Latinx,Violent,0.0
2018,Kern,Female,Latinx,Violent,20.0
2018,Kings,Female,Latinx,Violent,6.0
2018,Lake,Female,Latinx,Violent,0.0
2018,Lassen,Female,Latinx,Violent,0.0
2018,Los Angeles,Female,Latinx,Violent,182.0
2018,Madera,Female,Latinx,Violent,3.0
2018,Marin,Female,Latinx,Violent,2.0
2018,Mariposa,Female,Latinx,Violent,0.0
2018,Mendocino,Female,Latinx,Violent,0.0
2018,Merced,Female,Latinx,Violent,9.0
2018,Modoc,Female,Latinx,Violent,0.0
2018,Mono,Female,Latinx,Violent,1.0
2018,Monterey,Female,Latinx,Violent,20.0
2018,Napa,Female,Latinx,Violent,4.0
2018,Nevada,Female,Latinx,Violent,0.0
2018,Orange,Female,Latinx,Violent,59.0
2018,Placer,Female,Latinx,Violent,3.0
2018,Plumas,Female,Latinx,Violent,0.0
2018,Riverside,Female,Latinx,Violent,18.0
2018,Sacramento,Female,Latinx,Violent,5.0
2018,San Benito,Female,Latinx,Violent,0.0
2018,San Bernard,Female,Latinx,Violent,62.0
2018,San Diego,Female,Latinx,Violent,50.0
2018,San Francis,Female,Latinx,Violent,1.3582089552238807
2018,San Joaquin,Female,Latinx,Violent,10.0
2018,San Luis Ob,Female,Latinx,Violent,0.0
2018,San Mateo,Female,Latinx,Violent,9.0
2018,Santa Barba,Female,Latinx,Violent,16.0
2018,Santa Clara,Female,Latinx,Violent,55.0
2018,Santa Cruz,Female,Latinx,Violent,7.0
2018,Shasta,Female,Latinx,Violent,0.0
2018,Sierra,Female,Latinx,Violent,0.0
2018,Siskiyou,Female,Latinx,Violent,0.0
2018,Solano,Female,Latinx,Violent,6.0
2018,Sonoma,Female,Latinx,Violent,5.0
2018,Stanislaus,Female,Latinx,Violent,12.0
2018,Sutter,Female,Latinx,Violent,0.0
2018,Tehama,Female,Latinx,Violent,0.0
2018,Trinity,Female,Latinx,Violent,0.0
2018,Tulare,Female,Latinx,Violent,10.0
2018,Tuolumne,Female,Latinx,Violent,0.0
2018,Ventura,Female,Latinx,Violent,35.0
2018,Yolo,Female,Latinx,Violent,2.0
2018,Yuba,Female,Latinx,Violent,1.0
2018,Alameda,Female,Asian/other,Violent,5.0
2018,Alpine,Female,Asian/other,Violent,0.0
2018,Amador,Female,Asian/other,Violent,0.0
2018,Butte,Female,Asian/other,Violent,1.0
2018,Calaveras,Female,Asian/other,Violent,0.0
2018,Colusa,Female,Asian/other,Violent,0.0
2018,Contra Cost,Female,Asian/other,Violent,1.0
2018,Del Norte,Female,Asian/other,Violent,0.0
2018,El Dorado,Female,Asian/other,Violent,0.0
2018,Fresno,Female,Asian/other,Violent,2.0
2018,Glenn,Female,Asian/other,Violent,0.0
2018,Humboldt,Female,Asian/other,Violent,1.0
2018,Imperial,Female,Asian/other,Violent,0.0
2018,Inyo,Female,Asian/other,Violent,0.0
2018,Kern,Female,Asian/other,Violent,0.0
