,Year,County,Gender,Race,Offense_Category,Count,Age
5056,2020,Glenn,Male,White,Property,0.0,Juvenile
5057,2020,Humboldt,Male,White,Property,1.0,Juvenile
5058,2020,Imperial,Male,White,Property,0.0,Juvenile
5059,2020,Inyo,Male,White,Property,0.0,Juvenile
5060,2020,Kern,Male,White,Property,14.0,Juvenile
5061,2020,Kings,Male,White,Property,3.0,Juvenile
5062,2020,Lake,Male,White,Property,1.0,Juvenile
5063,2020,Lassen,Male,White,Property,0.0,Juvenile
5064,2020,Los Angeles,Male,White,Property,33.0,Juvenile
5065,2020,Madera,Male,White,Property,5.0,Juvenile
5066,2020,Marin,Male,White,Property,3.0,Juvenile
5067,2020,Mariposa,Male,White,Property,0.0,Juvenile
5068,2020,Mendocino,Male,White,Property,1.0,Juvenile
5069,2020,Merced,Male,White,Property,4.0,Juvenile
5070,2020,Modoc,Male,White,Property,0.0,Juvenile
5071,2020,Mono,Male,White,Property,0.0,Juvenile
5072,2020,Monterey,Male,White,Property,3.0,Juvenile
5073,2020,Napa,Male,White,Property,1.0,Juvenile
5074,2020,Nevada,Male,White,Property,2.0,Juvenile
5075,2020,Orange,Male,White,Property,21.0,Juvenile
5076,2020,Placer,Male,White,Property,12.0,Juvenile
5077,2020,Plumas,Male,White,Property,2.0,Juvenile
5078,2020,Riverside,Male,White,Property,5.0,Juvenile
5079,2020,Sacramento,Male,White,Property,19.0,Juvenile
5080,2020,San Benito,Male,White,Property,0.0,Juvenile
5081,2020,San Bernard,Male,White,Property,20.0,Juvenile
5082,2020,San Diego,Male,White,Property,38.0,Juvenile
5083,2020,San Francis,Male,White,Property,0.6153846153846154,Juvenile
5084,2020,San Joaquin,Male,White,Property,14.0,Juvenile
5085,2020,San Luis Ob,Male,White,Property,1.0,Juvenile
5086,2020,San Mateo,Male,White,Property,3.0,Juvenile
5087,2020,Santa Barba,Male,White,Property,5.0,Juvenile
5088,2020,Santa Clara,Male,White,Property,13.0,Juvenile
5089,2020,Santa Cruz,Male,White,Property,5.0,Juvenile
5090,2020,Shasta,Male,White,Property,1.0,Juvenile
5091,2020,Sierra,Male,White,Property,0.0,Juvenile
5092,2020,Siskiyou,Male,White,Property,1.0,Juvenile
5093,2020,Solano,Male,White,Property,2.0,Juvenile
5094,2020,Sonoma,Male,White,Property,4.0,Juvenile
5095,2020,Stanislaus,Male,White,Property,16.0,Juvenile
5096,2020,Sutter,Male,White,Property,2.0,Juvenile
5097,2020,Tehama,Male,White,Property,1.0,Juvenile
5098,2020,Trinity,Male,White,Property,0.0,Juvenile
5099,2020,Tulare,Male,White,Property,10.0,Juvenile
5100,2020,Tuolumne,Male,White,Property,2.0,Juvenile
5101,2020,Ventura,Male,White,Property,11.0,Juvenile
5102,2020,Yolo,Male,White,Property,2.0,Juvenile
5103,2020,Yuba,Male,White,Property,8.0,Juvenile
5104,2021,Alameda,Female,Black,Property,9.0,Juvenile
5105,2021,Alpine,Female,Black,Property,0.0,Juvenile
5106,2021,Amador,Female,Black,Property,0.0,Juvenile
5107,2021,Butte,Female,Black,Property,1.0,Juvenile
5108,2021,Calaveras,Female,Black,Property,0.0,Juvenile
5109,2021,Colusa,Female,Black,Property,0.0,Juvenile
5110,2021,Contra Cost,Female,Black,Property,8.0,Juvenile
5111,2021,Del Norte,Female,Black,Property,0.0,Juvenile
5112,2021,El Dorado,Female,Black,Property,0.0,Juvenile
5113,2021,Fresno,Female,Black,Property,3.0,Juvenile
5114,2021,Glenn,Female,Black,Property,0.0,Juvenile
5115,2021,Humboldt,Female,Black,Property,0.0,Juvenile
5116,2021,Imperial,Female,Black,Property,0.0,Juvenile
5117,2021,Inyo,Female,Black,Property,0.0,Juvenile
5118,2021,Kern,Female,Black,Property,4.0,Juvenile
5119,2021,Kings,Female,Black,Property,0.0,Juvenile
5120,2021,Lake,Female,Black,Property,0.0,Juvenile
5121,2021,Lassen,Female,Black,Property,0.0,Juvenile
5122,2021,Los Angeles,Female,Black,Property,20.0,Juvenile
5123,2021,Madera,Female,Black,Property,0.0,Juvenile
5124,2021,Marin,Female,Black,Property,1.0,Juvenile
5125,2021,Mariposa,Female,Black,Property,0.0,Juvenile
5126,2021,Mendocino,Female,Black,Property,0.0,Juvenile
5127,2021,Merced,Female,Black,Property,1.0,Juvenile
5128,2021,Modoc,Female,Black,Property,0.0,Juvenile
5129,2021,Mono,Female,Black,Property,0.0,Juvenile
5130,2021,Monterey,Female,Black,Property,0.0,Juvenile
5131,2021,Napa,Female,Black,Property,1.0,Juvenile
5132,2021,Nevada,Female,Black,Property,0.0,Juvenile
5133,2021,Orange,Female,Black,Property,4.0,Juvenile
5134,2021,Placer,Female,Black,Property,0.0,Juvenile
5135,2021,Plumas,Female,Black,Property,0.0,Juvenile
5136,2021,Riverside,Female,Black,Property,6.0,Juvenile
5137,2021,Sacramento,Female,Black,Property,15.0,Juvenile
5138,2021,San Benito,Female,Black,Property,0.0,Juvenile
5139,2021,San Bernard,Female,Black,Property,8.0,Juvenile
5140,2021,San Diego,Female,Black,Property,2.0,Juvenile
5141,2021,San Francis,Female,Black,Property,7.435897435897435,Juvenile
5142,2021,San Joaquin,Female,Black,Property,10.0,Juvenile
5143,2021,San Luis Ob,Female,Black,Property,0.0,Juvenile
5144,2021,San Mateo,Female,Black,Property,8.0,Juvenile
5145,2021,Santa Barba,Female,Black,Property,0.0,Juvenile
5146,2021,Santa Clara,Female,Black,Property,3.0,Juvenile
5147,2021,Santa Cruz,Female,Black,Property,0.0,Juvenile
5148,2021,Shasta,Female,Black,Property,0.0,Juvenile
5149,2021,Sierra,Female,Black,Property,0.0,Juvenile
5150,2021,Siskiyou,Female,Black,Property,0.0,Juvenile
5151,2021,Solano,Female,Black,Property,2.0,Juvenile
5152,2021,Sonoma,Female,Black,Property,0.0,Juvenile
5153,2021,Stanislaus,Female,Black,Property,1.0,Juvenile
5154,2021,Sutter,Female,Black,Property,0.0,Juvenile
5155,2021,Tehama,Female,Black,Property,0.0,Juvenile
5156,2021,Trinity,Female,Black,Property,0.0,Juvenile
5157,2021,Tulare,Female,Black,Property,1.0,Juvenile
5158,2021,Tuolumne,Female,Black,Property,0.0,Juvenile
5159,2021,Ventura,Female,Black,Property,4.0,Juvenile
5160,2021,Yolo,Female,Black,Property,1.0,Juvenile
5161,2021,Yuba,Female,Black,Property,1.0,Juvenile
5162,2021,Alameda,Female,Latinx,Property,12.0,Juvenile
5163,2021,Alpine,Female,Latinx,Property,0.0,Juvenile
5164,2021,Amador,Female,Latinx,Property,0.0,Juvenile
5165,2021,Butte,Female,Latinx,Property,0.0,Juvenile
5166,2021,Calaveras,Female,Latinx,Property,0.0,Juvenile
5167,2021,Colusa,Female,Latinx,Property,0.0,Juvenile
5168,2021,Contra Cost,Female,Latinx,Property,2.0,Juvenile
5169,2021,Del Norte,Female,Latinx,Property,0.0,Juvenile
5170,2021,El Dorado,Female,Latinx,Property,0.0,Juvenile
5171,2021,Fresno,Female,Latinx,Property,5.0,Juvenile
5172,2021,Glenn,Female,Latinx,Property,0.0,Juvenile
5173,2021,Humboldt,Female,Latinx,Property,0.0,Juvenile
5174,2021,Imperial,Female,Latinx,Property,1.0,Juvenile
5175,2021,Inyo,Female,Latinx,Property,0.0,Juvenile
5176,2021,Kern,Female,Latinx,Property,5.0,Juvenile
5177,2021,Kings,Female,Latinx,Property,2.0,Juvenile
5178,2021,Lake,Female,Latinx,Property,0.0,Juvenile
5179,2021,Lassen,Female,Latinx,Property,0.0,Juvenile
5180,2021,Los Angeles,Female,Latinx,Property,41.0,Juvenile
5181,2021,Madera,Female,Latinx,Property,1.0,Juvenile
5182,2021,Marin,Female,Latinx,Property,0.0,Juvenile
5183,2021,Mariposa,Female,Latinx,Property,0.0,Juvenile
5184,2021,Mendocino,Female,Latinx,Property,0.0,Juvenile
5185,2021,Merced,Female,Latinx,Property,5.0,Juvenile
5186,2021,Modoc,Female,Latinx,Property,0.0,Juvenile
5187,2021,Mono,Female,Latinx,Property,0.0,Juvenile
5188,2021,Monterey,Female,Latinx,Property,2.0,Juvenile
5189,2021,Napa,Female,Latinx,Property,0.0,Juvenile
5190,2021,Nevada,Female,Latinx,Property,0.0,Juvenile
5191,2021,Orange,Female,Latinx,Property,9.0,Juvenile
5192,2021,Placer,Female,Latinx,Property,0.0,Juvenile
5193,2021,Plumas,Female,Latinx,Property,0.0,Juvenile
5194,2021,Riverside,Female,Latinx,Property,6.0,Juvenile
5195,2021,Sacramento,Female,Latinx,Property,1.0,Juvenile
5196,2021,San Benito,Female,Latinx,Property,3.0,Juvenile
5197,2021,San Bernard,Female,Latinx,Property,18.0,Juvenile
5198,2021,San Diego,Female,Latinx,Property,4.0,Juvenile
5199,2021,San Francis,Female,Latinx,Property,0.3717948717948718,Juvenile
5200,2021,San Joaquin,Female,Latinx,Property,9.0,Juvenile
5201,2021,San Luis Ob,Female,Latinx,Property,0.0,Juvenile
5202,2021,San Mateo,Female,Latinx,Property,1.0,Juvenile
5203,2021,Santa Barba,Female,Latinx,Property,2.0,Juvenile
5204,2021,Santa Clara,Female,Latinx,Property,23.0,Juvenile
5205,2021,Santa Cruz,Female,Latinx,Property,2.0,Juvenile
5206,2021,Shasta,Female,Latinx,Property,1.0,Juvenile
5207,2021,Sierra,Female,Latinx,Property,0.0,Juvenile
5208,2021,Siskiyou,Female,Latinx,Property,0.0,Juvenile
5209,2021,Solano,Female,Latinx,Property,1.0,Juvenile
5210,2021,Sonoma,Female,Latinx,Property,1.0,Juvenile
5211,2021,Stanislaus,Female,Latinx,Property,1.0,Juvenile
5212,2021,Sutter,Female,Latinx,Property,0.0,Juvenile
5213,2021,Tehama,Female,Latinx,Property,0.0,Juvenile
5214,2021,Trinity,Female,Latinx,Property,0.0,Juvenile
5215,2021,Tulare,Female,Latinx,Property,4.0,Juvenile
5216,2021,Tuolumne,Female,Latinx,Property,0.0,Juvenile
5217,2021,Ventura,Female,Latinx,Property,11.0,Juvenile
5218,2021,Yolo,Female,Latinx,Property,0.0,Juvenile
5219,2021,Yuba,Female,Latinx,Property,0.0,Juvenile
5220,2021,Alameda,Female,Asian/other,Property,2.0,Juvenile
5221,2021,Alpine,Female,Asian/other,Property,0.0,Juvenile
5222,2021,Amador,Female,Asian/other,Property,0.0,Juvenile
5223,2021,Butte,Female,Asian/other,Property,0.0,Juvenile
5224,2021,Calaveras,Female,Asian/other,Property,0.0,Juvenile
5225,2021,Colusa,Female,Asian/other,Property,0.0,Juvenile
5226,2021,Contra Cost,Female,Asian/other,Property,1.0,Juvenile
5227,2021,Del Norte,Female,Asian/other,Property,0.0,Juvenile
5228,2021,El Dorado,Female,Asian/other,Property,0.0,Juvenile
5229,2021,Fresno,Female,Asian/other,Property,0.0,Juvenile
5230,2021,Glenn,Female,Asian/other,Property,0.0,Juvenile
5231,2021,Humboldt,Female,Asian/other,Property,0.0,Juvenile
5232,2021,Imperial,Female,Asian/other,Property,0.0,Juvenile
5233,2021,Inyo,Female,Asian/other,Property,0.0,Juvenile
5234,2021,Kern,Female,Asian/other,Property,1.0,Juvenile
5235,2021,Kings,Female,Asian/other,Property,0.0,Juvenile
5236,2021,Lake,Female,Asian/other,Property,0.0,Juvenile
5237,2021,Lassen,Female,Asian/other,Property,0.0,Juvenile
5238,2021,Los Angeles,Female,Asian/other,Property,2.0,Juvenile
5239,2021,Madera,Female,Asian/other,Property,0.0,Juvenile
5240,2021,Marin,Female,Asian/other,Property,0.0,Juvenile
5241,2021,Mariposa,Female,Asian/other,Property,0.0,Juvenile
5242,2021,Mendocino,Female,Asian/other,Property,0.0,Juvenile
5243,2021,Merced,Female,Asian/other,Property,0.0,Juvenile
5244,2021,Modoc,Female,Asian/other,Property,0.0,Juvenile
5245,2021,Mono,Female,Asian/other,Property,0.0,Juvenile
5246,2021,Monterey,Female,Asian/other,Property,0.0,Juvenile
5247,2021,Napa,Female,Asian/other,Property,0.0,Juvenile
5248,2021,Nevada,Female,Asian/other,Property,0.0,Juvenile
5249,2021,Orange,Female,Asian/other,Property,5.0,Juvenile
5250,2021,Placer,Female,Asian/other,Property,0.0,Juvenile
5251,2021,Plumas,Female,Asian/other,Property,0.0,Juvenile
5252,2021,Riverside,Female,Asian/other,Property,1.0,Juvenile
5253,2021,Sacramento,Female,Asian/other,Property,1.0,Juvenile
5254,2021,San Benito,Female,Asian/other,Property,0.0,Juvenile
5255,2021,San Bernard,Female,Asian/other,Property,0.0,Juvenile
5256,2021,San Diego,Female,Asian/other,Property,0.0,Juvenile
5257,2021,San Francis,Female,Asian/other,Property,1.1153846153846154,Juvenile
5258,2021,San Joaquin,Female,Asian/other,Property,0.0,Juvenile
5259,2021,San Luis Ob,Female,Asian/other,Property,0.0,Juvenile
5260,2021,San Mateo,Female,Asian/other,Property,0.0,Juvenile
5261,2021,Santa Barba,Female,Asian/other,Property,0.0,Juvenile
5262,2021,Santa Clara,Female,Asian/other,Property,0.0,Juvenile
5263,2021,Santa Cruz,Female,Asian/other,Property,0.0,Juvenile
5264,2021,Shasta,Female,Asian/other,Property,0.0,Juvenile
5265,2021,Sierra,Female,Asian/other,Property,0.0,Juvenile
5266,2021,Siskiyou,Female,Asian/other,Property,2.0,Juvenile
5267,2021,Solano,Female,Asian/other,Property,1.0,Juvenile
5268,2021,Sonoma,Female,Asian/other,Property,0.0,Juvenile
5269,2021,Stanislaus,Female,Asian/other,Property,0.0,Juvenile
5270,2021,Sutter,Female,Asian/other,Property,1.0,Juvenile
5271,2021,Tehama,Female,Asian/other,Property,0.0,Juvenile
5272,2021,Trinity,Female,Asian/other,Property,0.0,Juvenile
5273,2021,Tulare,Female,Asian/other,Property,0.0,Juvenile
5274,2021,Tuolumne,Female,Asian/other,Property,0.0,Juvenile
5275,2021,Ventura,Female,Asian/other,Property,1.0,Juvenile
5276,2021,Yolo,Female,Asian/other,Property,0.0,Juvenile
5277,2021,Yuba,Female,Asian/other,Property,2.0,Juvenile
5278,2021,Alameda,Female,White,Property,4.0,Juvenile
5279,2021,Alpine,Female,White,Property,0.0,Juvenile
5280,2021,Amador,Female,White,Property,0.0,Juvenile
5281,2021,Butte,Female,White,Property,2.0,Juvenile
5282,2021,Calaveras,Female,White,Property,0.0,Juvenile
5283,2021,Colusa,Female,White,Property,0.0,Juvenile
5284,2021,Contra Cost,Female,White,Property,1.0,Juvenile
5285,2021,Del Norte,Female,White,Property,0.0,Juvenile
5286,2021,El Dorado,Female,White,Property,0.0,Juvenile
5287,2021,Fresno,Female,White,Property,2.0,Juvenile
5288,2021,Glenn,Female,White,Property,0.0,Juvenile
5289,2021,Humboldt,Female,White,Property,3.0,Juvenile
5290,2021,Imperial,Female,White,Property,0.0,Juvenile
5291,2021,Inyo,Female,White,Property,0.0,Juvenile
5292,2021,Kern,Female,White,Property,7.0,Juvenile
5293,2021,Kings,Female,White,Property,2.0,Juvenile
5294,2021,Lake,Female,White,Property,0.0,Juvenile
5295,2021,Lassen,Female,White,Property,0.0,Juvenile
5296,2021,Los Angeles,Female,White,Property,6.0,Juvenile
5297,2021,Madera,Female,White,Property,0.0,Juvenile
5298,2021,Marin,Female,White,Property,0.0,Juvenile
5299,2021,Mariposa,Female,White,Property,0.0,Juvenile
5300,2021,Mendocino,Female,White,Property,0.0,Juvenile
5301,2021,Merced,Female,White,Property,0.0,Juvenile
5302,2021,Modoc,Female,White,Property,0.0,Juvenile
5303,2021,Mono,Female,White,Property,0.0,Juvenile
5304,2021,Monterey,Female,White,Property,1.0,Juvenile
5305,2021,Napa,Female,White,Property,0.0,Juvenile
5306,2021,Nevada,Female,White,Property,3.0,Juvenile
5307,2021,Orange,Female,White,Property,1.0,Juvenile
5308,2021,Placer,Female,White,Property,4.0,Juvenile
5309,2021,Plumas,Female,White,Property,0.0,Juvenile
5310,2021,Riverside,Female,White,Property,4.0,Juvenile
5311,2021,Sacramento,Female,White,Property,2.0,Juvenile
5312,2021,San Benito,Female,White,Property,1.0,Juvenile
5313,2021,San Bernard,Female,White,Property,2.0,Juvenile
5314,2021,San Diego,Female,White,Property,3.0,Juvenile
5315,2021,San Francis,Female,White,Property,0.3717948717948718,Juvenile
5316,2021,San Joaquin,Female,White,Property,4.0,Juvenile
5317,2021,San Luis Ob,Female,White,Property,0.0,Juvenile
5318,2021,San Mateo,Female,White,Property,0.0,Juvenile
5319,2021,Santa Barba,Female,White,Property,1.0,Juvenile
5320,2021,Santa Clara,Female,White,Property,2.0,Juvenile
5321,2021,Santa Cruz,Female,White,Property,1.0,Juvenile
5322,2021,Shasta,Female,White,Property,1.0,Juvenile
5323,2021,Sierra,Female,White,Property,0.0,Juvenile
5324,2021,Siskiyou,Female,White,Property,1.0,Juvenile
5325,2021,Solano,Female,White,Property,2.0,Juvenile
5326,2021,Sonoma,Female,White,Property,2.0,Juvenile
5327,2021,Stanislaus,Female,White,Property,1.0,Juvenile
5328,2021,Sutter,Female,White,Property,3.0,Juvenile
5329,2021,Tehama,Female,White,Property,0.0,Juvenile
5330,2021,Trinity,Female,White,Property,0.0,Juvenile
5331,2021,Tulare,Female,White,Property,3.0,Juvenile
5332,2021,Tuolumne,Female,White,Property,0.0,Juvenile
5333,2021,Ventura,Female,White,Property,2.0,Juvenile
5334,2021,Yolo,Female,White,Property,0.0,Juvenile
5335,2021,Yuba,Female,White,Property,2.0,Juvenile
5336,2021,Alameda,Male,Black,Property,38.0,Juvenile
5337,2021,Alpine,Male,Black,Property,0.0,Juvenile
5338,2021,Amador,Male,Black,Property,0.0,Juvenile
5339,2021,Butte,Male,Black,Property,0.0,Juvenile
5340,2021,Calaveras,Male,Black,Property,1.0,Juvenile
5341,2021,Colusa,Male,Black,Property,0.0,Juvenile
5342,2021,Contra Cost,Male,Black,Property,19.0,Juvenile
5343,2021,Del Norte,Male,Black,Property,0.0,Juvenile
5344,2021,El Dorado,Male,Black,Property,0.0,Juvenile
5345,2021,Fresno,Male,Black,Property,9.0,Juvenile
5346,2021,Glenn,Male,Black,Property,0.0,Juvenile
5347,2021,Humboldt,Male,Black,Property,0.0,Juvenile
5348,2021,Imperial,Male,Black,Property,0.0,Juvenile
5349,2021,Inyo,Male,Black,Property,0.0,Juvenile
5350,2021,Kern,Male,Black,Property,15.0,Juvenile
5351,2021,Kings,Male,Black,Property,7.0,Juvenile
5352,2021,Lake,Male,Black,Property,0.0,Juvenile
5353,2021,Lassen,Male,Black,Property,0.0,Juvenile
5354,2021,Los Angeles,Male,Black,Property,123.0,Juvenile
5355,2021,Madera,Male,Black,Property,4.0,Juvenile
5356,2021,Marin,Male,Black,Property,2.0,Juvenile
5357,2021,Mariposa,Male,Black,Property,0.0,Juvenile
5358,2021,Mendocino,Male,Black,Property,1.0,Juvenile
5359,2021,Merced,Male,Black,Property,1.0,Juvenile
5360,2021,Modoc,Male,Black,Property,0.0,Juvenile
5361,2021,Mono,Male,Black,Property,0.0,Juvenile
5362,2021,Monterey,Male,Black,Property,3.0,Juvenile
5363,2021,Napa,Male,Black,Property,2.0,Juvenile
5364,2021,Nevada,Male,Black,Property,1.0,Juvenile
5365,2021,Orange,Male,Black,Property,4.0,Juvenile
5366,2021,Placer,Male,Black,Property,3.0,Juvenile
5367,2021,Plumas,Male,Black,Property,0.0,Juvenile
5368,2021,Riverside,Male,Black,Property,11.0,Juvenile
5369,2021,Sacramento,Male,Black,Property,18.0,Juvenile
5370,2021,San Benito,Male,Black,Property,1.0,Juvenile
5371,2021,San Bernard,Male,Black,Property,42.0,Juvenile
5372,2021,San Diego,Male,Black,Property,11.0,Juvenile
5373,2021,San Francis,Male,Black,Property,11.525641025641026,Juvenile
5374,2021,San Joaquin,Male,Black,Property,19.0,Juvenile
5375,2021,San Luis Ob,Male,Black,Property,0.0,Juvenile
5376,2021,San Mateo,Male,Black,Property,6.0,Juvenile
5377,2021,Santa Barba,Male,Black,Property,2.0,Juvenile
5378,2021,Santa Clara,Male,Black,Property,4.0,Juvenile
5379,2021,Santa Cruz,Male,Black,Property,0.0,Juvenile
5380,2021,Shasta,Male,Black,Property,0.0,Juvenile
5381,2021,Sierra,Male,Black,Property,0.0,Juvenile
5382,2021,Siskiyou,Male,Black,Property,0.0,Juvenile
5383,2021,Solano,Male,Black,Property,16.0,Juvenile
5384,2021,Sonoma,Male,Black,Property,2.0,Juvenile
5385,2021,Stanislaus,Male,Black,Property,4.0,Juvenile
5386,2021,Sutter,Male,Black,Property,0.0,Juvenile
5387,2021,Tehama,Male,Black,Property,0.0,Juvenile
5388,2021,Trinity,Male,Black,Property,0.0,Juvenile
5389,2021,Tulare,Male,Black,Property,2.0,Juvenile
5390,2021,Tuolumne,Male,Black,Property,0.0,Juvenile
5391,2021,Ventura,Male,Black,Property,4.0,Juvenile
5392,2021,Yolo,Male,Black,Property,1.0,Juvenile
5393,2021,Yuba,Male,Black,Property,0.0,Juvenile
5394,2021,Alameda,Male,Latinx,Property,18.0,Juvenile
5395,2021,Alpine,Male,Latinx,Property,0.0,Juvenile
5396,2021,Amador,Male,Latinx,Property,0.0,Juvenile
5397,2021,Butte,Male,Latinx,Property,1.0,Juvenile
5398,2021,Calaveras,Male,Latinx,Property,0.0,Juvenile
5399,2021,Colusa,Male,Latinx,Property,0.0,Juvenile
5400,2021,Contra Cost,Male,Latinx,Property,6.0,Juvenile
5401,2021,Del Norte,Male,Latinx,Property,0.0,Juvenile
5402,2021,El Dorado,Male,Latinx,Property,2.0,Juvenile
5403,2021,Fresno,Male,Latinx,Property,23.0,Juvenile
5404,2021,Glenn,Male,Latinx,Property,1.0,Juvenile
5405,2021,Humboldt,Male,Latinx,Property,0.0,Juvenile
5406,2021,Imperial,Male,Latinx,Property,1.0,Juvenile
5407,2021,Inyo,Male,Latinx,Property,0.0,Juvenile
5408,2021,Kern,Male,Latinx,Property,29.0,Juvenile
5409,2021,Kings,Male,Latinx,Property,24.0,Juvenile
5410,2021,Lake,Male,Latinx,Property,1.0,Juvenile
5411,2021,Lassen,Male,Latinx,Property,0.0,Juvenile
5412,2021,Los Angeles,Male,Latinx,Property,153.0,Juvenile
5413,2021,Madera,Male,Latinx,Property,2.0,Juvenile
5414,2021,Marin,Male,Latinx,Property,1.0,Juvenile
5415,2021,Mariposa,Male,Latinx,Property,0.0,Juvenile
5416,2021,Mendocino,Male,Latinx,Property,4.0,Juvenile
5417,2021,Merced,Male,Latinx,Property,6.0,Juvenile
5418,2021,Modoc,Male,Latinx,Property,0.0,Juvenile
5419,2021,Mono,Male,Latinx,Property,0.0,Juvenile
5420,2021,Monterey,Male,Latinx,Property,11.0,Juvenile
5421,2021,Napa,Male,Latinx,Property,8.0,Juvenile
5422,2021,Nevada,Male,Latinx,Property,2.0,Juvenile
5423,2021,Orange,Male,Latinx,Property,37.0,Juvenile
5424,2021,Placer,Male,Latinx,Property,3.0,Juvenile
5425,2021,Plumas,Male,Latinx,Property,0.0,Juvenile
5426,2021,Riverside,Male,Latinx,Property,30.0,Juvenile
5427,2021,Sacramento,Male,Latinx,Property,18.0,Juvenile
5428,2021,San Benito,Male,Latinx,Property,2.0,Juvenile
5429,2021,San Bernard,Male,Latinx,Property,66.0,Juvenile
5430,2021,San Diego,Male,Latinx,Property,27.0,Juvenile
5431,2021,San Francis,Male,Latinx,Property,4.461538461538462,Juvenile
5432,2021,San Joaquin,Male,Latinx,Property,26.0,Juvenile
5433,2021,San Luis Ob,Male,Latinx,Property,1.0,Juvenile
5434,2021,San Mateo,Male,Latinx,Property,14.0,Juvenile
5435,2021,Santa Barba,Male,Latinx,Property,20.0,Juvenile
5436,2021,Santa Clara,Male,Latinx,Property,57.0,Juvenile
5437,2021,Santa Cruz,Male,Latinx,Property,4.0,Juvenile
5438,2021,Shasta,Male,Latinx,Property,0.0,Juvenile
5439,2021,Sierra,Male,Latinx,Property,0.0,Juvenile
5440,2021,Siskiyou,Male,Latinx,Property,0.0,Juvenile
5441,2021,Solano,Male,Latinx,Property,5.0,Juvenile
5442,2021,Sonoma,Male,Latinx,Property,6.0,Juvenile
5443,2021,Stanislaus,Male,Latinx,Property,14.0,Juvenile
5444,2021,Sutter,Male,Latinx,Property,0.0,Juvenile
5445,2021,Tehama,Male,Latinx,Property,0.0,Juvenile
5446,2021,Trinity,Male,Latinx,Property,0.0,Juvenile
5447,2021,Tulare,Male,Latinx,Property,26.0,Juvenile
5448,2021,Tuolumne,Male,Latinx,Property,0.0,Juvenile
5449,2021,Ventura,Male,Latinx,Property,36.0,Juvenile
5450,2021,Yolo,Male,Latinx,Property,0.0,Juvenile
5451,2021,Yuba,Male,Latinx,Property,0.0,Juvenile
5452,2021,Alameda,Male,Asian/other,Property,10.0,Juvenile
5453,2021,Alpine,Male,Asian/other,Property,0.0,Juvenile
5454,2021,Amador,Male,Asian/other,Property,0.0,Juvenile
5455,2021,Butte,Male,Asian/other,Property,1.0,Juvenile
5456,2021,Calaveras,Male,Asian/other,Property,0.0,Juvenile
5457,2021,Colusa,Male,Asian/other,Property,0.0,Juvenile
5458,2021,Contra Cost,Male,Asian/other,Property,2.0,Juvenile
5459,2021,Del Norte,Male,Asian/other,Property,0.0,Juvenile
5460,2021,El Dorado,Male,Asian/other,Property,0.0,Juvenile
5461,2021,Fresno,Male,Asian/other,Property,0.0,Juvenile
5462,2021,Glenn,Male,Asian/other,Property,0.0,Juvenile
5463,2021,Humboldt,Male,Asian/other,Property,3.0,Juvenile
5464,2021,Imperial,Male,Asian/other,Property,0.0,Juvenile
5465,2021,Inyo,Male,Asian/other,Property,0.0,Juvenile
5466,2021,Kern,Male,Asian/other,Property,0.0,Juvenile
5467,2021,Kings,Male,Asian/other,Property,0.0,Juvenile
5468,2021,Lake,Male,Asian/other,Property,1.0,Juvenile
5469,2021,Lassen,Male,Asian/other,Property,0.0,Juvenile
5470,2021,Los Angeles,Male,Asian/other,Property,5.0,Juvenile
5471,2021,Madera,Male,Asian/other,Property,0.0,Juvenile
5472,2021,Marin,Male,Asian/other,Property,0.0,Juvenile
5473,2021,Mariposa,Male,Asian/other,Property,0.0,Juvenile
5474,2021,Mendocino,Male,Asian/other,Property,0.0,Juvenile
5475,2021,Merced,Male,Asian/other,Property,0.0,Juvenile
5476,2021,Modoc,Male,Asian/other,Property,0.0,Juvenile
5477,2021,Mono,Male,Asian/other,Property,0.0,Juvenile
5478,2021,Monterey,Male,Asian/other,Property,0.0,Juvenile
5479,2021,Napa,Male,Asian/other,Property,0.0,Juvenile
5480,2021,Nevada,Male,Asian/other,Property,0.0,Juvenile
5481,2021,Orange,Male,Asian/other,Property,10.0,Juvenile
5482,2021,Placer,Male,Asian/other,Property,1.0,Juvenile
5483,2021,Plumas,Male,Asian/other,Property,0.0,Juvenile
5484,2021,Riverside,Male,Asian/other,Property,2.0,Juvenile
5485,2021,Sacramento,Male,Asian/other,Property,7.0,Juvenile
5486,2021,San Benito,Male,Asian/other,Property,0.0,Juvenile
5487,2021,San Bernard,Male,Asian/other,Property,2.0,Juvenile
5488,2021,San Diego,Male,Asian/other,Property,2.0,Juvenile
5489,2021,San Francis,Male,Asian/other,Property,2.9743589743589745,Juvenile
5490,2021,San Joaquin,Male,Asian/other,Property,5.0,Juvenile
5491,2021,San Luis Ob,Male,Asian/other,Property,0.0,Juvenile
5492,2021,San Mateo,Male,Asian/other,Property,3.0,Juvenile
5493,2021,Santa Barba,Male,Asian/other,Property,1.0,Juvenile
5494,2021,Santa Clara,Male,Asian/other,Property,7.0,Juvenile
5495,2021,Santa Cruz,Male,Asian/other,Property,0.0,Juvenile
5496,2021,Shasta,Male,Asian/other,Property,1.0,Juvenile
5497,2021,Sierra,Male,Asian/other,Property,0.0,Juvenile
5498,2021,Siskiyou,Male,Asian/other,Property,3.0,Juvenile
5499,2021,Solano,Male,Asian/other,Property,2.0,Juvenile
