Status,Year,County,Sex,Race,OffenseCat,Imprisonments,Arrests,Population18-69,CostPerInmate
Adult prisoners,2023,Lake,Female,Latinx,Violent,0.0,13,4860,131822
Adult prisoners,2023,Lassen,Female,Latinx,Violent,0.0,3,764,131822
Adult prisoners,2023,Los Angeles,Female,Latinx,Violent,0.0,"2,585",1607515,131822
Adult prisoners,2023,Madera,Female,Latinx,Violent,0.0,58,30086,131822
Adult prisoners,2023,Marin,Female,Latinx,Violent,0.0,37,12694,131822
Adult prisoners,2023,Mariposa,Female,Latinx,Violent,0.0,1,668,131822
Adult prisoners,2023,Mendocino,Female,Latinx,Violent,0.0,8,7315,131822
Adult prisoners,2023,Merced,Female,Latinx,Violent,0.0,118,57622,131822
Adult prisoners,2023,Modoc,Female,Latinx,Violent,0.0,0,463,131822
Adult prisoners,2023,Mono,Female,Latinx,Violent,0.0,2,1125,131822
Adult prisoners,2023,Monterey,Female,Latinx,Violent,0.0,106,76781,131822
Adult prisoners,2023,Napa,Female,Latinx,Violent,0.0,23,15532,131822
Adult prisoners,2023,Nevada,Female,Latinx,Violent,0.0,0,3204,131822
Adult prisoners,2023,Orange,Female,Latinx,Violent,0.0,575,360394,131822
Adult prisoners,2023,Placer,Female,Latinx,Violent,0.0,26,20790,131822
Adult prisoners,2023,Plumas,Female,Latinx,Violent,0.0,0,605,131822
Adult prisoners,2023,Riverside,Female,Latinx,Violent,0.0,610,424242,131822
Adult prisoners,2023,Sacramento,Female,Latinx,Violent,0.0,177,125124,131822
Adult prisoners,2023,San Benito,Female,Latinx,Violent,0.0,22,13790,131822
Adult prisoners,2023,San Bernardino,Female,Latinx,Violent,0.0,631,407877,131822
Adult prisoners,2023,San Diego,Female,Latinx,Violent,0.0,467,375183,131822
Adult prisoners,2023,San Francisco,Female,Latinx,Violent,0.0,80,42794,131822
Adult prisoners,2023,San Joaquin,Female,Latinx,Violent,0.0,186,108312,131822
Adult prisoners,2023,San Luis Obispo,Female,Latinx,Violent,0.0,32,21500,131822
Adult prisoners,2023,San Mateo,Female,Latinx,Violent,0.0,113,57814,131822
Adult prisoners,2023,Santa Barbara,Female,Latinx,Violent,0.0,121,65777,131822
Adult prisoners,2023,Santa Clara,Female,Latinx,Violent,0.0,437,152375,131822
Adult prisoners,2023,Santa Cruz,Female,Latinx,Violent,0.0,64,30087,131822
Adult prisoners,2023,Shasta,Female,Latinx,Violent,0.0,6,6561,131822
Adult prisoners,2023,Sierra,Female,Latinx,Violent,0.0,0,91,131822
Adult prisoners,2023,Siskiyou,Female,Latinx,Violent,0.0,0,1895,131822
Adult prisoners,2023,Solano,Female,Latinx,Violent,0.0,66,40110,131822
Adult prisoners,2023,Sonoma,Female,Latinx,Violent,0.0,93,43419,131822
Adult prisoners,2023,Stanislaus,Female,Latinx,Violent,0.0,167,85823,131822
Adult prisoners,2023,Sutter,Female,Latinx,Violent,0.0,24,9927,131822
Adult prisoners,2023,Tehama,Female,Latinx,Violent,0.0,17,5537,131822
Adult prisoners,2023,Trinity,Female,Latinx,Violent,0.0,0,444,131822
Adult prisoners,2023,Tulare,Female,Latinx,Violent,0.0,237,98390,131822
Adult prisoners,2023,Tuolumne,Female,Latinx,Violent,0.0,3,1741,131822
Adult prisoners,2023,Ventura,Female,Latinx,Violent,0.0,225,116484,131822
Adult prisoners,2023,Yolo,Female,Latinx,Violent,0.0,24,24712,131822
Adult prisoners,2023,Yuba,Female,Latinx,Violent,0.0,16,7803,131822
Adult prisoners,2023,Unknown,Female,Latinx,Violent,0.0,0,0,131822
Adult prisoners,2017,Alameda,Male,Latinx,Drug,1.0,278,133348,98731
Adult prisoners,2017,Alpine,Male,Latinx,Drug,0.0,0,34,98731
Adult prisoners,2017,Amador,Male,Latinx,Drug,2.0,5,2471,98731
Adult prisoners,2017,Butte,Male,Latinx,Drug,15.0,31,11910,98731
Adult prisoners,2017,Calaveras,Male,Latinx,Drug,0.0,9,1712,98731
Adult prisoners,2017,Colusa,Male,Latinx,Drug,2.0,4,4225,98731
Adult prisoners,2017,Contra Costa,Male,Latinx,Drug,9.0,182,96994,98731
Adult prisoners,2017,Del Norte,Male,Latinx,Drug,4.0,0,2291,98731
Adult prisoners,2017,El Dorado,Male,Latinx,Drug,2.0,10,8027,98731
Adult prisoners,2017,Fresno,Male,Latinx,Drug,64.0,228,167247,98731
Adult prisoners,2017,Glenn,Male,Latinx,Drug,3.0,4,3807,98731
Adult prisoners,2017,Humboldt,Male,Latinx,Drug,5.0,13,4859,98731
Adult prisoners,2017,Imperial,Male,Latinx,Drug,27.0,152,47379,98731
Adult prisoners,2017,Inyo,Male,Latinx,Drug,1.0,0,1252,98731
Adult prisoners,2017,Kern,Male,Latinx,Drug,98.0,279,153527,98731
Adult prisoners,2017,Kings,Male,Latinx,Drug,49.0,47,27475,98731
Adult prisoners,2017,Lake,Male,Latinx,Drug,5.0,43,4088,98731
Adult prisoners,2017,Lassen,Male,Latinx,Drug,10.0,1,3273,98731
Adult prisoners,2017,Los Angeles,Male,Latinx,Drug,718.0,"3,051",1718674,98731
Adult prisoners,2017,Madera,Male,Latinx,Drug,10.0,57,27944,98731
Adult prisoners,2017,Marin,Male,Latinx,Drug,1.0,22,16310,98731
Adult prisoners,2017,Mariposa,Male,Latinx,Drug,0.0,2,626,98731
Adult prisoners,2017,Mendocino,Male,Latinx,Drug,5.0,17,7305,98731
Adult prisoners,2017,Merced,Male,Latinx,Drug,13.0,97,50300,98731
Adult prisoners,2017,Modoc,Male,Latinx,Drug,0.0,1,493,98731
Adult prisoners,2017,Mono,Male,Latinx,Drug,1.0,0,1347,98731
Adult prisoners,2017,Monterey,Male,Latinx,Drug,38.0,123,86179,98731
Adult prisoners,2017,Napa,Male,Latinx,Drug,3.0,24,17384,98731
Adult prisoners,2017,Nevada,Male,Latinx,Drug,1.0,6,3206,98731
Adult prisoners,2017,Orange,Male,Latinx,Drug,195.0,712,377865,98731
Adult prisoners,2017,Placer,Male,Latinx,Drug,6.0,33,16912,98731
Adult prisoners,2017,Plumas,Male,Latinx,Drug,0.0,1,532,98731
Adult prisoners,2017,Riverside,Male,Latinx,Drug,272.0,563,364811,98731
Adult prisoners,2017,Sacramento,Male,Latinx,Drug,84.0,187,113541,98731
Adult prisoners,2017,San Benito,Male,Latinx,Drug,8.0,16,11569,98731
Adult prisoners,2017,San Bernardino,Male,Latinx,Drug,206.0,"1,177",352257,98731
Adult prisoners,2017,San Diego,Male,Latinx,Drug,143.0,614,356166,98731
Adult prisoners,2017,San Francisco,Male,Latinx,Drug,0.0,7,54192,98731
Adult prisoners,2017,San Joaquin,Male,Latinx,Drug,37.0,183,97874,98731
Adult prisoners,2017,San Luis Obispo,Male,Latinx,Drug,15.0,32,22186,98731
Adult prisoners,2017,San Mateo,Male,Latinx,Drug,11.0,97,70748,98731
Adult prisoners,2017,Santa Barbara,Male,Latinx,Drug,53.0,188,69650,98731
Adult prisoners,2017,Santa Clara,Male,Latinx,Drug,93.0,282,182044,98731
Adult prisoners,2017,Santa Cruz,Male,Latinx,Drug,6.0,77,31120,98731
Adult prisoners,2017,Shasta,Male,Latinx,Drug,4.0,5,5142,98731
Adult prisoners,2017,Sierra,Male,Latinx,Drug,0.0,2,107,98731
Adult prisoners,2017,Siskiyou,Male,Latinx,Drug,2.0,25,1631,98731
Adult prisoners,2017,Solano,Male,Latinx,Drug,5.0,54,37097,98731
Adult prisoners,2017,Sonoma,Male,Latinx,Drug,12.0,86,46519,98731
Adult prisoners,2017,Stanislaus,Male,Latinx,Drug,32.0,348,78022,98731
Adult prisoners,2017,Sutter,Male,Latinx,Drug,1.0,15,10060,98731
Adult prisoners,2017,Tehama,Male,Latinx,Drug,3.0,7,4920,98731
Adult prisoners,2017,Trinity,Male,Latinx,Drug,0.0,3,345,98731
Adult prisoners,2017,Tulare,Male,Latinx,Drug,61.0,592,92079,98731
Adult prisoners,2017,Tuolumne,Male,Latinx,Drug,6.0,11,2543,98731
Adult prisoners,2017,Ventura,Male,Latinx,Drug,74.0,312,120546,98731
Adult prisoners,2017,Yolo,Male,Latinx,Drug,23.0,28,22597,98731
Adult prisoners,2017,Yuba,Male,Latinx,Drug,1.0,15,6198,98731
Adult prisoners,2017,Unknown,Male,Latinx,Drug,0.0,0,0,98731
Adult prisoners,2017,Alameda,Male,Latinx,Property,27.0,560,133348,98731
Adult prisoners,2017,Alpine,Male,Latinx,Property,0.0,0,34,98731
Adult prisoners,2017,Amador,Male,Latinx,Property,3.0,7,2471,98731
Adult prisoners,2017,Butte,Male,Latinx,Property,7.0,37,11910,98731
Adult prisoners,2017,Calaveras,Male,Latinx,Property,0.0,4,1712,98731
Adult prisoners,2017,Colusa,Male,Latinx,Property,6.0,12,4225,98731
Adult prisoners,2017,Contra Costa,Male,Latinx,Property,20.0,471,96994,98731
Adult prisoners,2017,Del Norte,Male,Latinx,Property,2.0,4,2291,98731
Adult prisoners,2017,El Dorado,Male,Latinx,Property,8.0,25,8027,98731
Adult prisoners,2017,Fresno,Male,Latinx,Property,234.0,710,167247,98731
Adult prisoners,2017,Glenn,Male,Latinx,Property,6.0,9,3807,98731
Adult prisoners,2017,Humboldt,Male,Latinx,Property,1.0,12,4859,98731
Adult prisoners,2017,Imperial,Male,Latinx,Property,26.0,178,47379,98731
Adult prisoners,2017,Inyo,Male,Latinx,Property,0.0,6,1252,98731
Adult prisoners,2017,Kern,Male,Latinx,Property,234.0,810,153527,98731
Adult prisoners,2017,Kings,Male,Latinx,Property,43.0,114,27475,98731
Adult prisoners,2017,Lake,Male,Latinx,Property,6.0,14,4088,98731
Adult prisoners,2017,Lassen,Male,Latinx,Property,1.0,0,3273,98731
Adult prisoners,2017,Los Angeles,Male,Latinx,Property,1756.0,"7,960",1718674,98731
Adult prisoners,2017,Madera,Male,Latinx,Property,26.0,72,27944,98731
Adult prisoners,2017,Marin,Male,Latinx,Property,3.0,48,16310,98731
Adult prisoners,2017,Mariposa,Male,Latinx,Property,1.0,3,626,98731
Adult prisoners,2017,Mendocino,Male,Latinx,Property,2.0,28,7305,98731
Adult prisoners,2017,Merced,Male,Latinx,Property,34.0,218,50300,98731
Adult prisoners,2017,Modoc,Male,Latinx,Property,0.0,2,493,98731
Adult prisoners,2017,Mono,Male,Latinx,Property,0.0,7,1347,98731
Adult prisoners,2017,Monterey,Male,Latinx,Property,63.0,323,86179,98731
Adult prisoners,2017,Napa,Male,Latinx,Property,3.0,35,17384,98731
Adult prisoners,2017,Nevada,Male,Latinx,Property,2.0,19,3206,98731
Adult prisoners,2017,Orange,Male,Latinx,Property,299.0,"1,837",377865,98731
Adult prisoners,2017,Placer,Male,Latinx,Property,12.0,51,16912,98731
Adult prisoners,2017,Plumas,Male,Latinx,Property,0.0,2,532,98731
Adult prisoners,2017,Riverside,Male,Latinx,Property,513.0,"1,382",364811,98731
Adult prisoners,2017,Sacramento,Male,Latinx,Property,101.0,400,113541,98731
Adult prisoners,2017,San Benito,Male,Latinx,Property,7.0,27,11569,98731
Adult prisoners,2017,San Bernardino,Male,Latinx,Property,335.0,"2,398",352257,98731
Adult prisoners,2017,San Diego,Male,Latinx,Property,370.0,"1,075",356166,98731
Adult prisoners,2017,San Francisco,Male,Latinx,Property,3.0,12,54192,98731
Adult prisoners,2017,San Joaquin,Male,Latinx,Property,75.0,334,97874,98731
Adult prisoners,2017,San Luis Obispo,Male,Latinx,Property,21.0,61,22186,98731
Adult prisoners,2017,San Mateo,Male,Latinx,Property,42.0,193,70748,98731
Adult prisoners,2017,Santa Barbara,Male,Latinx,Property,41.0,216,69650,98731
Adult prisoners,2017,Santa Clara,Male,Latinx,Property,191.0,856,182044,98731
Adult prisoners,2017,Santa Cruz,Male,Latinx,Property,15.0,143,31120,98731
Adult prisoners,2017,Shasta,Male,Latinx,Property,5.0,15,5142,98731
Adult prisoners,2017,Sierra,Male,Latinx,Property,0.0,0,107,98731
Adult prisoners,2017,Siskiyou,Male,Latinx,Property,1.0,11,1631,98731
Adult prisoners,2017,Solano,Male,Latinx,Property,12.0,117,37097,98731
Adult prisoners,2017,Sonoma,Male,Latinx,Property,21.0,120,46519,98731
Adult prisoners,2017,Stanislaus,Male,Latinx,Property,63.0,324,78022,98731
Adult prisoners,2017,Sutter,Male,Latinx,Property,10.0,47,10060,98731
Adult prisoners,2017,Tehama,Male,Latinx,Property,4.0,15,4920,98731
Adult prisoners,2017,Trinity,Male,Latinx,Property,0.0,0,345,98731
Adult prisoners,2017,Tulare,Male,Latinx,Property,117.0,523,92079,98731
Adult prisoners,2017,Tuolumne,Male,Latinx,Property,1.0,13,2543,98731
Adult prisoners,2017,Ventura,Male,Latinx,Property,111.0,483,120546,98731
Adult prisoners,2017,Yolo,Male,Latinx,Property,26.0,67,22597,98731
Adult prisoners,2017,Yuba,Male,Latinx,Property,14.0,23,6198,98731
Adult prisoners,2017,Unknown,Male,Latinx,Property,0.0,0,0,98731
Adult prisoners,2017,Alameda,Male,Latinx,PublicOrder,18.0,615,133348,98731
Adult prisoners,2017,Alpine,Male,Latinx,PublicOrder,0.0,1,34,98731
Adult prisoners,2017,Amador,Male,Latinx,PublicOrder,2.0,14,2471,98731
Adult prisoners,2017,Butte,Male,Latinx,PublicOrder,19.0,59,11910,98731
Adult prisoners,2017,Calaveras,Male,Latinx,PublicOrder,0.0,9,1712,98731
Adult prisoners,2017,Colusa,Male,Latinx,PublicOrder,4.0,46,4225,98731
Adult prisoners,2017,Contra Costa,Male,Latinx,PublicOrder,27.0,435,96994,98731
Adult prisoners,2017,Del Norte,Male,Latinx,PublicOrder,2.0,8,2291,98731
Adult prisoners,2017,El Dorado,Male,Latinx,PublicOrder,7.0,27,8027,98731
Adult prisoners,2017,Fresno,Male,Latinx,PublicOrder,278.0,"1,294",167247,98731
Adult prisoners,2017,Glenn,Male,Latinx,PublicOrder,6.0,33,3807,98731
Adult prisoners,2017,Humboldt,Male,Latinx,PublicOrder,5.0,32,4859,98731
Adult prisoners,2017,Imperial,Male,Latinx,PublicOrder,23.0,331,47379,98731
Adult prisoners,2017,Inyo,Male,Latinx,PublicOrder,0.0,6,1252,98731
Adult prisoners,2017,Kern,Male,Latinx,PublicOrder,309.0,950,153527,98731
Adult prisoners,2017,Kings,Male,Latinx,PublicOrder,103.0,296,27475,98731
Adult prisoners,2017,Lake,Male,Latinx,PublicOrder,11.0,42,4088,98731
Adult prisoners,2017,Lassen,Male,Latinx,PublicOrder,6.0,5,3273,98731
Adult prisoners,2017,Los Angeles,Male,Latinx,PublicOrder,1643.0,"7,956",1718674,98731
Adult prisoners,2017,Madera,Male,Latinx,PublicOrder,35.0,228,27944,98731
Adult prisoners,2017,Marin,Male,Latinx,PublicOrder,7.0,61,16310,98731
Adult prisoners,2017,Mariposa,Male,Latinx,PublicOrder,1.0,3,626,98731
Adult prisoners,2017,Mendocino,Male,Latinx,PublicOrder,7.0,51,7305,98731
Adult prisoners,2017,Merced,Male,Latinx,PublicOrder,77.0,422,50300,98731
Adult prisoners,2017,Modoc,Male,Latinx,PublicOrder,0.0,11,493,98731
Adult prisoners,2017,Mono,Male,Latinx,PublicOrder,0.0,3,1347,98731
Adult prisoners,2017,Monterey,Male,Latinx,PublicOrder,97.0,444,86179,98731
Adult prisoners,2017,Napa,Male,Latinx,PublicOrder,7.0,87,17384,98731
Adult prisoners,2017,Nevada,Male,Latinx,PublicOrder,0.0,13,3206,98731
Adult prisoners,2017,Orange,Male,Latinx,PublicOrder,270.0,"1,715",377865,98731
Adult prisoners,2017,Placer,Male,Latinx,PublicOrder,16.0,88,16912,98731
Adult prisoners,2017,Plumas,Male,Latinx,PublicOrder,0.0,1,532,98731
Adult prisoners,2017,Riverside,Male,Latinx,PublicOrder,383.0,"1,575",364811,98731
Adult prisoners,2017,Sacramento,Male,Latinx,PublicOrder,147.0,593,113541,98731
Adult prisoners,2017,San Benito,Male,Latinx,PublicOrder,14.0,83,11569,98731
Adult prisoners,2017,San Bernardino,Male,Latinx,PublicOrder,402.0,"1,978",352257,98731
Adult prisoners,2017,San Diego,Male,Latinx,PublicOrder,282.0,"1,968",356166,98731
Adult prisoners,2017,San Francisco,Male,Latinx,PublicOrder,4.0,9,54192,98731
Adult prisoners,2017,San Joaquin,Male,Latinx,PublicOrder,115.0,618,97874,98731
Adult prisoners,2017,San Luis Obispo,Male,Latinx,PublicOrder,28.0,97,22186,98731
Adult prisoners,2017,San Mateo,Male,Latinx,PublicOrder,25.0,283,70748,98731
Adult prisoners,2017,Santa Barbara,Male,Latinx,PublicOrder,72.0,311,69650,98731
Adult prisoners,2017,Santa Clara,Male,Latinx,PublicOrder,114.0,990,182044,98731
Adult prisoners,2017,Santa Cruz,Male,Latinx,PublicOrder,15.0,293,31120,98731
Adult prisoners,2017,Shasta,Male,Latinx,PublicOrder,10.0,32,5142,98731
Adult prisoners,2017,Sierra,Male,Latinx,PublicOrder,0.0,0,107,98731
Adult prisoners,2017,Siskiyou,Male,Latinx,PublicOrder,2.0,20,1631,98731
Adult prisoners,2017,Solano,Male,Latinx,PublicOrder,7.0,211,37097,98731
Adult prisoners,2017,Sonoma,Male,Latinx,PublicOrder,27.0,194,46519,98731
Adult prisoners,2017,Stanislaus,Male,Latinx,PublicOrder,94.0,592,78022,98731
Adult prisoners,2017,Sutter,Male,Latinx,PublicOrder,8.0,65,10060,98731
Adult prisoners,2017,Tehama,Male,Latinx,PublicOrder,6.0,31,4920,98731
Adult prisoners,2017,Trinity,Male,Latinx,PublicOrder,1.0,2,345,98731
Adult prisoners,2017,Tulare,Male,Latinx,PublicOrder,95.0,775,92079,98731
Adult prisoners,2017,Tuolumne,Male,Latinx,PublicOrder,10.0,25,2543,98731
Adult prisoners,2017,Ventura,Male,Latinx,PublicOrder,88.0,922,120546,98731
Adult prisoners,2017,Yolo,Male,Latinx,PublicOrder,33.0,136,22597,98731
Adult prisoners,2017,Yuba,Male,Latinx,PublicOrder,11.0,45,6198,98731
Adult prisoners,2017,Unknown,Male,Latinx,PublicOrder,0.0,0,0,98731
Adult prisoners,2017,Alameda,Male,Latinx,Violent,554.0,738,133348,98731
Adult prisoners,2017,Alpine,Male,Latinx,Violent,0.0,0,34,98731
Adult prisoners,2017,Amador,Male,Latinx,Violent,14.0,3,2471,98731
Adult prisoners,2017,Butte,Male,Latinx,Violent,95.0,73,11910,98731
Adult prisoners,2017,Calaveras,Male,Latinx,Violent,6.0,13,1712,98731
Adult prisoners,2017,Colusa,Male,Latinx,Violent,32.0,29,4225,98731
Adult prisoners,2017,Contra Costa,Male,Latinx,Violent,371.0,567,96994,98731
Adult prisoners,2017,Del Norte,Male,Latinx,Violent,12.0,9,2291,98731
Adult prisoners,2017,El Dorado,Male,Latinx,Violent,29.0,48,8027,98731
Adult prisoners,2017,Fresno,Male,Latinx,Violent,1587.0,"1,787",167247,98731
Adult prisoners,2017,Glenn,Male,Latinx,Violent,24.0,24,3807,98731
Adult prisoners,2017,Humboldt,Male,Latinx,Violent,29.0,34,4859,98731
Adult prisoners,2017,Imperial,Male,Latinx,Violent,199.0,331,47379,98731
Adult prisoners,2017,Inyo,Male,Latinx,Violent,4.0,17,1252,98731
Adult prisoners,2017,Kern,Male,Latinx,Violent,1279.0,"1,206",153527,98731
Adult prisoners,2017,Kings,Male,Latinx,Violent,461.0,266,27475,98731
Adult prisoners,2017,Lake,Male,Latinx,Violent,24.0,39,4088,98731
Adult prisoners,2017,Lassen,Male,Latinx,Violent,24.0,5,3273,98731
Adult prisoners,2017,Los Angeles,Male,Latinx,Violent,15673.0,"11,676",1718674,98731
Adult prisoners,2017,Madera,Male,Latinx,Violent,265.0,247,27944,98731
Adult prisoners,2017,Marin,Male,Latinx,Violent,48.0,115,16310,98731
Adult prisoners,2017,Mariposa,Male,Latinx,Violent,4.0,5,626,98731
Adult prisoners,2017,Mendocino,Male,Latinx,Violent,53.0,52,7305,98731
Adult prisoners,2017,Merced,Male,Latinx,Violent,413.0,514,50300,98731
Adult prisoners,2017,Modoc,Male,Latinx,Violent,4.0,3,493,98731
Adult prisoners,2017,Mono,Male,Latinx,Violent,4.0,7,1347,98731
Adult prisoners,2017,Monterey,Male,Latinx,Violent,832.0,665,86179,98731
Adult prisoners,2017,Napa,Male,Latinx,Violent,100.0,116,17384,98731
Adult prisoners,2017,Nevada,Male,Latinx,Violent,7.0,16,3206,98731
Adult prisoners,2017,Orange,Male,Latinx,Violent,2849.0,"2,436",377865,98731
Adult prisoners,2017,Placer,Male,Latinx,Violent,67.0,76,16912,98731
Adult prisoners,2017,Plumas,Male,Latinx,Violent,1.0,2,532,98731
Adult prisoners,2017,Riverside,Male,Latinx,Violent,3372.0,"2,117",364811,98731
Adult prisoners,2017,Sacramento,Male,Latinx,Violent,977.0,729,113541,98731
Adult prisoners,2017,San Benito,Male,Latinx,Violent,69.0,117,11569,98731
Adult prisoners,2017,San Bernardino,Male,Latinx,Violent,2488.0,"3,250",352257,98731
Adult prisoners,2017,San Diego,Male,Latinx,Violent,2399.0,"2,280",356166,98731
Adult prisoners,2017,San Francisco,Male,Latinx,Violent,116.0,8,54192,98731
Adult prisoners,2017,San Joaquin,Male,Latinx,Violent,810.0,826,97874,98731
Adult prisoners,2017,San Luis Obispo,Male,Latinx,Violent,176.0,148,22186,98731
Adult prisoners,2017,San Mateo,Male,Latinx,Violent,360.0,459,70748,98731
Adult prisoners,2017,Santa Barbara,Male,Latinx,Violent,583.0,565,69650,98731
Adult prisoners,2017,Santa Clara,Male,Latinx,Violent,1756.0,"1,641",182044,98731
Adult prisoners,2017,Santa Cruz,Male,Latinx,Violent,232.0,266,31120,98731
Adult prisoners,2017,Shasta,Male,Latinx,Violent,52.0,37,5142,98731
Adult prisoners,2017,Sierra,Male,Latinx,Violent,0.0,1,107,98731
Adult prisoners,2017,Siskiyou,Male,Latinx,Violent,12.0,12,1631,98731
Adult prisoners,2017,Solano,Male,Latinx,Violent,155.0,299,37097,98731
Adult prisoners,2017,Sonoma,Male,Latinx,Violent,254.0,343,46519,98731
Adult prisoners,2017,Stanislaus,Male,Latinx,Violent,492.0,758,78022,98731
Adult prisoners,2017,Sutter,Male,Latinx,Violent,79.0,106,10060,98731
Adult prisoners,2017,Tehama,Male,Latinx,Violent,53.0,40,4920,98731
Adult prisoners,2017,Trinity,Male,Latinx,Violent,1.0,2,345,98731
Adult prisoners,2017,Tulare,Male,Latinx,Violent,1217.0,"1,135",92079,98731
Adult prisoners,2017,Tuolumne,Male,Latinx,Violent,19.0,9,2543,98731
Adult prisoners,2017,Ventura,Male,Latinx,Violent,799.0,802,120546,98731
Adult prisoners,2017,Yolo,Male,Latinx,Violent,213.0,143,22597,98731
Adult prisoners,2017,Yuba,Male,Latinx,Violent,72.0,70,6198,98731
Adult prisoners,2017,Unknown,Male,Latinx,Violent,313.0,0,0,98731
Adult prisoners,2018,Alameda,Male,Latinx,Drug,2.0,240,135245,102066
Adult prisoners,2018,Alpine,Male,Latinx,Drug,0.0,0,32,102066
Adult prisoners,2018,Amador,Male,Latinx,Drug,2.0,1,2734,102066
Adult prisoners,2018,Butte,Male,Latinx,Drug,10.0,27,12168,102066
Adult prisoners,2018,Calaveras,Male,Latinx,Drug,1.0,3,1764,102066
Adult prisoners,2018,Colusa,Male,Latinx,Drug,2.0,1,4251,102066
Adult prisoners,2018,Contra Costa,Male,Latinx,Drug,7.0,187,98611,102066
Adult prisoners,2018,Del Norte,Male,Latinx,Drug,0.0,2,2611,102066
Adult prisoners,2018,El Dorado,Male,Latinx,Drug,2.0,9,8314,102066
Adult prisoners,2018,Fresno,Male,Latinx,Drug,70.0,291,170706,102066
Adult prisoners,2018,Glenn,Male,Latinx,Drug,2.0,7,3851,102066
Adult prisoners,2018,Humboldt,Male,Latinx,Drug,7.0,11,4916,102066
Adult prisoners,2018,Imperial,Male,Latinx,Drug,33.0,93,47766,102066
Adult prisoners,2018,Inyo,Male,Latinx,Drug,0.0,0,1296,102066
Adult prisoners,2018,Kern,Male,Latinx,Drug,92.0,305,156602,102066
Adult prisoners,2018,Kings,Male,Latinx,Drug,41.0,41,28193,102066
Adult prisoners,2018,Lake,Male,Latinx,Drug,8.0,55,4121,102066
Adult prisoners,2018,Lassen,Male,Latinx,Drug,13.0,0,3377,102066
Adult prisoners,2018,Los Angeles,Male,Latinx,Drug,688.0,"2,773",1735577,102066
Adult prisoners,2018,Madera,Male,Latinx,Drug,16.0,77,28696,102066
Adult prisoners,2018,Marin,Male,Latinx,Drug,1.0,22,16525,102066
Adult prisoners,2018,Mariposa,Male,Latinx,Drug,1.0,2,639,102066
Adult prisoners,2018,Mendocino,Male,Latinx,Drug,9.0,23,7423,102066
Adult prisoners,2018,Merced,Male,Latinx,Drug,13.0,75,51400,102066
Adult prisoners,2018,Modoc,Male,Latinx,Drug,0.0,3,499,102066
Adult prisoners,2018,Mono,Male,Latinx,Drug,1.0,3,1347,102066
Adult prisoners,2018,Monterey,Male,Latinx,Drug,42.0,154,87296,102066
Adult prisoners,2018,Napa,Male,Latinx,Drug,2.0,24,17563,102066
Adult prisoners,2018,Nevada,Male,Latinx,Drug,0.0,4,3277,102066
Adult prisoners,2018,Orange,Male,Latinx,Drug,171.0,652,383217,102066
Adult prisoners,2018,Placer,Male,Latinx,Drug,5.0,32,17482,102066
Adult prisoners,2018,Plumas,Male,Latinx,Drug,0.0,0,553,102066
Adult prisoners,2018,Riverside,Male,Latinx,Drug,273.0,571,372379,102066
Adult prisoners,2018,Sacramento,Male,Latinx,Drug,75.0,234,116341,102066
Adult prisoners,2018,San Benito,Male,Latinx,Drug,8.0,33,11905,102066
Adult prisoners,2018,San Bernardino,Male,Latinx,Drug,173.0,"1,107",358429,102066
Adult prisoners,2018,San Diego,Male,Latinx,Drug,146.0,579,362327,102066
Adult prisoners,2018,San Francisco,Male,Latinx,Drug,0.0,12,54576,102066
Adult prisoners,2018,San Joaquin,Male,Latinx,Drug,33.0,178,100165,102066
Adult prisoners,2018,San Luis Obispo,Male,Latinx,Drug,15.0,21,22497,102066
Adult prisoners,2018,San Mateo,Male,Latinx,Drug,7.0,72,71542,102066
Adult prisoners,2018,Santa Barbara,Male,Latinx,Drug,48.0,188,70768,102066
Adult prisoners,2018,Santa Clara,Male,Latinx,Drug,91.0,342,184315,102066
Adult prisoners,2018,Santa Cruz,Male,Latinx,Drug,8.0,51,31340,102066
Adult prisoners,2018,Shasta,Male,Latinx,Drug,4.0,15,5254,102066
Adult prisoners,2018,Sierra,Male,Latinx,Drug,0.0,0,107,102066
Adult prisoners,2018,Siskiyou,Male,Latinx,Drug,2.0,8,1661,102066
Adult prisoners,2018,Solano,Male,Latinx,Drug,4.0,92,37689,102066
Adult prisoners,2018,Sonoma,Male,Latinx,Drug,15.0,67,46810,102066
Adult prisoners,2018,Stanislaus,Male,Latinx,Drug,26.0,232,79597,102066
Adult prisoners,2018,Sutter,Male,Latinx,Drug,3.0,18,10316,102066
Adult prisoners,2018,Tehama,Male,Latinx,Drug,2.0,3,4995,102066
Adult prisoners,2018,Trinity,Male,Latinx,Drug,0.0,8,337,102066
Adult prisoners,2018,Tulare,Male,Latinx,Drug,56.0,500,93813,102066
Adult prisoners,2018,Tuolumne,Male,Latinx,Drug,8.0,9,2583,102066
Adult prisoners,2018,Ventura,Male,Latinx,Drug,69.0,329,121909,102066
Adult prisoners,2018,Yolo,Male,Latinx,Drug,21.0,36,22904,102066
Adult prisoners,2018,Yuba,Male,Latinx,Drug,2.0,27,6334,102066
Adult prisoners,2018,Unknown,Male,Latinx,Drug,301.0,0,0,102066
Adult prisoners,2018,Alameda,Male,Latinx,Property,22.0,539,135245,102066
Adult prisoners,2018,Alpine,Male,Latinx,Property,0.0,0,32,102066
Adult prisoners,2018,Amador,Male,Latinx,Property,1.0,2,2734,102066
