Status,Year,County,Sex,Race,OffenseCat,Imprisonments,Arrests,Population18-69,CostPerInmate
Adult prisoners,2017,Alameda,Female,Asian/other,Drug,0.0,15,188249,98731
Adult prisoners,2017,Alpine,Female,Asian/other,Drug,0.0,0,79,98731
Adult prisoners,2017,Amador,Female,Asian/other,Drug,0.0,6,666,98731
Adult prisoners,2017,Butte,Female,Asian/other,Drug,0.0,2,7269,98731
Adult prisoners,2017,Calaveras,Female,Asian/other,Drug,0.0,8,880,98731
Adult prisoners,2017,Colusa,Female,Asian/other,Drug,0.0,0,340,98731
Adult prisoners,2017,Contra Costa,Female,Asian/other,Drug,0.0,8,79809,98731
Adult prisoners,2017,Del Norte,Female,Asian/other,Drug,1.0,3,1204,98731
Adult prisoners,2017,El Dorado,Female,Asian/other,Drug,0.0,1,4944,98731
Adult prisoners,2017,Fresno,Female,Asian/other,Drug,1.0,1,39274,98731
Adult prisoners,2017,Glenn,Female,Asian/other,Drug,0.0,0,586,98731
Adult prisoners,2017,Humboldt,Female,Asian/other,Drug,0.0,8,5530,98731
Adult prisoners,2017,Imperial,Female,Asian/other,Drug,0.0,2,1666,98731
Adult prisoners,2017,Inyo,Female,Asian/other,Drug,0.0,1,897,98731
Adult prisoners,2017,Kern,Female,Asian/other,Drug,0.0,6,20194,98731
Adult prisoners,2017,Kings,Female,Asian/other,Drug,0.0,3,3204,98731
Adult prisoners,2017,Lake,Female,Asian/other,Drug,0.0,4,1528,98731
Adult prisoners,2017,Lassen,Female,Asian/other,Drug,0.0,0,608,98731
Adult prisoners,2017,Los Angeles,Female,Asian/other,Drug,4.0,44,597863,98731
Adult prisoners,2017,Madera,Female,Asian/other,Drug,2.0,0,2418,98731
Adult prisoners,2017,Marin,Female,Asian/other,Drug,0.0,1,8899,98731
Adult prisoners,2017,Mariposa,Female,Asian/other,Drug,0.0,0,426,98731
Adult prisoners,2017,Mendocino,Female,Asian/other,Drug,0.0,1,2743,98731
Adult prisoners,2017,Merced,Female,Asian/other,Drug,0.0,1,8662,98731
Adult prisoners,2017,Modoc,Female,Asian/other,Drug,0.0,1,215,98731
Adult prisoners,2017,Mono,Female,Asian/other,Drug,0.0,0,251,98731
Adult prisoners,2017,Monterey,Female,Asian/other,Drug,0.0,3,13105,98731
Adult prisoners,2017,Napa,Female,Asian/other,Drug,0.0,2,4955,98731
Adult prisoners,2017,Nevada,Female,Asian/other,Drug,0.0,1,1698,98731
Adult prisoners,2017,Orange,Female,Asian/other,Drug,1.0,32,239111,98731
Adult prisoners,2017,Placer,Female,Asian/other,Drug,0.0,3,13781,98731
Adult prisoners,2017,Plumas,Female,Asian/other,Drug,0.0,3,427,98731
Adult prisoners,2017,Riverside,Female,Asian/other,Drug,1.0,7,74555,98731
Adult prisoners,2017,Sacramento,Female,Asian/other,Drug,0.0,29,105955,98731
Adult prisoners,2017,San Benito,Female,Asian/other,Drug,0.0,0,1105,98731
Adult prisoners,2017,San Bernardino,Female,Asian/other,Drug,0.0,12,67370,98731
Adult prisoners,2017,San Diego,Female,Asian/other,Drug,0.0,17,171180,98731
Adult prisoners,2017,San Francisco,Female,Asian/other,Drug,0.0,5,120264,98731
Adult prisoners,2017,San Joaquin,Female,Asian/other,Drug,1.0,2,46218,98731
Adult prisoners,2017,San Luis Obispo,Female,Asian/other,Drug,0.0,0,5944,98731
Adult prisoners,2017,San Mateo,Female,Asian/other,Drug,0.0,2,85078,98731
Adult prisoners,2017,Santa Barbara,Female,Asian/other,Drug,0.0,5,12463,98731
Adult prisoners,2017,Santa Clara,Female,Asian/other,Drug,0.0,20,243990,98731
Adult prisoners,2017,Santa Cruz,Female,Asian/other,Drug,0.0,2,7819,98731
Adult prisoners,2017,Shasta,Female,Asian/other,Drug,2.0,1,5225,98731
Adult prisoners,2017,Sierra,Female,Asian/other,Drug,0.0,0,38,98731
Adult prisoners,2017,Siskiyou,Female,Asian/other,Drug,0.0,1,1344,98731
Adult prisoners,2017,Solano,Female,Asian/other,Drug,0.0,4,31451,98731
Adult prisoners,2017,Sonoma,Female,Asian/other,Drug,0.0,1,14032,98731
Adult prisoners,2017,Stanislaus,Female,Asian/other,Drug,0.0,8,16363,98731
Adult prisoners,2017,Sutter,Female,Asian/other,Drug,0.0,1,6220,98731
Adult prisoners,2017,Tehama,Female,Asian/other,Drug,0.0,0,1282,98731
Adult prisoners,2017,Trinity,Female,Asian/other,Drug,0.0,3,436,98731
Adult prisoners,2017,Tulare,Female,Asian/other,Drug,1.0,13,8250,98731
Adult prisoners,2017,Tuolumne,Female,Asian/other,Drug,0.0,1,1010,98731
Adult prisoners,2017,Ventura,Female,Asian/other,Drug,0.0,3,28513,98731
Adult prisoners,2017,Yolo,Female,Asian/other,Drug,0.0,6,15155,98731
Adult prisoners,2017,Yuba,Female,Asian/other,Drug,0.0,2,3412,98731
Adult prisoners,2017,Unknown,Female,Asian/other,Drug,0.0,0,0,98731
Adult prisoners,2017,Alameda,Female,Asian/other,Property,0.0,78,188249,98731
Adult prisoners,2017,Alpine,Female,Asian/other,Property,0.0,0,79,98731
Adult prisoners,2017,Amador,Female,Asian/other,Property,0.0,2,666,98731
Adult prisoners,2017,Butte,Female,Asian/other,Property,2.0,6,7269,98731
Adult prisoners,2017,Calaveras,Female,Asian/other,Property,0.0,1,880,98731
Adult prisoners,2017,Colusa,Female,Asian/other,Property,0.0,3,340,98731
Adult prisoners,2017,Contra Costa,Female,Asian/other,Property,0.0,55,79809,98731
Adult prisoners,2017,Del Norte,Female,Asian/other,Property,1.0,2,1204,98731
Adult prisoners,2017,El Dorado,Female,Asian/other,Property,2.0,0,4944,98731
Adult prisoners,2017,Fresno,Female,Asian/other,Property,1.0,15,39274,98731
Adult prisoners,2017,Glenn,Female,Asian/other,Property,0.0,2,586,98731
Adult prisoners,2017,Humboldt,Female,Asian/other,Property,0.0,10,5530,98731
Adult prisoners,2017,Imperial,Female,Asian/other,Property,0.0,1,1666,98731
Adult prisoners,2017,Inyo,Female,Asian/other,Property,0.0,3,897,98731
Adult prisoners,2017,Kern,Female,Asian/other,Property,0.0,9,20194,98731
Adult prisoners,2017,Kings,Female,Asian/other,Property,0.0,2,3204,98731
Adult prisoners,2017,Lake,Female,Asian/other,Property,0.0,4,1528,98731
Adult prisoners,2017,Lassen,Female,Asian/other,Property,0.0,2,608,98731
Adult prisoners,2017,Los Angeles,Female,Asian/other,Property,15.0,209,597863,98731
Adult prisoners,2017,Madera,Female,Asian/other,Property,1.0,3,2418,98731
Adult prisoners,2017,Marin,Female,Asian/other,Property,0.0,4,8899,98731
Adult prisoners,2017,Mariposa,Female,Asian/other,Property,1.0,0,426,98731
Adult prisoners,2017,Mendocino,Female,Asian/other,Property,1.0,3,2743,98731
Adult prisoners,2017,Merced,Female,Asian/other,Property,0.0,2,8662,98731
Adult prisoners,2017,Modoc,Female,Asian/other,Property,0.0,0,215,98731
Adult prisoners,2017,Mono,Female,Asian/other,Property,0.0,0,251,98731
Adult prisoners,2017,Monterey,Female,Asian/other,Property,0.0,12,13105,98731
Adult prisoners,2017,Napa,Female,Asian/other,Property,0.0,6,4955,98731
Adult prisoners,2017,Nevada,Female,Asian/other,Property,0.0,2,1698,98731
Adult prisoners,2017,Orange,Female,Asian/other,Property,6.0,100,239111,98731
Adult prisoners,2017,Placer,Female,Asian/other,Property,1.0,10,13781,98731
Adult prisoners,2017,Plumas,Female,Asian/other,Property,0.0,0,427,98731
Adult prisoners,2017,Riverside,Female,Asian/other,Property,2.0,38,74555,98731
Adult prisoners,2017,Sacramento,Female,Asian/other,Property,5.0,46,105955,98731
Adult prisoners,2017,San Benito,Female,Asian/other,Property,1.0,0,1105,98731
Adult prisoners,2017,San Bernardino,Female,Asian/other,Property,4.0,66,67370,98731
Adult prisoners,2017,San Diego,Female,Asian/other,Property,7.0,55,171180,98731
Adult prisoners,2017,San Francisco,Female,Asian/other,Property,0.0,19,120264,98731
Adult prisoners,2017,San Joaquin,Female,Asian/other,Property,1.0,20,46218,98731
Adult prisoners,2017,San Luis Obispo,Female,Asian/other,Property,0.0,2,5944,98731
Adult prisoners,2017,San Mateo,Female,Asian/other,Property,3.0,44,85078,98731
Adult prisoners,2017,Santa Barbara,Female,Asian/other,Property,0.0,2,12463,98731
Adult prisoners,2017,Santa Clara,Female,Asian/other,Property,5.0,72,243990,98731
Adult prisoners,2017,Santa Cruz,Female,Asian/other,Property,0.0,9,7819,98731
Adult prisoners,2017,Shasta,Female,Asian/other,Property,2.0,7,5225,98731
Adult prisoners,2017,Sierra,Female,Asian/other,Property,0.0,1,38,98731
Adult prisoners,2017,Siskiyou,Female,Asian/other,Property,2.0,3,1344,98731
Adult prisoners,2017,Solano,Female,Asian/other,Property,0.0,23,31451,98731
Adult prisoners,2017,Sonoma,Female,Asian/other,Property,0.0,12,14032,98731
Adult prisoners,2017,Stanislaus,Female,Asian/other,Property,2.0,7,16363,98731
Adult prisoners,2017,Sutter,Female,Asian/other,Property,1.0,2,6220,98731
Adult prisoners,2017,Tehama,Female,Asian/other,Property,0.0,2,1282,98731
Adult prisoners,2017,Trinity,Female,Asian/other,Property,0.0,0,436,98731
Adult prisoners,2017,Tulare,Female,Asian/other,Property,0.0,10,8250,98731
Adult prisoners,2017,Tuolumne,Female,Asian/other,Property,0.0,1,1010,98731
Adult prisoners,2017,Ventura,Female,Asian/other,Property,2.0,16,28513,98731
Adult prisoners,2017,Yolo,Female,Asian/other,Property,1.0,8,15155,98731
Adult prisoners,2017,Yuba,Female,Asian/other,Property,0.0,6,3412,98731
Adult prisoners,2017,Unknown,Female,Asian/other,Property,0.0,0,0,98731
Adult prisoners,2017,Alameda,Female,Asian/other,PublicOrder,1.0,22,188249,98731
Adult prisoners,2017,Alpine,Female,Asian/other,PublicOrder,0.0,0,79,98731
Adult prisoners,2017,Amador,Female,Asian/other,PublicOrder,0.0,4,666,98731
Adult prisoners,2017,Butte,Female,Asian/other,PublicOrder,0.0,1,7269,98731
Adult prisoners,2017,Calaveras,Female,Asian/other,PublicOrder,0.0,1,880,98731
Adult prisoners,2017,Colusa,Female,Asian/other,PublicOrder,0.0,9,340,98731
Adult prisoners,2017,Contra Costa,Female,Asian/other,PublicOrder,0.0,20,79809,98731
Adult prisoners,2017,Del Norte,Female,Asian/other,PublicOrder,0.0,2,1204,98731
Adult prisoners,2017,El Dorado,Female,Asian/other,PublicOrder,0.0,9,4944,98731
Adult prisoners,2017,Fresno,Female,Asian/other,PublicOrder,0.0,12,39274,98731
Adult prisoners,2017,Glenn,Female,Asian/other,PublicOrder,0.0,0,586,98731
Adult prisoners,2017,Humboldt,Female,Asian/other,PublicOrder,1.0,18,5530,98731
Adult prisoners,2017,Imperial,Female,Asian/other,PublicOrder,1.0,6,1666,98731
Adult prisoners,2017,Inyo,Female,Asian/other,PublicOrder,0.0,8,897,98731
Adult prisoners,2017,Kern,Female,Asian/other,PublicOrder,0.0,5,20194,98731
Adult prisoners,2017,Kings,Female,Asian/other,PublicOrder,2.0,14,3204,98731
Adult prisoners,2017,Lake,Female,Asian/other,PublicOrder,0.0,5,1528,98731
Adult prisoners,2017,Lassen,Female,Asian/other,PublicOrder,0.0,1,608,98731
Adult prisoners,2017,Los Angeles,Female,Asian/other,PublicOrder,8.0,122,597863,98731
Adult prisoners,2017,Madera,Female,Asian/other,PublicOrder,0.0,3,2418,98731
Adult prisoners,2017,Marin,Female,Asian/other,PublicOrder,0.0,2,8899,98731
Adult prisoners,2017,Mariposa,Female,Asian/other,PublicOrder,0.0,0,426,98731
Adult prisoners,2017,Mendocino,Female,Asian/other,PublicOrder,2.0,15,2743,98731
Adult prisoners,2017,Merced,Female,Asian/other,PublicOrder,0.0,3,8662,98731
Adult prisoners,2017,Modoc,Female,Asian/other,PublicOrder,0.0,2,215,98731
Adult prisoners,2017,Mono,Female,Asian/other,PublicOrder,0.0,1,251,98731
Adult prisoners,2017,Monterey,Female,Asian/other,PublicOrder,1.0,8,13105,98731
Adult prisoners,2017,Napa,Female,Asian/other,PublicOrder,0.0,6,4955,98731
Adult prisoners,2017,Nevada,Female,Asian/other,PublicOrder,0.0,3,1698,98731
Adult prisoners,2017,Orange,Female,Asian/other,PublicOrder,2.0,55,239111,98731
Adult prisoners,2017,Placer,Female,Asian/other,PublicOrder,1.0,9,13781,98731
Adult prisoners,2017,Plumas,Female,Asian/other,PublicOrder,0.0,1,427,98731
Adult prisoners,2017,Riverside,Female,Asian/other,PublicOrder,6.0,23,74555,98731
Adult prisoners,2017,Sacramento,Female,Asian/other,PublicOrder,4.0,19,105955,98731
Adult prisoners,2017,San Benito,Female,Asian/other,PublicOrder,0.0,2,1105,98731
Adult prisoners,2017,San Bernardino,Female,Asian/other,PublicOrder,3.0,19,67370,98731
Adult prisoners,2017,San Diego,Female,Asian/other,PublicOrder,5.0,87,171180,98731
Adult prisoners,2017,San Francisco,Female,Asian/other,PublicOrder,0.0,24,120264,98731
Adult prisoners,2017,San Joaquin,Female,Asian/other,PublicOrder,0.0,14,46218,98731
Adult prisoners,2017,San Luis Obispo,Female,Asian/other,PublicOrder,0.0,0,5944,98731
Adult prisoners,2017,San Mateo,Female,Asian/other,PublicOrder,0.0,18,85078,98731
Adult prisoners,2017,Santa Barbara,Female,Asian/other,PublicOrder,1.0,5,12463,98731
Adult prisoners,2017,Santa Clara,Female,Asian/other,PublicOrder,1.0,37,243990,98731
Adult prisoners,2017,Santa Cruz,Female,Asian/other,PublicOrder,0.0,0,7819,98731
Adult prisoners,2017,Shasta,Female,Asian/other,PublicOrder,1.0,12,5225,98731
Adult prisoners,2017,Sierra,Female,Asian/other,PublicOrder,0.0,1,38,98731
Adult prisoners,2017,Siskiyou,Female,Asian/other,PublicOrder,1.0,11,1344,98731
Adult prisoners,2017,Solano,Female,Asian/other,PublicOrder,0.0,11,31451,98731
Adult prisoners,2017,Sonoma,Female,Asian/other,PublicOrder,0.0,6,14032,98731
Adult prisoners,2017,Stanislaus,Female,Asian/other,PublicOrder,1.0,6,16363,98731
Adult prisoners,2017,Sutter,Female,Asian/other,PublicOrder,0.0,2,6220,98731
Adult prisoners,2017,Tehama,Female,Asian/other,PublicOrder,0.0,4,1282,98731
Adult prisoners,2017,Trinity,Female,Asian/other,PublicOrder,0.0,2,436,98731
Adult prisoners,2017,Tulare,Female,Asian/other,PublicOrder,0.0,11,8250,98731
Adult prisoners,2017,Tuolumne,Female,Asian/other,PublicOrder,0.0,10,1010,98731
Adult prisoners,2017,Ventura,Female,Asian/other,PublicOrder,2.0,4,28513,98731
Adult prisoners,2017,Yolo,Female,Asian/other,PublicOrder,0.0,7,15155,98731
Adult prisoners,2017,Yuba,Female,Asian/other,PublicOrder,0.0,2,3412,98731
Adult prisoners,2017,Unknown,Female,Asian/other,PublicOrder,0.0,0,0,98731
Adult prisoners,2017,Alameda,Female,Asian/other,Violent,10.0,125,188249,98731
Adult prisoners,2017,Alpine,Female,Asian/other,Violent,0.0,0,79,98731
Adult prisoners,2017,Amador,Female,Asian/other,Violent,0.0,1,666,98731
Adult prisoners,2017,Butte,Female,Asian/other,Violent,0.0,8,7269,98731
Adult prisoners,2017,Calaveras,Female,Asian/other,Violent,0.0,1,880,98731
Adult prisoners,2017,Colusa,Female,Asian/other,Violent,0.0,2,340,98731
Adult prisoners,2017,Contra Costa,Female,Asian/other,Violent,6.0,31,79809,98731
Adult prisoners,2017,Del Norte,Female,Asian/other,Violent,0.0,13,1204,98731
Adult prisoners,2017,El Dorado,Female,Asian/other,Violent,2.0,8,4944,98731
Adult prisoners,2017,Fresno,Female,Asian/other,Violent,12.0,38,39274,98731
Adult prisoners,2017,Glenn,Female,Asian/other,Violent,0.0,1,586,98731
Adult prisoners,2017,Humboldt,Female,Asian/other,Violent,5.0,17,5530,98731
Adult prisoners,2017,Imperial,Female,Asian/other,Violent,1.0,9,1666,98731
Adult prisoners,2017,Inyo,Female,Asian/other,Violent,1.0,6,897,98731
Adult prisoners,2017,Kern,Female,Asian/other,Violent,5.0,14,20194,98731
Adult prisoners,2017,Kings,Female,Asian/other,Violent,2.0,8,3204,98731
Adult prisoners,2017,Lake,Female,Asian/other,Violent,1.0,11,1528,98731
Adult prisoners,2017,Lassen,Female,Asian/other,Violent,1.0,4,608,98731
Adult prisoners,2017,Los Angeles,Female,Asian/other,Violent,79.0,334,597863,98731
Adult prisoners,2017,Madera,Female,Asian/other,Violent,2.0,3,2418,98731
Adult prisoners,2017,Marin,Female,Asian/other,Violent,1.0,9,8899,98731
Adult prisoners,2017,Mariposa,Female,Asian/other,Violent,0.0,0,426,98731
Adult prisoners,2017,Mendocino,Female,Asian/other,Violent,6.0,7,2743,98731
Adult prisoners,2017,Merced,Female,Asian/other,Violent,0.0,11,8662,98731
Adult prisoners,2017,Modoc,Female,Asian/other,Violent,0.0,4,215,98731
Adult prisoners,2017,Mono,Female,Asian/other,Violent,0.0,1,251,98731
Adult prisoners,2017,Monterey,Female,Asian/other,Violent,1.0,11,13105,98731
Adult prisoners,2017,Napa,Female,Asian/other,Violent,0.0,10,4955,98731
Adult prisoners,2017,Nevada,Female,Asian/other,Violent,0.0,1,1698,98731
Adult prisoners,2017,Orange,Female,Asian/other,Violent,24.0,142,239111,98731
Adult prisoners,2017,Placer,Female,Asian/other,Violent,3.0,16,13781,98731
Adult prisoners,2017,Plumas,Female,Asian/other,Violent,0.0,2,427,98731
Adult prisoners,2017,Riverside,Female,Asian/other,Violent,19.0,43,74555,98731
Adult prisoners,2017,Sacramento,Female,Asian/other,Violent,24.0,64,105955,98731
Adult prisoners,2017,San Benito,Female,Asian/other,Violent,0.0,2,1105,98731
Adult prisoners,2017,San Bernardino,Female,Asian/other,Violent,12.0,82,67370,98731
Adult prisoners,2017,San Diego,Female,Asian/other,Violent,20.0,155,171180,98731
Adult prisoners,2017,San Francisco,Female,Asian/other,Violent,4.0,81,120264,98731
Adult prisoners,2017,San Joaquin,Female,Asian/other,Violent,5.0,40,46218,98731
Adult prisoners,2017,San Luis Obispo,Female,Asian/other,Violent,0.0,5,5944,98731
Adult prisoners,2017,San Mateo,Female,Asian/other,Violent,7.0,63,85078,98731
Adult prisoners,2017,Santa Barbara,Female,Asian/other,Violent,2.0,12,12463,98731
Adult prisoners,2017,Santa Clara,Female,Asian/other,Violent,11.0,147,243990,98731
Adult prisoners,2017,Santa Cruz,Female,Asian/other,Violent,1.0,6,7819,98731
Adult prisoners,2017,Shasta,Female,Asian/other,Violent,9.0,8,5225,98731
Adult prisoners,2017,Sierra,Female,Asian/other,Violent,0.0,0,38,98731
Adult prisoners,2017,Siskiyou,Female,Asian/other,Violent,4.0,5,1344,98731
Adult prisoners,2017,Solano,Female,Asian/other,Violent,4.0,39,31451,98731
Adult prisoners,2017,Sonoma,Female,Asian/other,Violent,2.0,26,14032,98731
Adult prisoners,2017,Stanislaus,Female,Asian/other,Violent,4.0,23,16363,98731
Adult prisoners,2017,Sutter,Female,Asian/other,Violent,0.0,5,6220,98731
Adult prisoners,2017,Tehama,Female,Asian/other,Violent,1.0,3,1282,98731
Adult prisoners,2017,Trinity,Female,Asian/other,Violent,1.0,1,436,98731
Adult prisoners,2017,Tulare,Female,Asian/other,Violent,5.0,20,8250,98731
Adult prisoners,2017,Tuolumne,Female,Asian/other,Violent,2.0,2,1010,98731
Adult prisoners,2017,Ventura,Female,Asian/other,Violent,2.0,29,28513,98731
Adult prisoners,2017,Yolo,Female,Asian/other,Violent,0.0,6,15155,98731
Adult prisoners,2017,Yuba,Female,Asian/other,Violent,0.0,6,3412,98731
Adult prisoners,2017,Unknown,Female,Asian/other,Violent,6.0,0,0,98731
Adult prisoners,2018,Alameda,Female,Asian/other,Drug,0.0,18,189221,102066
Adult prisoners,2018,Alpine,Female,Asian/other,Drug,0.0,0,84,102066
Adult prisoners,2018,Amador,Female,Asian/other,Drug,0.0,1,686,102066
Adult prisoners,2018,Butte,Female,Asian/other,Drug,0.0,6,7322,102066
Adult prisoners,2018,Calaveras,Female,Asian/other,Drug,0.0,4,884,102066
Adult prisoners,2018,Colusa,Female,Asian/other,Drug,0.0,0,347,102066
Adult prisoners,2018,Contra Costa,Female,Asian/other,Drug,0.0,7,80787,102066
Adult prisoners,2018,Del Norte,Female,Asian/other,Drug,1.0,1,1222,102066
Adult prisoners,2018,El Dorado,Female,Asian/other,Drug,0.0,0,5028,102066
Adult prisoners,2018,Fresno,Female,Asian/other,Drug,0.0,3,39723,102066
Adult prisoners,2018,Glenn,Female,Asian/other,Drug,0.0,0,599,102066
Adult prisoners,2018,Humboldt,Female,Asian/other,Drug,0.0,5,5536,102066
Adult prisoners,2018,Imperial,Female,Asian/other,Drug,0.0,3,1667,102066
Adult prisoners,2018,Inyo,Female,Asian/other,Drug,0.0,3,887,102066
Adult prisoners,2018,Kern,Female,Asian/other,Drug,0.0,13,20405,102066
Adult prisoners,2018,Kings,Female,Asian/other,Drug,0.0,1,3216,102066
Adult prisoners,2018,Lake,Female,Asian/other,Drug,0.0,1,1531,102066
Adult prisoners,2018,Lassen,Female,Asian/other,Drug,0.0,0,622,102066
Adult prisoners,2018,Los Angeles,Female,Asian/other,Drug,3.0,47,592298,102066
Adult prisoners,2018,Madera,Female,Asian/other,Drug,2.0,0,2407,102066
Adult prisoners,2018,Marin,Female,Asian/other,Drug,0.0,0,8865,102066
Adult prisoners,2018,Mariposa,Female,Asian/other,Drug,0.0,0,412,102066
Adult prisoners,2018,Mendocino,Female,Asian/other,Drug,0.0,0,2743,102066
Adult prisoners,2018,Merced,Female,Asian/other,Drug,0.0,1,8856,102066
Adult prisoners,2018,Modoc,Female,Asian/other,Drug,0.0,0,217,102066
Adult prisoners,2018,Mono,Female,Asian/other,Drug,0.0,0,260,102066
Adult prisoners,2018,Monterey,Female,Asian/other,Drug,0.0,2,13047,102066
Adult prisoners,2018,Napa,Female,Asian/other,Drug,0.0,0,4973,102066
Adult prisoners,2018,Nevada,Female,Asian/other,Drug,0.0,1,1697,102066
Adult prisoners,2018,Orange,Female,Asian/other,Drug,0.0,17,238720,102066
Adult prisoners,2018,Placer,Female,Asian/other,Drug,1.0,1,14202,102066
Adult prisoners,2018,Plumas,Female,Asian/other,Drug,0.0,0,409,102066
Adult prisoners,2018,Riverside,Female,Asian/other,Drug,3.0,15,75500,102066
Adult prisoners,2018,Sacramento,Female,Asian/other,Drug,0.0,73,107232,102066
Adult prisoners,2018,San Benito,Female,Asian/other,Drug,0.0,0,1126,102066
Adult prisoners,2018,San Bernardino,Female,Asian/other,Drug,1.0,15,67582,102066
Adult prisoners,2018,San Diego,Female,Asian/other,Drug,0.0,28,171735,102066
Adult prisoners,2018,San Francisco,Female,Asian/other,Drug,0.0,6,119793,102066
Adult prisoners,2018,San Joaquin,Female,Asian/other,Drug,0.0,1,47041,102066
Adult prisoners,2018,San Luis Obispo,Female,Asian/other,Drug,0.0,1,5988,102066
Adult prisoners,2018,San Mateo,Female,Asian/other,Drug,0.0,2,84974,102066
Adult prisoners,2018,Santa Barbara,Female,Asian/other,Drug,0.0,1,12569,102066
Adult prisoners,2018,Santa Clara,Female,Asian/other,Drug,1.0,16,245057,102066
Adult prisoners,2018,Santa Cruz,Female,Asian/other,Drug,0.0,0,7817,102066
Adult prisoners,2018,Shasta,Female,Asian/other,Drug,1.0,2,5252,102066
Adult prisoners,2018,Sierra,Female,Asian/other,Drug,0.0,0,35,102066
Adult prisoners,2018,Siskiyou,Female,Asian/other,Drug,0.0,3,1390,102066
Adult prisoners,2018,Solano,Female,Asian/other,Drug,0.0,5,31471,102066
Adult prisoners,2018,Sonoma,Female,Asian/other,Drug,0.0,5,14015,102066
Adult prisoners,2018,Stanislaus,Female,Asian/other,Drug,0.0,3,16371,102066
Adult prisoners,2018,Sutter,Female,Asian/other,Drug,0.0,0,6303,102066
Adult prisoners,2018,Tehama,Female,Asian/other,Drug,0.0,1,1294,102066
Adult prisoners,2018,Trinity,Female,Asian/other,Drug,0.0,1,424,102066
Adult prisoners,2018,Tulare,Female,Asian/other,Drug,0.0,5,8329,102066
Adult prisoners,2018,Tuolumne,Female,Asian/other,Drug,1.0,1,1010,102066
Adult prisoners,2018,Ventura,Female,Asian/other,Drug,0.0,3,28488,102066
Adult prisoners,2018,Yolo,Female,Asian/other,Drug,0.0,1,15447,102066
Adult prisoners,2018,Yuba,Female,Asian/other,Drug,0.0,1,3488,102066
Adult prisoners,2018,Unknown,Female,Asian/other,Drug,2.0,0,0,102066
Adult prisoners,2018,Alameda,Female,Asian/other,Property,0.0,57,189221,102066
Adult prisoners,2018,Alpine,Female,Asian/other,Property,0.0,0,84,102066
Adult prisoners,2018,Amador,Female,Asian/other,Property,1.0,1,686,102066
Adult prisoners,2018,Butte,Female,Asian/other,Property,2.0,4,7322,102066
Adult prisoners,2018,Calaveras,Female,Asian/other,Property,1.0,1,884,102066
Adult prisoners,2018,Colusa,Female,Asian/other,Property,0.0,0,347,102066
Adult prisoners,2018,Contra Costa,Female,Asian/other,Property,0.0,71,80787,102066
Adult prisoners,2018,Del Norte,Female,Asian/other,Property,1.0,2,1222,102066
Adult prisoners,2018,El Dorado,Female,Asian/other,Property,1.0,5,5028,102066
Adult prisoners,2018,Fresno,Female,Asian/other,Property,1.0,26,39723,102066
Adult prisoners,2018,Glenn,Female,Asian/other,Property,0.0,1,599,102066
Adult prisoners,2018,Humboldt,Female,Asian/other,Property,0.0,12,5536,102066
Adult prisoners,2018,Imperial,Female,Asian/other,Property,0.0,2,1667,102066
Adult prisoners,2018,Inyo,Female,Asian/other,Property,1.0,4,887,102066
Adult prisoners,2018,Kern,Female,Asian/other,Property,0.0,5,20405,102066
Adult prisoners,2018,Kings,Female,Asian/other,Property,1.0,6,3216,102066
Adult prisoners,2018,Lake,Female,Asian/other,Property,0.0,7,1531,102066
Adult prisoners,2018,Lassen,Female,Asian/other,Property,0.0,1,622,102066
Adult prisoners,2018,Los Angeles,Female,Asian/other,Property,16.0,222,592298,102066
Adult prisoners,2018,Madera,Female,Asian/other,Property,0.0,1,2407,102066
Adult prisoners,2018,Marin,Female,Asian/other,Property,0.0,6,8865,102066
Adult prisoners,2018,Mariposa,Female,Asian/other,Property,1.0,0,412,102066
Adult prisoners,2018,Mendocino,Female,Asian/other,Property,1.0,11,2743,102066
Adult prisoners,2018,Merced,Female,Asian/other,Property,0.0,6,8856,102066
Adult prisoners,2018,Modoc,Female,Asian/other,Property,0.0,0,217,102066
Adult prisoners,2018,Mono,Female,Asian/other,Property,0.0,0,260,102066
Adult prisoners,2018,Monterey,Female,Asian/other,Property,0.0,4,13047,102066
Adult prisoners,2018,Napa,Female,Asian/other,Property,0.0,3,4973,102066
Adult prisoners,2018,Nevada,Female,Asian/other,Property,0.0,1,1697,102066
Adult prisoners,2018,Orange,Female,Asian/other,Property,2.0,94,238720,102066
Adult prisoners,2018,Placer,Female,Asian/other,Property,1.0,12,14202,102066
Adult prisoners,2018,Plumas,Female,Asian/other,Property,0.0,0,409,102066
Adult prisoners,2018,Riverside,Female,Asian/other,Property,3.0,33,75500,102066
Adult prisoners,2018,Sacramento,Female,Asian/other,Property,6.0,44,107232,102066
Adult prisoners,2018,San Benito,Female,Asian/other,Property,0.0,1,1126,102066
Adult prisoners,2018,San Bernardino,Female,Asian/other,Property,2.0,69,67582,102066
Adult prisoners,2018,San Diego,Female,Asian/other,Property,7.0,48,171735,102066
Adult prisoners,2018,San Francisco,Female,Asian/other,Property,2.0,20,119793,102066
Adult prisoners,2018,San Joaquin,Female,Asian/other,Property,2.0,16,47041,102066
Adult prisoners,2018,San Luis Obispo,Female,Asian/other,Property,0.0,4,5988,102066
Adult prisoners,2018,San Mateo,Female,Asian/other,Property,3.0,33,84974,102066
Adult prisoners,2018,Santa Barbara,Female,Asian/other,Property,0.0,7,12569,102066
