Year,County,Gender,Race,Offense_Category,Count,Age
2022,San Benito,Female,Asian/other,Property,0.0,Juvenile
2022,San Bernard,Female,Asian/other,Property,0.0,Juvenile
2022,San Diego,Female,Asian/other,Property,0.0,Juvenile
2022,San Francis,Female,Asian/other,Property,1.9615384615384617,Juvenile
2022,San Joaquin,Female,Asian/other,Property,4.0,Juvenile
2022,San Luis Ob,Female,Asian/other,Property,0.0,Juvenile
2022,San Mateo,Female,Asian/other,Property,1.0,Juvenile
2022,Santa Barba,Female,Asian/other,Property,0.0,Juvenile
2022,Santa Clara,Female,Asian/other,Property,6.0,Juvenile
2022,Santa Cruz,Female,Asian/other,Property,0.0,Juvenile
2022,Shasta,Female,Asian/other,Property,0.0,Juvenile
2022,Sierra,Female,Asian/other,Property,0.0,Juvenile
2022,Siskiyou,Female,Asian/other,Property,0.0,Juvenile
2022,Solano,Female,Asian/other,Property,1.0,Juvenile
2022,Sonoma,Female,Asian/other,Property,1.0,Juvenile
2022,Stanislaus,Female,Asian/other,Property,1.0,Juvenile
2022,Sutter,Female,Asian/other,Property,0.0,Juvenile
2022,Tehama,Female,Asian/other,Property,0.0,Juvenile
2022,Trinity,Female,Asian/other,Property,0.0,Juvenile
2022,Tulare,Female,Asian/other,Property,0.0,Juvenile
2022,Tuolumne,Female,Asian/other,Property,0.0,Juvenile
2022,Ventura,Female,Asian/other,Property,0.0,Juvenile
2022,Yolo,Female,Asian/other,Property,0.0,Juvenile
2022,Yuba,Female,Asian/other,Property,0.0,Juvenile
2022,Alameda,Female,White,Property,2.0,Juvenile
2022,Alpine,Female,White,Property,0.0,Juvenile
2022,Amador,Female,White,Property,0.0,Juvenile
2022,Butte,Female,White,Property,1.0,Juvenile
2022,Calaveras,Female,White,Property,1.0,Juvenile
2022,Colusa,Female,White,Property,0.0,Juvenile
2022,Contra Cost,Female,White,Property,4.0,Juvenile
2022,Del Norte,Female,White,Property,1.0,Juvenile
2022,El Dorado,Female,White,Property,0.0,Juvenile
2022,Fresno,Female,White,Property,1.0,Juvenile
2022,Glenn,Female,White,Property,0.0,Juvenile
2022,Humboldt,Female,White,Property,1.0,Juvenile
2022,Imperial,Female,White,Property,0.0,Juvenile
2022,Inyo,Female,White,Property,0.0,Juvenile
2022,Kern,Female,White,Property,2.0,Juvenile
2022,Kings,Female,White,Property,1.0,Juvenile
2022,Lake,Female,White,Property,0.0,Juvenile
2022,Lassen,Female,White,Property,0.0,Juvenile
2022,Los Angeles,Female,White,Property,10.0,Juvenile
2022,Madera,Female,White,Property,0.0,Juvenile
2022,Marin,Female,White,Property,0.0,Juvenile
2022,Mariposa,Female,White,Property,0.0,Juvenile
2022,Mendocino,Female,White,Property,0.0,Juvenile
2022,Merced,Female,White,Property,0.0,Juvenile
2022,Modoc,Female,White,Property,0.0,Juvenile
2022,Mono,Female,White,Property,0.0,Juvenile
2022,Monterey,Female,White,Property,1.0,Juvenile
2022,Napa,Female,White,Property,0.0,Juvenile
2022,Nevada,Female,White,Property,3.0,Juvenile
2022,Orange,Female,White,Property,7.0,Juvenile
2022,Placer,Female,White,Property,1.0,Juvenile
2022,Plumas,Female,White,Property,0.0,Juvenile
2022,Riverside,Female,White,Property,0.0,Juvenile
2022,Sacramento,Female,White,Property,7.0,Juvenile
2022,San Benito,Female,White,Property,0.0,Juvenile
2022,San Bernard,Female,White,Property,2.0,Juvenile
2022,San Diego,Female,White,Property,6.0,Juvenile
2022,San Francis,Female,White,Property,0.6538461538461539,Juvenile
2022,San Joaquin,Female,White,Property,4.0,Juvenile
2022,San Luis Ob,Female,White,Property,1.0,Juvenile
2022,San Mateo,Female,White,Property,2.0,Juvenile
2022,Santa Barba,Female,White,Property,5.0,Juvenile
2022,Santa Clara,Female,White,Property,6.0,Juvenile
2022,Santa Cruz,Female,White,Property,0.0,Juvenile
2022,Shasta,Female,White,Property,0.0,Juvenile
2022,Sierra,Female,White,Property,0.0,Juvenile
2022,Siskiyou,Female,White,Property,0.0,Juvenile
2022,Solano,Female,White,Property,1.0,Juvenile
2022,Sonoma,Female,White,Property,2.0,Juvenile
2022,Stanislaus,Female,White,Property,5.0,Juvenile
2022,Sutter,Female,White,Property,0.0,Juvenile
2022,Tehama,Female,White,Property,0.0,Juvenile
2022,Trinity,Female,White,Property,0.0,Juvenile
2022,Tulare,Female,White,Property,0.0,Juvenile
2022,Tuolumne,Female,White,Property,1.0,Juvenile
2022,Ventura,Female,White,Property,4.0,Juvenile
2022,Yolo,Female,White,Property,0.0,Juvenile
2022,Yuba,Female,White,Property,0.0,Juvenile
2022,Alameda,Male,Black,Property,38.0,Juvenile
2022,Alpine,Male,Black,Property,0.0,Juvenile
2022,Amador,Male,Black,Property,0.0,Juvenile
2022,Butte,Male,Black,Property,1.0,Juvenile
2022,Calaveras,Male,Black,Property,1.0,Juvenile
2022,Colusa,Male,Black,Property,0.0,Juvenile
2022,Contra Cost,Male,Black,Property,24.0,Juvenile
2022,Del Norte,Male,Black,Property,0.0,Juvenile
2022,El Dorado,Male,Black,Property,0.0,Juvenile
2022,Fresno,Male,Black,Property,13.0,Juvenile
2022,Glenn,Male,Black,Property,0.0,Juvenile
2022,Humboldt,Male,Black,Property,0.0,Juvenile
2022,Imperial,Male,Black,Property,0.0,Juvenile
2022,Inyo,Male,Black,Property,0.0,Juvenile
2022,Kern,Male,Black,Property,19.0,Juvenile
2022,Kings,Male,Black,Property,5.0,Juvenile
2022,Lake,Male,Black,Property,0.0,Juvenile
2022,Lassen,Male,Black,Property,0.0,Juvenile
2022,Los Angeles,Male,Black,Property,132.0,Juvenile
2022,Madera,Male,Black,Property,0.0,Juvenile
2022,Marin,Male,Black,Property,3.0,Juvenile
2022,Mariposa,Male,Black,Property,0.0,Juvenile
2022,Mendocino,Male,Black,Property,2.0,Juvenile
2022,Merced,Male,Black,Property,1.0,Juvenile
2022,Modoc,Male,Black,Property,0.0,Juvenile
2022,Mono,Male,Black,Property,0.0,Juvenile
2022,Monterey,Male,Black,Property,0.0,Juvenile
2022,Napa,Male,Black,Property,3.0,Juvenile
2022,Nevada,Male,Black,Property,0.0,Juvenile
2022,Orange,Male,Black,Property,13.0,Juvenile
2022,Placer,Male,Black,Property,6.0,Juvenile
2022,Plumas,Male,Black,Property,1.0,Juvenile
2022,Riverside,Male,Black,Property,16.0,Juvenile
2022,Sacramento,Male,Black,Property,44.0,Juvenile
2022,San Benito,Male,Black,Property,0.0,Juvenile
2022,San Bernard,Male,Black,Property,36.0,Juvenile
2022,San Diego,Male,Black,Property,36.0,Juvenile
2022,San Francis,Male,Black,Property,20.269230769230766,Juvenile
2022,San Joaquin,Male,Black,Property,24.0,Juvenile
2022,San Luis Ob,Male,Black,Property,1.0,Juvenile
2022,San Mateo,Male,Black,Property,18.0,Juvenile
2022,Santa Barba,Male,Black,Property,0.0,Juvenile
2022,Santa Clara,Male,Black,Property,13.0,Juvenile
2022,Santa Cruz,Male,Black,Property,0.0,Juvenile
2022,Shasta,Male,Black,Property,1.0,Juvenile
2022,Sierra,Male,Black,Property,0.0,Juvenile
2022,Siskiyou,Male,Black,Property,0.0,Juvenile
2022,Solano,Male,Black,Property,21.0,Juvenile
2022,Sonoma,Male,Black,Property,1.0,Juvenile
2022,Stanislaus,Male,Black,Property,7.0,Juvenile
2022,Sutter,Male,Black,Property,3.0,Juvenile
2022,Tehama,Male,Black,Property,0.0,Juvenile
2022,Trinity,Male,Black,Property,0.0,Juvenile
2022,Tulare,Male,Black,Property,1.0,Juvenile
2022,Tuolumne,Male,Black,Property,0.0,Juvenile
2022,Ventura,Male,Black,Property,3.0,Juvenile
2022,Yolo,Male,Black,Property,0.0,Juvenile
2022,Yuba,Male,Black,Property,1.0,Juvenile
2022,Alameda,Male,Latinx,Property,33.0,Juvenile
2022,Alpine,Male,Latinx,Property,0.0,Juvenile
2022,Amador,Male,Latinx,Property,0.0,Juvenile
2022,Butte,Male,Latinx,Property,1.0,Juvenile
2022,Calaveras,Male,Latinx,Property,0.0,Juvenile
2022,Colusa,Male,Latinx,Property,1.0,Juvenile
2022,Contra Cost,Male,Latinx,Property,15.0,Juvenile
2022,Del Norte,Male,Latinx,Property,2.0,Juvenile
2022,El Dorado,Male,Latinx,Property,2.0,Juvenile
2022,Fresno,Male,Latinx,Property,36.0,Juvenile
2022,Glenn,Male,Latinx,Property,0.0,Juvenile
2022,Humboldt,Male,Latinx,Property,0.0,Juvenile
2022,Imperial,Male,Latinx,Property,2.0,Juvenile
2022,Inyo,Male,Latinx,Property,1.0,Juvenile
2022,Kern,Male,Latinx,Property,19.0,Juvenile
2022,Kings,Male,Latinx,Property,21.0,Juvenile
2022,Lake,Male,Latinx,Property,1.0,Juvenile
2022,Lassen,Male,Latinx,Property,0.0,Juvenile
2022,Los Angeles,Male,Latinx,Property,198.0,Juvenile
2022,Madera,Male,Latinx,Property,8.0,Juvenile
2022,Marin,Male,Latinx,Property,2.0,Juvenile
2022,Mariposa,Male,Latinx,Property,0.0,Juvenile
2022,Mendocino,Male,Latinx,Property,5.0,Juvenile
2022,Merced,Male,Latinx,Property,19.0,Juvenile
2022,Modoc,Male,Latinx,Property,0.0,Juvenile
2022,Mono,Male,Latinx,Property,0.0,Juvenile
2022,Monterey,Male,Latinx,Property,19.0,Juvenile
2022,Napa,Male,Latinx,Property,3.0,Juvenile
2022,Nevada,Male,Latinx,Property,0.0,Juvenile
2022,Orange,Male,Latinx,Property,46.0,Juvenile
2022,Placer,Male,Latinx,Property,8.0,Juvenile
2022,Plumas,Male,Latinx,Property,0.0,Juvenile
2022,Riverside,Male,Latinx,Property,31.0,Juvenile
2022,Sacramento,Male,Latinx,Property,12.0,Juvenile
2022,San Benito,Male,Latinx,Property,2.0,Juvenile
2022,San Bernard,Male,Latinx,Property,78.0,Juvenile
2022,San Diego,Male,Latinx,Property,69.0,Juvenile
2022,San Francis,Male,Latinx,Property,7.846153846153847,Juvenile
2022,San Joaquin,Male,Latinx,Property,27.0,Juvenile
2022,San Luis Ob,Male,Latinx,Property,5.0,Juvenile
2022,San Mateo,Male,Latinx,Property,19.0,Juvenile
2022,Santa Barba,Male,Latinx,Property,18.0,Juvenile
2022,Santa Clara,Male,Latinx,Property,75.0,Juvenile
2022,Santa Cruz,Male,Latinx,Property,4.0,Juvenile
2022,Shasta,Male,Latinx,Property,0.0,Juvenile
2022,Sierra,Male,Latinx,Property,0.0,Juvenile
2022,Siskiyou,Male,Latinx,Property,1.0,Juvenile
2022,Solano,Male,Latinx,Property,9.0,Juvenile
2022,Sonoma,Male,Latinx,Property,6.0,Juvenile
2022,Stanislaus,Male,Latinx,Property,19.0,Juvenile
2022,Sutter,Male,Latinx,Property,0.0,Juvenile
2022,Tehama,Male,Latinx,Property,2.0,Juvenile
2022,Trinity,Male,Latinx,Property,0.0,Juvenile
2022,Tulare,Male,Latinx,Property,23.0,Juvenile
2022,Tuolumne,Male,Latinx,Property,0.0,Juvenile
2022,Ventura,Male,Latinx,Property,44.0,Juvenile
2022,Yolo,Male,Latinx,Property,5.0,Juvenile
2022,Yuba,Male,Latinx,Property,1.0,Juvenile
2022,Alameda,Male,Asian/other,Property,7.0,Juvenile
2022,Alpine,Male,Asian/other,Property,0.0,Juvenile
2022,Amador,Male,Asian/other,Property,0.0,Juvenile
2022,Butte,Male,Asian/other,Property,2.0,Juvenile
2022,Calaveras,Male,Asian/other,Property,0.0,Juvenile
2022,Colusa,Male,Asian/other,Property,0.0,Juvenile
2022,Contra Cost,Male,Asian/other,Property,7.0,Juvenile
2022,Del Norte,Male,Asian/other,Property,0.0,Juvenile
2022,El Dorado,Male,Asian/other,Property,0.0,Juvenile
2022,Fresno,Male,Asian/other,Property,1.0,Juvenile
2022,Glenn,Male,Asian/other,Property,0.0,Juvenile
2022,Humboldt,Male,Asian/other,Property,1.0,Juvenile
2022,Imperial,Male,Asian/other,Property,0.0,Juvenile
2022,Inyo,Male,Asian/other,Property,0.0,Juvenile
2022,Kern,Male,Asian/other,Property,1.0,Juvenile
2022,Kings,Male,Asian/other,Property,1.0,Juvenile
2022,Lake,Male,Asian/other,Property,0.0,Juvenile
2022,Lassen,Male,Asian/other,Property,0.0,Juvenile
2022,Los Angeles,Male,Asian/other,Property,13.0,Juvenile
2022,Madera,Male,Asian/other,Property,1.0,Juvenile
2022,Marin,Male,Asian/other,Property,2.0,Juvenile
2022,Mariposa,Male,Asian/other,Property,0.0,Juvenile
2022,Mendocino,Male,Asian/other,Property,2.0,Juvenile
2022,Merced,Male,Asian/other,Property,0.0,Juvenile
2022,Modoc,Male,Asian/other,Property,0.0,Juvenile
2022,Mono,Male,Asian/other,Property,0.0,Juvenile
2022,Monterey,Male,Asian/other,Property,1.0,Juvenile
2022,Napa,Male,Asian/other,Property,1.0,Juvenile
2022,Nevada,Male,Asian/other,Property,1.0,Juvenile
2022,Orange,Male,Asian/other,Property,8.0,Juvenile
2022,Placer,Male,Asian/other,Property,3.0,Juvenile
2022,Plumas,Male,Asian/other,Property,0.0,Juvenile
2022,Riverside,Male,Asian/other,Property,2.0,Juvenile
2022,Sacramento,Male,Asian/other,Property,4.0,Juvenile
2022,San Benito,Male,Asian/other,Property,0.0,Juvenile
2022,San Bernard,Male,Asian/other,Property,2.0,Juvenile
2022,San Diego,Male,Asian/other,Property,3.0,Juvenile
2022,San Francis,Male,Asian/other,Property,5.230769230769231,Juvenile
2022,San Joaquin,Male,Asian/other,Property,7.0,Juvenile
2022,San Luis Ob,Male,Asian/other,Property,0.0,Juvenile
2022,San Mateo,Male,Asian/other,Property,6.0,Juvenile
2022,Santa Barba,Male,Asian/other,Property,1.0,Juvenile
2022,Santa Clara,Male,Asian/other,Property,5.0,Juvenile
2022,Santa Cruz,Male,Asian/other,Property,0.0,Juvenile
2022,Shasta,Male,Asian/other,Property,0.0,Juvenile
2022,Sierra,Male,Asian/other,Property,0.0,Juvenile
2022,Siskiyou,Male,Asian/other,Property,0.0,Juvenile
2022,Solano,Male,Asian/other,Property,3.0,Juvenile
2022,Sonoma,Male,Asian/other,Property,0.0,Juvenile
2022,Stanislaus,Male,Asian/other,Property,0.0,Juvenile
2022,Sutter,Male,Asian/other,Property,0.0,Juvenile
2022,Tehama,Male,Asian/other,Property,0.0,Juvenile
2022,Trinity,Male,Asian/other,Property,0.0,Juvenile
2022,Tulare,Male,Asian/other,Property,1.0,Juvenile
2022,Tuolumne,Male,Asian/other,Property,0.0,Juvenile
2022,Ventura,Male,Asian/other,Property,4.0,Juvenile
2022,Yolo,Male,Asian/other,Property,1.0,Juvenile
2022,Yuba,Male,Asian/other,Property,0.0,Juvenile
2022,Alameda,Male,White,Property,0.0,Juvenile
2022,Alpine,Male,White,Property,0.0,Juvenile
2022,Amador,Male,White,Property,2.0,Juvenile
2022,Butte,Male,White,Property,5.0,Juvenile
2022,Calaveras,Male,White,Property,0.0,Juvenile
2022,Colusa,Male,White,Property,0.0,Juvenile
2022,Contra Cost,Male,White,Property,6.0,Juvenile
2022,Del Norte,Male,White,Property,0.0,Juvenile
2022,El Dorado,Male,White,Property,6.0,Juvenile
2022,Fresno,Male,White,Property,5.0,Juvenile
2022,Glenn,Male,White,Property,0.0,Juvenile
2022,Humboldt,Male,White,Property,4.0,Juvenile
2022,Imperial,Male,White,Property,0.0,Juvenile
2022,Inyo,Male,White,Property,0.0,Juvenile
2022,Kern,Male,White,Property,21.0,Juvenile
2022,Kings,Male,White,Property,1.0,Juvenile
2022,Lake,Male,White,Property,1.0,Juvenile
2022,Lassen,Male,White,Property,1.0,Juvenile
2022,Los Angeles,Male,White,Property,23.0,Juvenile
2022,Madera,Male,White,Property,0.0,Juvenile
2022,Marin,Male,White,Property,1.0,Juvenile
2022,Mariposa,Male,White,Property,0.0,Juvenile
2022,Mendocino,Male,White,Property,5.0,Juvenile
2022,Merced,Male,White,Property,1.0,Juvenile
2022,Modoc,Male,White,Property,0.0,Juvenile
2022,Mono,Male,White,Property,0.0,Juvenile
2022,Monterey,Male,White,Property,2.0,Juvenile
2022,Napa,Male,White,Property,4.0,Juvenile
2022,Nevada,Male,White,Property,1.0,Juvenile
2022,Orange,Male,White,Property,22.0,Juvenile
2022,Placer,Male,White,Property,8.0,Juvenile
2022,Plumas,Male,White,Property,1.0,Juvenile
2022,Riverside,Male,White,Property,16.0,Juvenile
2022,Sacramento,Male,White,Property,23.0,Juvenile
2022,San Benito,Male,White,Property,0.0,Juvenile
2022,San Bernard,Male,White,Property,16.0,Juvenile
2022,San Diego,Male,White,Property,44.0,Juvenile
2022,San Francis,Male,White,Property,1.3076923076923077,Juvenile
2022,San Joaquin,Male,White,Property,17.0,Juvenile
2022,San Luis Ob,Male,White,Property,3.0,Juvenile
2022,San Mateo,Male,White,Property,2.0,Juvenile
2022,Santa Barba,Male,White,Property,7.0,Juvenile
2022,Santa Clara,Male,White,Property,7.0,Juvenile
2022,Santa Cruz,Male,White,Property,0.0,Juvenile
2022,Shasta,Male,White,Property,4.0,Juvenile
2022,Sierra,Male,White,Property,0.0,Juvenile
2022,Siskiyou,Male,White,Property,0.0,Juvenile
2022,Solano,Male,White,Property,7.0,Juvenile
2022,Sonoma,Male,White,Property,4.0,Juvenile
2022,Stanislaus,Male,White,Property,13.0,Juvenile
2022,Sutter,Male,White,Property,3.0,Juvenile
2022,Tehama,Male,White,Property,2.0,Juvenile
2022,Trinity,Male,White,Property,0.0,Juvenile
2022,Tulare,Male,White,Property,7.0,Juvenile
2022,Tuolumne,Male,White,Property,0.0,Juvenile
2022,Ventura,Male,White,Property,6.0,Juvenile
2022,Yolo,Male,White,Property,5.0,Juvenile
2022,Yuba,Male,White,Property,1.0,Juvenile
2023,Alameda,Female,Black,Property,37.0,Juvenile
2023,Alpine,Female,Black,Property,0.0,Juvenile
2023,Amador,Female,Black,Property,0.0,Juvenile
2023,Butte,Female,Black,Property,0.0,Juvenile
2023,Calaveras,Female,Black,Property,0.0,Juvenile
2023,Colusa,Female,Black,Property,0.0,Juvenile
2023,Contra Cost,Female,Black,Property,13.0,Juvenile
2023,Del Norte,Female,Black,Property,0.0,Juvenile
2023,El Dorado,Female,Black,Property,0.0,Juvenile
2023,Fresno,Female,Black,Property,15.0,Juvenile
2023,Glenn,Female,Black,Property,0.0,Juvenile
2023,Humboldt,Female,Black,Property,0.0,Juvenile
2023,Imperial,Female,Black,Property,0.0,Juvenile
2023,Inyo,Female,Black,Property,0.0,Juvenile
2023,Kern,Female,Black,Property,6.0,Juvenile
2023,Kings,Female,Black,Property,1.0,Juvenile
2023,Lake,Female,Black,Property,0.0,Juvenile
2023,Lassen,Female,Black,Property,0.0,Juvenile
2023,Los Angeles,Female,Black,Property,129.0,Juvenile
2023,Madera,Female,Black,Property,0.0,Juvenile
2023,Marin,Female,Black,Property,1.0,Juvenile
2023,Mariposa,Female,Black,Property,0.0,Juvenile
2023,Mendocino,Female,Black,Property,0.0,Juvenile
2023,Merced,Female,Black,Property,1.0,Juvenile
2023,Modoc,Female,Black,Property,0.0,Juvenile
2023,Mono,Female,Black,Property,0.0,Juvenile
2023,Monterey,Female,Black,Property,0.0,Juvenile
2023,Napa,Female,Black,Property,0.0,Juvenile
2023,Nevada,Female,Black,Property,0.0,Juvenile
2023,Orange,Female,Black,Property,10.0,Juvenile
2023,Placer,Female,Black,Property,0.0,Juvenile
2023,Plumas,Female,Black,Property,0.0,Juvenile
2023,Riverside,Female,Black,Property,3.0,Juvenile
2023,Sacramento,Female,Black,Property,23.0,Juvenile
2023,San Benito,Female,Black,Property,0.0,Juvenile
2023,San Bernard,Female,Black,Property,10.0,Juvenile
2023,San Diego,Female,Black,Property,23.0,Juvenile
2023,San Francis,Female,Black,Property,37.179487179487175,Juvenile
2023,San Joaquin,Female,Black,Property,10.0,Juvenile
2023,San Luis Ob,Female,Black,Property,0.0,Juvenile
2023,San Mateo,Female,Black,Property,17.0,Juvenile
2023,Santa Barba,Female,Black,Property,0.0,Juvenile
2023,Santa Clara,Female,Black,Property,5.0,Juvenile
2023,Santa Cruz,Female,Black,Property,0.0,Juvenile
2023,Shasta,Female,Black,Property,0.0,Juvenile
2023,Sierra,Female,Black,Property,0.0,Juvenile
2023,Siskiyou,Female,Black,Property,0.0,Juvenile
2023,Solano,Female,Black,Property,8.0,Juvenile
2023,Sonoma,Female,Black,Property,0.0,Juvenile
2023,Stanislaus,Female,Black,Property,0.0,Juvenile
2023,Sutter,Female,Black,Property,1.0,Juvenile
2023,Tehama,Female,Black,Property,0.0,Juvenile
2023,Trinity,Female,Black,Property,0.0,Juvenile
2023,Tulare,Female,Black,Property,1.0,Juvenile
2023,Tuolumne,Female,Black,Property,0.0,Juvenile
2023,Ventura,Female,Black,Property,2.0,Juvenile
2023,Yolo,Female,Black,Property,0.0,Juvenile
2023,Yuba,Female,Black,Property,0.0,Juvenile
2023,Alameda,Female,Latinx,Property,17.0,Juvenile
2023,Alpine,Female,Latinx,Property,0.0,Juvenile
2023,Amador,Female,Latinx,Property,0.0,Juvenile
2023,Butte,Female,Latinx,Property,1.0,Juvenile
2023,Calaveras,Female,Latinx,Property,0.0,Juvenile
2023,Colusa,Female,Latinx,Property,0.0,Juvenile
2023,Contra Cost,Female,Latinx,Property,6.0,Juvenile
2023,Del Norte,Female,Latinx,Property,0.0,Juvenile
2023,El Dorado,Female,Latinx,Property,1.0,Juvenile
2023,Fresno,Female,Latinx,Property,19.0,Juvenile
2023,Glenn,Female,Latinx,Property,0.0,Juvenile
2023,Humboldt,Female,Latinx,Property,1.0,Juvenile
2023,Imperial,Female,Latinx,Property,0.0,Juvenile
2023,Inyo,Female,Latinx,Property,0.0,Juvenile
2023,Kern,Female,Latinx,Property,9.0,Juvenile
2023,Kings,Female,Latinx,Property,0.0,Juvenile
2023,Lake,Female,Latinx,Property,0.0,Juvenile
2023,Lassen,Female,Latinx,Property,0.0,Juvenile
2023,Los Angeles,Female,Latinx,Property,65.0,Juvenile
2023,Madera,Female,Latinx,Property,1.0,Juvenile
2023,Marin,Female,Latinx,Property,0.0,Juvenile
2023,Mariposa,Female,Latinx,Property,1.0,Juvenile
2023,Mendocino,Female,Latinx,Property,0.0,Juvenile
2023,Merced,Female,Latinx,Property,3.0,Juvenile
2023,Modoc,Female,Latinx,Property,0.0,Juvenile
2023,Mono,Female,Latinx,Property,0.0,Juvenile
2023,Monterey,Female,Latinx,Property,10.0,Juvenile
2023,Napa,Female,Latinx,Property,0.0,Juvenile
2023,Nevada,Female,Latinx,Property,0.0,Juvenile
2023,Orange,Female,Latinx,Property,18.0,Juvenile
2023,Placer,Female,Latinx,Property,4.0,Juvenile
2023,Plumas,Female,Latinx,Property,0.0,Juvenile
2023,Riverside,Female,Latinx,Property,10.0,Juvenile
2023,Sacramento,Female,Latinx,Property,4.0,Juvenile
2023,San Benito,Female,Latinx,Property,0.0,Juvenile
2023,San Bernard,Female,Latinx,Property,10.0,Juvenile
2023,San Diego,Female,Latinx,Property,29.0,Juvenile
2023,San Francis,Female,Latinx,Property,1.8589743589743588,Juvenile
2023,San Joaquin,Female,Latinx,Property,5.0,Juvenile
2023,San Luis Ob,Female,Latinx,Property,2.0,Juvenile
2023,San Mateo,Female,Latinx,Property,6.0,Juvenile
2023,Santa Barba,Female,Latinx,Property,4.0,Juvenile
2023,Santa Clara,Female,Latinx,Property,22.0,Juvenile
2023,Santa Cruz,Female,Latinx,Property,1.0,Juvenile
2023,Shasta,Female,Latinx,Property,0.0,Juvenile
2023,Sierra,Female,Latinx,Property,0.0,Juvenile
2023,Siskiyou,Female,Latinx,Property,0.0,Juvenile
2023,Solano,Female,Latinx,Property,3.0,Juvenile
2023,Sonoma,Female,Latinx,Property,5.0,Juvenile
2023,Stanislaus,Female,Latinx,Property,10.0,Juvenile
2023,Sutter,Female,Latinx,Property,0.0,Juvenile
2023,Tehama,Female,Latinx,Property,0.0,Juvenile
2023,Trinity,Female,Latinx,Property,0.0,Juvenile
2023,Tulare,Female,Latinx,Property,10.0,Juvenile
2023,Tuolumne,Female,Latinx,Property,0.0,Juvenile
2023,Ventura,Female,Latinx,Property,15.0,Juvenile
2023,Yolo,Female,Latinx,Property,1.0,Juvenile
2023,Yuba,Female,Latinx,Property,0.0,Juvenile
2023,Alameda,Female,Asian/other,Property,4.0,Juvenile
2023,Alpine,Female,Asian/other,Property,0.0,Juvenile
2023,Amador,Female,Asian/other,Property,0.0,Juvenile
2023,Butte,Female,Asian/other,Property,0.0,Juvenile
2023,Calaveras,Female,Asian/other,Property,0.0,Juvenile
2023,Colusa,Female,Asian/other,Property,0.0,Juvenile
2023,Contra Cost,Female,Asian/other,Property,6.0,Juvenile
2023,Del Norte,Female,Asian/other,Property,0.0,Juvenile
2023,El Dorado,Female,Asian/other,Property,0.0,Juvenile
2023,Fresno,Female,Asian/other,Property,1.0,Juvenile
2023,Glenn,Female,Asian/other,Property,0.0,Juvenile
2023,Humboldt,Female,Asian/other,Property,0.0,Juvenile
2023,Imperial,Female,Asian/other,Property,0.0,Juvenile
2023,Inyo,Female,Asian/other,Property,0.0,Juvenile
2023,Kern,Female,Asian/other,Property,0.0,Juvenile
2023,Kings,Female,Asian/other,Property,0.0,Juvenile
2023,Lake,Female,Asian/other,Property,0.0,Juvenile
2023,Lassen,Female,Asian/other,Property,0.0,Juvenile
2023,Los Angeles,Female,Asian/other,Property,10.0,Juvenile
2023,Madera,Female,Asian/other,Property,0.0,Juvenile
2023,Marin,Female,Asian/other,Property,0.0,Juvenile
2023,Mariposa,Female,Asian/other,Property,0.0,Juvenile
2023,Mendocino,Female,Asian/other,Property,0.0,Juvenile
2023,Merced,Female,Asian/other,Property,0.0,Juvenile
2023,Modoc,Female,Asian/other,Property,0.0,Juvenile
2023,Mono,Female,Asian/other,Property,0.0,Juvenile
2023,Monterey,Female,Asian/other,Property,1.0,Juvenile
2023,Napa,Female,Asian/other,Property,0.0,Juvenile
2023,Nevada,Female,Asian/other,Property,0.0,Juvenile
2023,Orange,Female,Asian/other,Property,7.0,Juvenile
2023,Placer,Female,Asian/other,Property,2.0,Juvenile
2023,Plumas,Female,Asian/other,Property,0.0,Juvenile
2023,Riverside,Female,Asian/other,Property,0.0,Juvenile
2023,Sacramento,Female,Asian/other,Property,2.0,Juvenile
2023,San Benito,Female,Asian/other,Property,0.0,Juvenile
2023,San Bernard,Female,Asian/other,Property,3.0,Juvenile
2023,San Diego,Female,Asian/other,Property,5.0,Juvenile
2023,San Francis,Female,Asian/other,Property,5.5769230769230775,Juvenile
2023,San Joaquin,Female,Asian/other,Property,6.0,Juvenile
2023,San Luis Ob,Female,Asian/other,Property,0.0,Juvenile
2023,San Mateo,Female,Asian/other,Property,1.0,Juvenile
2023,Santa Barba,Female,Asian/other,Property,0.0,Juvenile
2023,Santa Clara,Female,Asian/other,Property,7.0,Juvenile
2023,Santa Cruz,Female,Asian/other,Property,1.0,Juvenile
2023,Shasta,Female,Asian/other,Property,0.0,Juvenile
2023,Sierra,Female,Asian/other,Property,0.0,Juvenile
2023,Siskiyou,Female,Asian/other,Property,1.0,Juvenile
2023,Solano,Female,Asian/other,Property,0.0,Juvenile
2023,Sonoma,Female,Asian/other,Property,0.0,Juvenile
2023,Stanislaus,Female,Asian/other,Property,0.0,Juvenile
2023,Sutter,Female,Asian/other,Property,0.0,Juvenile
2023,Tehama,Female,Asian/other,Property,0.0,Juvenile
2023,Trinity,Female,Asian/other,Property,0.0,Juvenile
2023,Tulare,Female,Asian/other,Property,4.0,Juvenile
2023,Tuolumne,Female,Asian/other,Property,0.0,Juvenile
2023,Ventura,Female,Asian/other,Property,0.0,Juvenile
2023,Yolo,Female,Asian/other,Property,0.0,Juvenile
2023,Yuba,Female,Asian/other,Property,0.0,Juvenile
2023,Alameda,Female,White,Property,3.0,Juvenile
